n;expr;nll;coeff;sum_fevals;sum_restarts;sum_runtime;best_nll
1;p1 * (abs(abs(x) ^ -(abs(x) ^ x)) ^ x - x);1.7976931348623157e308;[0.0, 0.0, 0.0, 0.0];0;0;0;1.7976931348623157e308
2;abs(x - abs(x) ^ (x * abs(x) ^ p1)) ^ x;1.7976931348623157e308;[0.0, 0.0, 0.0, 0.0];0;0;0;179769313486231570000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
3;1.0 / x + abs(x + abs(x) ^ (abs(x) ^ p1)) ^ x;5860.805756675585;[-145.4644155134813, -1.375131958889377, -0.5185595568362236, -0.7045590714311124];6649;96;20.731577847;5860.805756675585
4;p1 / (x * x - abs(p2 ^ (1.0 / x)) ^ x);2471.14719423219;[-192.15139394270759, -240.90490255393732, 0.4639249819164427, -0.49600256267807147, -0.739222625179547];30117;404;89.554241057;2471.14719423219
6;p1 ^ (abs(x) ^ (abs(1.0 / x) ^ (abs(x) ^ (p2 - x))));2256.74391830925;[2.7229531653238994, 69.42419883143945, -0.43928839937534303, -0.5044642236591003, -0.7407079912139828];52890;429;171.086482923;2256.74391830925
7;p1 * (1.0 / (x + (x + p2 ^ x)) - x);2034.492855501116;[1.0635876975168546, 225.48229668038883, 0.3474114536172257, -0.49543160652531093, 0.7441561318596466];71942;769;214.401298754;2034.492855501116
9;x / (x + p1 ^ (abs(x) ^ x)) - x;1755.4441281299864;[0.04343376069117834, 0.2787380973115404, -0.5031043511838483, 0.7506482869899257];73926;775;219.91183089400002;1755.4441281299864
11;abs(0.5 * (x * x)) ^ p1;1215.9075077509183;[0.2120317039631057, -0.2825324085796165, -0.49482233581274654, -0.7480621837218379];82038;851;258.16691647000005;1215.9075077509183
13;p1 / (x + p2 ^ (1.0 / x)) - p3 ^ x;8.335888042493437;[0.6726963829205379, -0.9940758993595817, -1.564265161572738, -0.12095377660741911, -0.5045604878004616, -0.7220271355487603];120945;1210;667.945303944;8.335888042493437
26;p1 - abs(x) ^ (1.0 / (p2 + 1.0 / (p3 + -1.0 / x)));-266.9869917304211;[-0.180807981217708, 1.4743593331004596, -1.8396774367525774, 0.13925790560779516, -0.49155378051294824, 0.7466150742585842];288273;3134;1210.516254139;-266.9869917304211
29;abs(1.0 / (x + abs(x) ^ (p1 + p2 ^ x))) ^ p3;-987.9633433070838;[-0.3458651769503128, -1.0105486977129294, -0.8224390970260508, -0.08115660942928836, -0.5037142923609145, 0.7404433918425215];359176;3697;1581.568792345;-987.9633433070838
49;p1 / (p2 - p3 ^ (abs(1.0 / (p4 + x)) ^ p5));-998.8899761931652;[0.08463182214962005, 0.9973621854948255, -0.9487817283495574, -0.002068019947072436, 0.6740916493464678, -0.08096601432763678, -0.5025758910202588, -0.7401870116721959];599050;5577;3044.522196097999;-998.8899761931652
85;p1 * x - x / (p2 - abs(p3 * x) ^ p4);-999.3706911747668;[0.76078461381174, -0.011783738653301058, 1.0636453092710638, 0.5241819285133793, 0.08071083622835003, -0.5024660071189618, 0.7400599510785499];1032959;9497;5142.907809015;-999.3706911747668
119;p1 / p2 ^ (abs(x) ^ p3 / (p4 - x));-999.5420808502957;[-0.09139427920487708, -20.49789036732597, 1.1984036661728783, -0.03219237412274645, -0.08125887399636991, -0.5026822040126004, -0.7399360631117355];1365883;12705;6636.944220269998;-999.5420808502957
152;p1 / (p2 - abs(x) ^ (p3 / p4 ^ x));-1001.0666562481424;[-1.463172909527398, 0.14105458983265534, -0.5879959558284208, -1.0056212114184808, -0.08060802964970101, -0.5026593217389337, -0.7399721279084388];1814194;16587;8947.861787336;-1001.0666562481424
350;p1 + (abs(p2 + 1.0 / (p3 + x)) ^ x - x);-1007.7477177151749;[-1.032479605821786, -0.7798545530304057, 1.270932836530095, 0.08015588510414527, -0.5028803595282715, -0.7395777836666173];4456156;38652;20729.715030580996;-1007.7477177151749
4083;abs(p1 / abs(x) ^ (abs(1.0 / (p2 - x)) ^ p3)) ^ p4;-1008.469020521996;[-0.4581228620992007, 0.017909754957810217, -0.030629059532403843, -0.715099533499078, 0.07933689283943673, -0.5024661583746886, 0.7398680813589613];52195052;450707;254655.03599314525;-1008.469020521996
106119;1.0 / (p1 ^ (abs(p2 + x) ^ p3) - abs(x) ^ p4);-1011.7646849614036;[0.4071110905561187, -0.017525486114932452, 0.22156731497379784, -0.5016951493294719, 0.07955245685092333, -0.5020357283705413, 0.7395350424413347];1355460701;11446767;6532581.378044119;-1011.7646849614036
684903;p1 * abs(x) ^ (-1.0 / (p2 + abs(p3 + x) ^ p4));-1013.2384638792784;[-1.7302245173940842, -2.40586258570395, -0.017892186956077034, 0.051284150873232376, 0.07915900803213895, -0.5024228473024372, -0.7397713386530679];8738982584;73701648;42243559.168127574;-1013.2384638792784
