n;expr;nll;coeff;sum_fevals;sum_restarts;sum_runtime;best_nll
1;p1 / (x + abs(p2 / (p3 - x)) ^ (1.0 / x));2391.6576879931235;[-9.944132261378128, -0.5953521767118335, 0.5575035840204443, 0.3964062482096453, -0.5122777165961695, -0.7293299404730236];39658;242;91.147114712;2391.6576879931235
2;p1 - p2 ^ (p3 * (x * abs(x) ^ x));1544.8241373209498;[1.2569643172932101, -2.755340798930692, -2.4677064648526557, 0.3251294142388727, -0.5019597725838332, 0.7415064601606115];52360;373;201.62184760600002;1544.8241373209498
4;p1 * (x + 1.0 / (p2 + x * abs(x) ^ x));-658.7176338789566;[1.5669620425095396, 8.354752978965628, 0.10569780570152995, -0.5030132969329986, -0.7303831418816845];81888;842;392.208244329;-658.7176338789566
5;abs(p1 + 1.0 / (p2 + x * x)) ^ (abs(x) ^ p3);-696.8257656805009;[-2.7823750412595003, 0.3591581972251037, 0.36109908079126557, -0.10308522146113075, -0.5025404688677645, 0.7344811701455711];92811;886;418.422301597;-696.8257656805009
14;(p1 + x) * (p2 + -1.0 / (x + abs(x) ^ p3));-963.5823984751773;[1.7119691317115207, 1.1600124319353784, 0.022382327718281435, 0.0823680770868505, -0.5053836590453316, 0.734207091040616];222335;2216;1291.5050905850003;-963.5823984751773
40;p1 ^ (p2 + x * abs(abs(1.0 / x) ^ p3) ^ p4);-988.6721406579043;[-964.1460699040449, -0.9237591160518478, 3.3364319463640197, 0.2681138730007508, 0.08219155901953717, -0.5020557103432676, 0.7392741667499064];483826;4369;2373.7500997090006;-988.6721406579043
152;abs(p1 + (p2 * x + x / (p3 - x))) ^ p4;-996.7949020240952;[-0.10725669271852653, -0.8397722145257356, -0.3768981276419411, 1.0505769811733243, 0.08174769697606993, -0.5028170881046728, -0.7400062129312518];1649753;15059;7490.139260203;-996.7949020240952
290;p1 * abs(p2 * p3 ^ (abs(x) ^ p4)) ^ p5;-999.3519249978175;[-0.978756799733044, -0.1770841216108485, -6.341158344194242, 0.07877840348426189, 4.900911619107512, -0.08090068653071274, -0.5024759141222636, 0.7399105227545764];3245116;28381;14823.174716732998;-999.3519249978175
314;x * abs(x * abs(1.0 / (p1 - x)) ^ p2) ^ p3;-999.8138949113456;[-2.7678743705053273, 0.972033486448167, -0.41054279814887823, -0.08061842404112822, -0.5025279865736652, -0.7400368731464968];3508334;30940;15768.182394372996;-999.8138949113456
407;p1 ^ (p2 + p3 * abs(p4 + 1.0 / x) ^ p5);-1001.1391739701636;[6.95865037141226, -5.133758908457587, 5.412034763131881, -0.007125254839173009, -0.0665217760014176, 0.08072009406526434, -0.5024989578815955, -0.739980485937896];4605684;39761;20803.773589143002;-1001.1391739701636
940;p1 + p2 * (x - p3 ^ (abs(x) ^ p4));-1002.5703719853185;[0.9989525446025617, 0.9603305538644884, -0.25335716615848947, 0.6537936325187715, -0.08074705143710117, -0.502577846390308, -0.740042675722208];11189395;94814;54433.34478421598;-1002.5703719853185
3090;p1 + x * abs(p2 + x) ^ (abs(x) ^ p3);-1003.5893690550312;[-0.2844626168669266, 0.9990369921970583, -1.3039168985134921, -0.08045271889001915, -0.5028649595599034, 0.739054352654627];38121907;319729;185970.33065476146;-1003.5893690550312
7767;p1 + (x + abs(p2 + 1.0 / (p3 + x)) ^ p4);-1007.5428619569396;[0.08213240583218163, 1.0815850681888504, -0.011104729969153316, -0.6310475438478022, 0.07988234294826393, -0.5027378028104514, 0.7391643646986545];96991840;817400;467864.63922929583;-1007.5428619569396
45232;abs(p1 / abs(x) ^ (abs(1.0 / (p2 - x)) ^ p3)) ^ p4;-1008.469020521996;[-0.4581228620992007, 0.017909754957810217, -0.030629059532403843, -0.715099533499078, 0.07933689283943673, -0.5024661583746886, 0.7398680813589613];577776643;4860262;2799740.9160080124;-1008.469020521996
159461;abs(p1 ^ (abs(p2 + x) ^ p3) / x) ^ p4;-1008.7432024540316;[-0.3384831441307094, -0.03145740268889988, 0.34459948656862, -0.5011658987300118, -0.0800591593628918, -0.5024468074554761, 0.7397994842115981];2042584504;17224524;9879558.126363171;-1008.7432024540316
188541;abs(x * p1 ^ (abs(1.0 / (p2 + x)) ^ p3)) ^ p4;-1008.9487655406347;[-2.9562427182851305, -0.03133256165870058, -0.34319839680996617, 0.5014909889158504, 0.08006189693490223, -0.5024990574609371, 0.7398515092177762];2418961035;20382790;11713177.076248629;-1008.9487655406347
197375;p1 + (x - abs(p2 + -1.0 / (p3 - x)) ^ x);-1010.8428845100457;[1.0252485659325519, -0.7752665110398083, -1.2719594470701499, -0.07914714262095839, -0.5026445396287529, -0.7394414127947107];2532369482;21341990;12260635.30567592;-1010.8428845100457
373304;p1 + (abs(p2 + -1.0 / (p3 - x)) ^ x - x);-1010.8428845579119;[-1.0252474430328333, -0.775258498296267, -1.2719727716586922, -0.07914707905946171, -0.502644943118263, 0.7394415194348706];4777087546;40279794;23130246.56369278;-1010.8428845579119
518873;1.0 / (p1 ^ (abs(p2 + x) ^ p3) - abs(x) ^ p4);-1011.7646849614036;[0.4071110905561187, -0.017525486114932452, 0.22156731497379784, -0.5016951493294719, 0.07955245685092333, -0.5020357283705413, 0.7395350424413347];6627426779;55901797;32066076.393963438;-1011.7646849614036
644818;p1 * abs(x) ^ (-1.0 / (p2 + abs(p3 + x) ^ p4));-1013.2384638792784;[-1.7302245173940842, -2.40586258570395, -0.017892186956077034, 0.051284150873232376, 0.07915900803213895, -0.5024228473024372, -0.7397713386530679];8237168279;69478008;39861714.18655751;-1013.2384638792784
