n;expr;nll;coeff;sum_fevals;sum_restarts;sum_runtime;best_nll
1;x / abs(x) ^ (abs(x) ^ x) + p1 ^ x;1.7976931348623157e308;[0.0, 0.0, 0.0, 0.0];0;0;0;1.7976931348623157e308
2;p1 * abs(abs(p2 ^ (-1.0 / x)) ^ x) ^ p3;2604.652925412598;[2.7197829727406804, -0.43457519665449273, -1.3956315809046167, -0.5025468567662611, -0.5027739965718951, 0.7407943429528426];6606;119;20.039675716;2604.652925412598
8;abs(abs(p1 + x) ^ x) ^ (p2 ^ (abs(1.0 / x) ^ p3));1608.5196638035093;[-0.04849093302451614, 0.5335365156990899, -0.5243984189647103, -0.33700173984512766, -0.5006895960357786, -0.7401148832582226];20360;230;67.10182356199999;1608.5196638035093
11;p1 + (p2 ^ x - abs(p3 ^ -x) ^ p4);-558.3651266073808;[-0.10255202331615193, 0.0568876223788967, 0.7246482734099685, 1.0874716284188033, -0.09475521730618225, -0.5048738869559836, -0.729484791339503];42977;466;139.55728799999997;-558.3651266073808
25;p1 / abs(p2 + 1.0 / (p3 + x)) ^ (abs(x) ^ p4);-974.3666266591363;[0.05144259546947687, -0.16102939626298793, 6.554762236280782, 0.358701799996274, 0.08284535796894443, -0.5029542753455142, 0.7391872117837147];237605;2178;967.6370958399999;-974.3666266591363
45;p1 - p2 ^ (p3 * abs(p4 + x) ^ p5);-999.9204066056348;[1.4062646387605742, -0.22362558939490396, -0.749614213597626, 0.04676747616044475, 0.3409547517828063, -0.08113946723645057, -0.5026707341959139, 0.7399869427248024];648962;5520;3390.216606841001;-999.9204066056348
82;p1 / (p2 + abs(1.0 / (x + abs(x) ^ p3)) ^ p4);-1001.1268321821768;[0.912824261219724, -0.011761562907785912, 0.557831985628201, 0.8831307554247764, -0.0806632006656717, -0.5024970415493064, -0.7400049999284529];1228125;9698;5898.0189814700025;-1001.1268321821768
304;x + p1 * abs(x) ^ (p2 * abs(1.0 / x) ^ p3);-1002.0870009890328;[-2.7144840006042696, 0.8091852971006145, -0.035857842454373415, 0.0806268904396922, -0.5025158576439154, -0.7399823783695961];4141082;33347;20173.117788082014;-1002.0870009890328
672;p1 / p2 ^ (p3 ^ (abs(x) ^ p4)) - x;-1002.2363146885588;[-0.8706366361010986, 25.883522256422996, -0.0640259380339903, 0.40760127024217596, 0.08079541980838553, -0.5027525069186678, -0.7396366140675091];8911127;72775;41836.299495960026;-1002.2363146885588
1453;x + p1 / (p2 * x - abs(1.0 / x) ^ p3);-1002.6500660490055;[-0.8492377002113978, -0.16082027737086474, 0.4704932879990629, 0.0806856214264479, -0.5024459148363871, -0.7402311876828701];18672350;155676;88949.39752735106;-1002.6500660490055
2552;p1 * abs(p2 + 1.0 / (p3 - p4 ^ x)) ^ p5;-1003.8208753265469;[6.742407521487458, -0.054122426447915095, 0.9992482897223453, -1.123947407711938, -0.6526119501073278, 0.08082303342206783, -0.5026886930825799, 0.73981995509844];32818324;277232;154023.8657630729;-1003.8208753265469
13435;p1 + p2 / (p3 + abs(p4 + x) ^ p5);-1005.7316891601224;[-0.09580772721607628, -1.5835380387806068, -0.04043898317918164, -0.011111255111920182, -0.7043162533755218, -0.07999317151779778, -0.5024421530324732, 0.7399484502211278];173214650;1459437;835865.382386093;-1005.7316891601224
62283;p1 + 1.0 / (p2 + p3 * abs(p4 + x) ^ p5);-1005.7316891753267;[0.09580807204492418, -0.025536867118629666, 0.6314966661555328, -0.011111256976318014, -0.7043175864642912, 0.07999357966283091, -0.5024423543323687, 0.7399480295697384];796105848;6711202;3863492.0706647174;-1005.7316891753267
68056;p1 + -1.0 / (p2 - abs(p3 / (p4 - x)) ^ p5);-1005.7316891921249;[0.09580801841668722, 0.025537128332447628, 0.520672414068996, 0.011111255350791747, 0.7043170871325183, -0.07999377772884027, -0.5024418961865151, -0.7399481101381723];869735595;7328670;4215777.394245591;-1005.7316891921249
74350;abs(x / p1 ^ (abs(1.0 / (p2 + x)) ^ p3)) ^ p4;-1008.9487656953575;[-0.3382637654569636, -0.03133255723940851, -0.3431968129506786, 0.5014900263492236, -0.08006207604937632, -0.5025009702939139, 0.7398527585967312];949345670;7994886;4601909.848192837;-1008.9487656953575
222705;p1 + (abs(p2 + -1.0 / (p3 - x)) ^ x - x);-1010.8428845579119;[-1.0252474430328333, -0.775258498296267, -1.2719727716586922, -0.07914707905946171, -0.502644943118263, 0.7394415194348706];2842027317;23971909;13728464.275587127;-1010.8428845579119
319777;1.0 / (p1 ^ (abs(p2 + x) ^ p3) - abs(x) ^ p4);-1011.7646849614036;[0.4071110905561187, -0.017525486114932452, 0.22156731497379784, -0.5016951493294719, 0.07955245685092333, -0.5020357283705413, 0.7395350424413347];4073773017;34340360;19667604.868737508;-1011.7646849614036
730610;p1 * abs(x) ^ (1.0 / (p2 - abs(p3 + x) ^ p4));-1013.2384637845921;[-1.7302169269405268, 2.4058631050573074, -0.017892185557353994, 0.051285015586606246, -0.07915923994288941, -0.502424380432485, 0.7397716453383808];9322932871;78606931;45078044.926032;-1013.2384637845921
1080919;p1 * abs(x) ^ (-1.0 / (p2 + abs(p3 + x) ^ p4));-1013.2384638792784;[-1.7302245173940842, -2.40586258570395, -0.017892186956077034, 0.051284150873232376, 0.07915900803213895, -0.5024228473024372, -0.7397713386530679];13804679295;116402189;66759853.09821243;-1013.2384638792784
