n;expr;nll;coeff;sum_fevals;sum_restarts;sum_runtime;best_nll
1;p1 + 1.0 / (x + x / (p2 + -2.0 * x));2097.751883340881;[2.151108264118057, -0.005187567692895678, 0.3310743538436765, -0.5057721083861693, 0.7452864500304677];28699;334;48.934127736;2097.751883340881
4;p1 + abs(abs(1.0 / x) ^ x) ^ (abs(x) ^ (abs(x) ^ p2));1928.8085009378385;[-1.807081751276167, 1.1749450226762257, -0.3833657587697212, -0.49937822821997296, 0.7422249035794143];49907;542;116.845185243;1928.8085009378385
6;1.0 / (p1 + -1.0 / (x * (x + -1.0 / x))) - x;-68.82508045257201;[-4.927816275961123, 0.1386094098282111, -0.49020525057265263, -0.7469727944724481];66873;820;223.207052263;-68.82508045257201
16;abs(p1 ^ (p2 + abs(1.0 / x) ^ p3)) ^ p4;-999.3519249985667;[-7.431883112349919, -0.9396068543332082, -0.07877842052378484, 4.513100177122246, -0.0809006024043819, -0.5024757998681861, -0.7399103309032042];168028;1733;756.830464295;-999.3519249985667
220;x * abs(p1 + p2 / p3 ^ x) ^ p4;-1001.854035543691;[0.8674962612505697, -0.8687048714040769, 1.3802432672387057, -0.37372775612568393, -0.0807800651168995, -0.5026344392762466, -0.7400087242927769];2928852;23493;12815.470766429995;-1001.854035543691
262;p1 - p2 ^ (abs(abs(x) ^ (abs(x) ^ p3)) ^ p4);-1002.3251762010246;[0.9537675839881417, -2.668569744316433, -0.06081210823278701, 0.4554097950447557, -0.08070880821202428, -0.5025422521290535, -0.7399671057168103];3359988;27506;14831.108316404996;-1002.3251762010246
363;abs(p1 + abs(p2 + abs(x) ^ p3) ^ p4) ^ p5;-1003.0281812980512;[0.07247760246875704, -0.32593875308976006, -0.2960757932538426, 1.2153890785859585, -1.4536662358830685, 0.08055113935464728, -0.5025922529586359, 0.7398195865265682];4608697;37997;20792.309362766002;-1003.0281812980512
4516;p1 + p2 / (p3 - p4 ^ (abs(x) ^ p5));-1003.1920243750749;[-5.5609949359834205, -5.997257182509807, -0.07388435444691294, -0.7502935120593914, 0.6261031551437433, 0.08064936255445253, -0.5025594974743645, 0.7399006813809619];58911695;492121;285747.08043673495;-1003.1920243750749
13106;x + abs(1.0 / (x * (p1 + p2 ^ x))) ^ p3;-1003.5110911401302;[-0.2623013583529646, -0.801853067041866, -0.47498155389040075, 0.08045970153090728, -0.5029918729294582, 0.7393080896538683];169603982;1418779;825247.5368283403;-1003.5110911401302
16474;x * (p1 + abs(1.0 / (p2 + abs(x) ^ p3)) ^ p4);-1004.1413058479112;[-10.082785871356151, -9.419822131898005, -0.4991750036391472, -0.9965561935540624, 0.08007519900671477, -0.5022481639425169, 0.7424069093278466];213592402;1790658;1037312.8157268371;-1004.1413058479112
22360;p1 + 1.0 / (p2 + p3 * abs(p4 + x) ^ p5);-1005.7316891753267;[0.09580807204492418, -0.025536867118629666, 0.6314966661555328, -0.011111256976318014, -0.7043175864642912, 0.07999357966283091, -0.5024423543323687, 0.7399480295697384];288853370;2428871;1399910.8358358946;-1005.7316891753267
47520;p1 - (x + abs(p2 + 1.0 / (p3 + x)) ^ p4);-1007.5428619592477;[-0.08213234520311795, 1.081591744973067, -0.011104729348664959, -0.6310472099580147, 0.07988238500723842, -0.5027378613209845, -0.7391643704103962];610305992;5159653;2941312.0371476836;-1007.5428619592477
50239;abs(p1 ^ -(abs(p2 + x) ^ p3) / x) ^ p4;-1008.9487656825794;[2.956264170124384, -0.031332550747120436, 0.34319982212753736, -0.5014898602384159, 0.0800615192898822, -0.5025032660541453, 0.7398536238924905];645071966;5444034;3106711.5118241096;-1008.9487656825794
279169;p1 * abs(x) ^ (-1.0 / (p2 + abs(p3 + x) ^ p4));-1013.2384638792784;[-1.7302245173940842, -2.40586258570395, -0.017892186956077034, 0.051284150873232376, 0.07915900803213895, -0.5024228473024372, -0.7397713386530679];3565000388;30076146;17204047.380059786;-1013.2384638792784
