n;expr;nll;coeff;sum_fevals;sum_restarts;sum_runtime;best_nll
1;p1 + abs(p2 ^ (abs(x) ^ -(abs(x) ^ x))) ^ p3;1506.2324411399113;[0.30482364482824903, 2.1556388639521975, -0.42501875102002334, -0.31996906525470076, -0.5021424102641084, 0.7417680952910981];22488;203;76.959050481;1506.2324411399113
2;x / (1.0 + (p1 * x - abs(x) ^ p2));981.1922159225132;[0.3963924279893699, 0.09325783559907383, -0.2530045136019428, -0.506836457011417, 0.7371568634902915];51422;470;132.490577191;981.1922159225132
6;p1 + abs(x * abs(p2 * x) ^ x) ^ (1.0 / x);523.258546671319;[0.40920097200859573, -1.0170219202570379, -0.20931892593970522, -0.4977018502171169, -0.740245472211194];85019;886;293.717368847;523.258546671319
8;p1 * p2 ^ (abs(1.0 / (p3 + x)) ^ (abs(x) ^ x));-266.0203555734371;[-5.23774574777423, 0.23568312808679348, 0.3714039347142371, -0.13052110118667754, -0.5057134732694502, 0.7366987942991994];132027;1355;423.457746074;-266.0203555734371
17;p1 * p2 ^ (-1.0 / (p3 - p4 ^ (p5 - x)));-459.61655793809723;[10.219945520857802, 1.0049137086374598, 1.0007246093029436, 1.0017530503857948, -0.30781645877142183, -0.12146185261901277, -0.5027205163293547, -0.7371444565101986];302055;2239;1292.2544522950002;-459.61655793809723
18;x + -1.0 / (p1 + (p2 ^ x + abs(x) ^ p3));-560.0629314298035;[-1.8499734497191496, -1.1901556749900681, -0.4686576486226523, 0.08602875690180255, -0.499632532970392, 0.7452844385302132];340487;2604;1398.9974767680003;-560.0629314298035
21;p1 * p2 ^ (p3 - abs(x * x) ^ p4);-999.3519249965375;[-2.9908177087239385, -0.0001171242117430683, 1.060631278599716, 0.039389238125804665, 0.08090074525793552, -0.5024755191439464, -0.7399102090871493];380875;2970;1617.2360559480003;-999.3519249965375
55;p1 + (1.0 / (p2 + 1.0 / (p3 + 1.0 / x)) - x);-999.8463258968203;[-1.728845339105937, 0.6088849204231349, 1.8062281514360188, -0.08127999017147011, -0.5026499992553309, 0.7398971511075275];836797;6676;3653.9333002200005;-999.8463258968203
418;p1 - p2 ^ (1.0 / (p3 - abs(p4 * x) ^ p5));-1000.0832210374406;[1.0100669463178371, -0.7318102504722747, -0.04527028314833039, -12.735655488380171, -0.5177668694244273, -0.08065405455089575, -0.5024545647525717, 0.7399152741469769];5603813;47712;25823.917685230994;-1000.0832210374406
762;abs(p1 + -1.0 / (p2 + p3 / p4 ^ x)) ^ p5;-1003.8208753264471;[-0.0029065798282500565, -18.60672687359113, 18.620724270220045, 0.8897213461298322, -0.6526119614710636, -0.0808230120706711, -0.5026887732453912, 0.7398198717914436];9949927;81701;45923.03420082297;-1003.8208753264471
4448;x * (p1 + abs(p2 + abs(x) ^ p3) ^ p4);-1004.2565964226222;[-10.157570750742359, -9.539855656982823, -0.5019923077674822, 0.9941585650867056, 0.08026761689589748, -0.5026474497030992, 0.7407450728990089];57492347;488705;274071.0467712528;-1004.2565964226222
9498;abs(p1 * abs(x) ^ (abs(1.0 / (p2 + x)) ^ p3)) ^ p4;-1008.4690204696027;[-2.182816906635273, -0.017909755893028827, -0.0306291831032234, 0.7151007912320452, 0.07933671123209067, -0.5024664902647213, 0.7398690782819443];123223983;1039188;589353.5150690937;-1008.4690204696027
110915;p1 + (x - abs(p2 + 1.0 / (p3 + x)) ^ x);-1010.725636418667;[1.0261882534490983, -0.7753443638093179, 1.2728211211908962, 0.07912180784214233, -0.5024686847563573, 0.7391069358313677];1423466417;12010934;6862183.782722624;-1010.725636418667
151934;p1 + (abs(p2 + 1.0 / (p3 - x)) ^ x - x);-1010.8428845212311;[-1.0252477394066963, 0.7752600870955322, -1.2719701383668482, -0.07914728444549352, -0.5026456107308842, -0.7394437592254887];1946420680;16414191;9401964.670728454;-1010.8428845212311
327850;p1 * abs(x) ^ (1.0 / (p2 - abs(p3 + x) ^ p4));-1013.2384637845921;[-1.7302169269405268, 2.4058631050573074, -0.017892185557353994, 0.051285015586606246, -0.07915923994288941, -0.502424380432485, 0.7397716453383808];4187356069;35336677;20268956.766290132;-1013.2384637845921
592343;p1 * abs(x) ^ (-1.0 / (p2 + abs(p3 + x) ^ p4));-1013.2384638792784;[-1.7302245173940842, -2.40586258570395, -0.017892186956077034, 0.051284150873232376, 0.07915900803213895, -0.5024228473024372, -0.7397713386530679];7564675679;63819864;36566278.98626114;-1013.2384638792784
