n;expr;nll;coeff;sum_fevals;sum_restarts;sum_runtime;best_nll
1;abs(p1 + p2 * x) ^ (p3 ^ x);-697.6029382211351;[0.18055444561968031, 1.6172136065184188, -0.9926812056882933, 0.10364092565886658, -0.5030146707762461, 0.7322164122196809];10018;69;24.746322422;-697.6029382211351
38;p1 - x * p2 ^ ((p3 - x) - x);-726.253548809079;[-0.17515074026872526, 1.01551508461126, 33.98553599038922, 0.1016600733448474, -0.503118018656658, 0.7326781335928578];451552;3736;1792.3523582719995;-726.253548809079
46;x + x / (x + abs(x ^ -2.0) ^ p1);-873.7305662589655;[-0.28010269684545347, -0.09075998824935418, -0.49461345383643673, 0.743011351958179];532579;4718;2038.4471147539994;-873.7305662589655
109;p1 - p2 ^ (abs(x) ^ p3 / (p4 + x));-991.2481656092125;[0.8915328385939807, 2.8070075628713616, 1.3745917203149693, 0.07782469183306849, 0.08200479966019866, -0.5028064255878705, -0.7398716103881793];1134762;10615;5281.784928782001;-991.2481656092125
177;abs(p1 * abs(1.0 / x) ^ (abs(x + x) ^ p2)) ^ p3;-998.91697255005;[-0.4546887335939666, 0.03873228260324979, -0.6950576159071602, -0.08093713847042959, -0.5024785279244977, -0.7399146601238977];2033472;16948;9892.143848207006;-998.91697255005
379;p1 * abs(1.0 / (p2 + p3 * abs(x) ^ p4)) ^ p5;-1001.74884066394;[-2.9388713701779206, 0.7824015569060806, -1.9550569785342278, -0.12427492927512071, 3.3792229276652126, -0.08062757777099017, -0.5025080531741977, -0.7399784843881975];4608407;38222;23277.386649101027;-1001.74884066394
662;abs(p1 / (p2 + 1.0 / (p3 + abs(x) ^ p4))) ^ p5;-1001.8164584358982;[1.0221069312489588, 0.06319707551743906, -0.1914599762753986, -0.2640319731977759, -2.252551059121266, -0.08065516697691706, -0.5025145781342059, 0.7399799336200865];8247006;68301;40991.68584733399;-1001.8164584358982
825;x + p1 * abs(1.0 / (p2 + p3 ^ x)) ^ p4;-1002.4404357266918;[0.8260492382036305, -1.0047837001793554, -0.24552923601960555, -0.5295688082965315, 0.08071995063601799, -0.5027203815773803, 0.7396910256034493];10371548;85979;51366.22802938295;-1002.4404357266918
3105;abs(p1 + -1.0 / (p2 + p3 ^ (p4 ^ x))) ^ p5;-1003.8846389263857;[-0.10175822441421464, -10.617082138404603, 10.605582698477242, 0.918002081794316, -0.641723435741308, 0.08074551437905489, -0.5026412853667704, -0.7398545812916562];39585023;332328;192031.43159668855;-1003.8846389263857
15345;p1 + -1.0 / (p2 + abs(p3 + p4 * x) ^ p5);-1005.7316891720515;[-0.09580792472118277, -0.025537558620394526, -0.021340182491080564, 1.920591380243433, -0.7043164544961251, 0.07999412419074478, -0.5024419518422588, 0.739948189048107];198069855;1677968;959231.7445561466;-1005.7316891720515
16758;p1 - abs(p2 + abs(1.0 / (p3 + x)) ^ p4) ^ p5;-1006.0146711825302;[-0.0853525160310292, -0.18222828318767512, -0.01114484813465234, 0.24357130084459458, -2.4802213078564277, 0.07990362775260476, -0.5024623796479823, 0.7399747439263594];216129555;1834906;1049206.157887753;-1006.0146711825302
32393;x / (p1 + -1.0 / (p2 + abs(p3 + x) ^ p4));-1006.9330804139553;[-0.08798496601542598, 0.985283261838275, -0.011213504438173975, -0.6584906011880228, -0.08014782604448199, -0.5023588207389285, 0.7396666210140699];416231445;3518705;2018183.3195704126;-1006.9330804139553
60424;p1 * x + x / (p2 - abs(p3 + x) ^ p4);-1008.3842083000757;[-0.7933796617075138, -0.0870276710237603, -0.011283309411211419, 0.5958126991364262, 0.08009435730131546, -0.5025949953227142, -0.7402724571023466];774719171;6522594;3746669.0247762552;-1008.3842083000757
169745;1.0 / (p1 ^ (abs(p2 + x) ^ p3) - abs(x) ^ p4);-1011.7646849614036;[0.4071110905561187, -0.017525486114932452, 0.22156731497379784, -0.5016951493294719, 0.07955245685092333, -0.5020357283705413, 0.7395350424413347];2172990257;18284663;10515430.225967234;-1011.7646849614036
413518;p1 * abs(x) ^ (-1.0 / (p2 + abs(p3 + x) ^ p4));-1013.2384638792784;[-1.7302245173940842, -2.40586258570395, -0.017892186956077034, 0.051284150873232376, 0.07915900803213895, -0.5024228473024372, -0.7397713386530679];5285384382;44543012;25560061.318457693;-1013.2384638792784
