n;expr;nll;coeff;sum_fevals;sum_restarts;sum_runtime;best_nll
1;p1 ^ (p2 / abs(x) ^ (abs(abs(x) ^ p3) ^ (1.0 / x)));1823.0897973586225;[1.1550289821075395, -0.5694451049540653, 0.001106557078797668, 0.36547743877842825, -0.5026133198017193, -0.7411825076949073];24907;24;293.223463708;1823.0897973586225
5;x + p1 * abs(abs(x) ^ x) ^ (-0.5 / x);644.5914041629516;[0.05830423953411449, -0.2217443677224484, -0.49060328830941835, -0.7448002937412501];86532;540;562.714592174;644.5914041629516
8;p1 + (x + (x + x / (p2 + -1.0 / x)));-872.0851172213212;[0.1605387822620578, -0.9836133083274736, -0.09299003955390117, -0.49808139968618437, -0.7395037743281461];154217;1192;717.704944507;-872.0851172213212
16;1.0 / (p1 - p2 ^ (abs(abs(x) ^ p3) ^ (p4 ^ x)));-951.0315987176957;[1.3437157247231035, 1.9518937279212345, -0.29935956448513673, 0.9895379634626121, -0.08355469282130606, -0.5028032357790735, -0.7400090946169963];330905;2595;1876.6092266819999;-951.0315987176957
29;abs(p1 * x) ^ (p2 ^ -(p3 ^ (abs(x) ^ p4)));-1001.4636123193156;[-2.2100338656191734, -1.7725570517498157, -0.6814256078389245, 0.28824736194521344, -0.08060327979938568, -0.5025046958578155, -0.7399892280881581];463880;3376;3051.353901308;-1001.4636123193156
128;p1 / (1.0 / (p2 - x) + abs(x) ^ p3) - x;-1001.8214109298282;[-0.3721245999123015, -1.115643549454136, -0.3282412388872036, -0.08082977064293716, -0.5028040626533526, -0.7394898610993798];1735942;13869;9512.506986456001;-1001.8214109298282
292;p1 + (p2 * x - p3 ^ -(abs(x) ^ p4));-1002.5233970590036;[1.036302016210567, 0.9543743366922561, 3.6570385983227336, 0.6436020183995126, 0.08073595044916379, -0.5025768107821247, -0.7400536329606432];3877320;33194;20074.567202866;-1002.5233970590036
2231;abs(p1 + -1.0 / (p2 - p3 ^ (p4 ^ x))) ^ p5;-1003.8846389503958;[0.10176094333215908, 10.616825451770307, 10.60532578319271, -0.9179995288615328, -0.6417224857074326, -0.08074548980772286, -0.5026403530362814, 0.739854544821451];27457478;236282;136655.20905273315;-1003.8846389503958
30458;abs(x * p1 ^ (abs(p2 + x) ^ p3)) ^ p4;-1005.6484726312393;[-2.9780783920225877, -0.04229622798387004, 0.34545285889404787, 0.4991624619145941, -0.08068644600514714, -0.502402995786613, -0.7399278843141845];383713370;3231732;1851840.2229701967;-1005.6484726312393
31398;p1 + (abs(p2 + 1.0 / (p3 + x)) ^ x - x);-1007.7477177151749;[-1.032479605821786, -0.7798545530304057, 1.270932836530095, 0.08015588510414527, -0.5028803595282715, -0.7395777836666173];396023134;3333161;1908195.8523280579;-1007.7477177151749
32711;abs(p1 ^ (abs(p2 + x) ^ p3) / x) ^ p4;-1008.7432024540316;[-0.3384831441307094, -0.03145740268889988, 0.34459948656862, -0.5011658987300118, -0.0800591593628918, -0.5024468074554761, 0.7397994842115981];413316188;3478702;1991593.8057839207;-1008.7432024540316
188440;abs(x / p1 ^ (abs(1.0 / (p2 + x)) ^ p3)) ^ p4;-1008.9487656953575;[-0.3382637654569636, -0.03133255723940851, -0.3431968129506786, 0.5014900263492236, -0.08006207604937632, -0.5025009702939139, 0.7398527585967312];2401527551;20256776;11610216.995183334;-1008.9487656953575
228002;p1 + (x - abs(p2 + 1.0 / (p3 + x)) ^ x);-1010.725636418667;[1.0261882534490983, -0.7753443638093179, 1.2728211211908962, 0.07912180784214233, -0.5024686847563573, 0.7391069358313677];2905016782;24493920;14075278.785278201;-1010.725636418667
278114;1.0 / (p1 ^ (abs(p2 + x) ^ p3) - abs(x) ^ p4);-1011.7646849614036;[0.4071110905561187, -0.017525486114932452, 0.22156731497379784, -0.5016951493294719, 0.07955245685092333, -0.5020357283705413, 0.7395350424413347];3547447339;29929193;17172402.43573107;-1011.7646849614036
517145;p1 * abs(x) ^ (-1.0 / (p2 + abs(p3 + x) ^ p4));-1013.2384638792784;[-1.7302245173940842, -2.40586258570395, -0.017892186956077034, 0.051284150873232376, 0.07915900803213895, -0.5024228473024372, -0.7397713386530679];6606767667;55660840;31965135.707053214;-1013.2384638792784
