n;expr;nll;coeff;sum_fevals;sum_restarts;sum_runtime;best_nll
1;p1 ^ (p2 + (x + -1.0 / (x + abs(x) ^ x)));1037.2274306162083;[1.6249451448862788, -0.6011966694836858, -0.2310364859884804, -0.5054051503838631, -0.7247660575078663];7410;99;19.60328053;1037.2274306162083
2;abs(x) ^ (abs(abs(x) ^ (abs(x) ^ -0.0)) ^ p1);931.0880888305987;[0.2337843259618678, -0.2231323556423552, -0.5013181966341207, -0.7228819577641704];10434;120;45.194174514;931.0880888305987
4;p1 ^ (abs(abs(p2 + x) ^ p3) ^ p4 - x);-490.30881393599725;[-0.6942240334562704, 0.7353835391678318, -2.774975907138671, 2.035489796216897, 0.09824760632102252, -0.505586489974661, -0.7279585229821405];40880;303;134.122058825;-490.30881393599725
9;p1 - abs(p2 + p3 ^ (p4 ^ (1.0 / x))) ^ x;-954.6485047128182;[0.8975203866567488, -20.058690974403493, -18.96559889910411, 0.9698419097955158, -0.0835833980704266, -0.5035599890399093, 0.7389912403825043];88222;655;345.567632093;-954.6485047128182
49;abs(abs(1.0 / (x * (p1 - x))) ^ p2) ^ p3;-972.290234660686;[-1.5744337445692942, 2.7343879293762643, -0.1924612448018083, 0.08280929365140233, -0.5024192809772816, -0.7383022597846348];621321;5610;3261.826445969;-972.290234660686
64;abs(p1 / (p2 - (x + abs(1.0 / x) ^ p3))) ^ p4;-998.7440428338225;[-1.131618146813227, 0.02520089887605915, -0.45386207068497963, -0.9707170815065824, 0.0807258412346332, -0.5024633710059602, -0.7399479640855051];879073;7499;4276.453401843;-998.7440428338225
101;p1 * abs(1.0 / (p2 + p3 / x)) ^ p4 - x;-1000.7935623401428;[-1.408406881343174, -1.8212688518754196, -2.115320410602763, 0.5051294712866797, -0.08060237820324706, -0.5028011255200346, -0.7393617019789156];1313428;11918;6237.987168091;-1000.7935623401428
224;x / abs(p1 + -1.0 / (p2 - x)) ^ (abs(x) ^ p3);-1001.8013516064202;[0.11182269051841245, -1.1249810842622596, -1.2582553874277214, -0.08057921722744728, -0.5028413214373287, -0.7392238514414745];2914481;24788;13735.017353481999;-1001.8013516064202
489;abs(p1 * abs(x) ^ (abs(x) ^ p2)) ^ p3 - x;-1002.087001037242;[3.435220847059098, 0.03585830777926721, 0.8091851487445482, 0.080626972773541, -0.5025170647950481, -0.7399824531733322];6251063;52819;31288.627676711996;-1002.087001037242
1063;abs(p1 + x) ^ (abs(p2 + p3 ^ x) ^ p4);-1002.4080796366644;[0.5548045801995113, -1.0044840008996985, 0.5220485386102717, -0.30021380281011306, -0.08073834799116812, -0.5024785910524263, -0.7402015640582328];13132455;114367;61508.651171945996;-1002.4080796366644
5707;x + -1.0 / (p1 + (p2 ^ x - abs(x) ^ p3));-1002.4295862891861;[-1.2320281636962824, -0.8357237155975158, -0.5077658676054007, -0.08057761525604416, -0.5026441836135475, 0.739852387245618];72526415;621144;348268.1857828309;-1002.4295862891861
6199;p1 + 1.0 / (p2 + p3 * abs(p4 + x) ^ p5);-1005.7316891753267;[0.09580807204492418, -0.025536867118629666, 0.6314966661555328, -0.011111256976318014, -0.7043175864642912, 0.07999357966283091, -0.5024423543323687, 0.7399480295697384];78564406;672754;375032.3257153435;-1005.7316891753267
9643;p1 * abs(abs(x) ^ (abs(1.0 / (p2 - x)) ^ p3)) ^ p4;-1006.2388356692207;[1.7479837185316711, 0.017612022291485556, -0.03041153834347018, 0.7143608874839987, -0.0793675721166624, -0.5024444730360611, 0.7398621566868852];122575704;1044543;589669.9033670728;-1006.2388356692207
81203;x / (p1 + p2 ^ (abs(1.0 / (p3 + x)) ^ p4));-1006.6609927714994;[-1.0771052706265167, -0.49522927315949433, -0.016969556762597503, -0.4997003166391229, 0.07959187884318403, -0.5020323475151867, -0.7395352476865117];1030518752;8724402;4975584.90854925;-1006.6609927714994
96787;x / p1 ^ (p2 ^ (abs(1.0 / (p3 - x)) ^ p4));-1007.5523644757578;[0.06295567201631226, -0.1914382654986521, 0.011994070103187364, -0.34818187524223226, 0.08036403961516476, -0.5025973856817813, 0.7398690517673692];1228580777;10384807;5931443.888986568;-1007.5523644757578
112752;x * p1 ^ (p2 ^ (abs(p3 + x) ^ p4));-1008.2332589957397;[15.981343344793455, -0.19066894295695533, -0.011361224014400312, 0.3497076632044852, 0.08014179227393912, -0.5026403014386852, 0.7400667632321672];1434295602;12113179;6915369.562049102;-1008.2332589957397
194986;abs(x * p1 ^ (abs(1.0 / (p2 + x)) ^ p3)) ^ p4;-1008.9487655406347;[-2.9562427182851305, -0.03133256165870058, -0.34319839680996617, 0.5014909889158504, 0.08006189693490223, -0.5024990574609371, 0.7398515092177762];2485803710;20991092;11993543.430544749;-1008.9487655406347
218941;p1 + (abs(p2 + -1.0 / (p3 - x)) ^ x - x);-1010.8428845579119;[-1.0252474430328333, -0.775258498296267, -1.2719727716586922, -0.07914707905946171, -0.502644943118263, 0.7394415194348706];2793089591;23565800;13485825.194866592;-1010.8428845579119
459489;p1 * abs(x) ^ (1.0 / (p2 - abs(p3 + x) ^ p4));-1013.2384637845921;[-1.7302169269405268, 2.4058631050573074, -0.017892185557353994, 0.051285015586606246, -0.07915923994288941, -0.502424380432485, 0.7397716453383808];5867445770;49481626;28332906.049204096;-1013.2384637845921
516074;p1 * abs(x) ^ (-1.0 / (p2 + abs(p3 + x) ^ p4));-1013.2384638792784;[-1.7302245173940842, -2.40586258570395, -0.017892186956077034, 0.051284150873232376, 0.07915900803213895, -0.5024228473024372, -0.7397713386530679];6587609534;55564943;31814393.983546685;-1013.2384638792784
