n;expr;nll;coeff;sum_fevals;sum_restarts;sum_runtime;best_nll
1;p1 ^ (p2 ^ (x + abs(x) ^ (abs(1.0 / x) ^ p3)));1753.3702032784531;[0.1349136629961019, -0.0006968005042061322, 1.3249743624889379, 0.35472144147434287, -0.5026846768522281, -0.7406514173567464];6958;40;26.569204222;1753.3702032784531
5;abs(abs(1.0 / (1.0 / x - p1 ^ x)) ^ p2) ^ p3;-28.65578776791645;[0.6532619657102097, 0.49897506237324724, 0.9898341032460117, -0.1478850710018793, -0.4968593476321142, -0.7426005445865033];30692;341;229.3825397;-28.65578776791645
23;p1 * abs(1.0 / x) ^ (1.0 / (p2 - x)) - x;-1000.5973516961167;[-0.7391307659699221, -2.300572673956886, 0.0808159267983057, -0.5030473627272282, -0.7389258250861668];342902;2937;1772.475916402;-1000.5973516961167
119;p1 + (x - p2 ^ (1.0 / (p3 + abs(x) ^ p4)));-1001.7237476825446;[1.054556202576375, -0.18487924266631806, 0.6049237023157071, -0.7601500534962005, -0.08080848490183148, -0.5028377722181194, 0.7394640584091832];1490445;13209;7072.618033989001;-1001.7237476825446
356;x - p1 ^ (p2 - x * abs(1.0 / x) ^ p3);-1002.0572884643942;[1.3899720590085514e-5, 0.9107511212969136, 0.9277446067086519, -0.08060925009638678, -0.5025296744946883, 0.7399852868651704];4306631;36780;20310.563114863995;-1002.0572884643942
666;p1 - p2 ^ (p3 + p4 ^ (abs(1.0 / x) ^ p5));-1002.5782696050684;[3.8373412260848037, -0.01555805864436308, -1.3243759070577963, -0.9125890289032457, -0.6188997635906048, 0.08065944132223765, -0.5025376836654878, -0.7399404594814929];8446714;70291;40046.03416398698;-1002.5782696050684
3188;abs(1.0 / (p1 - abs(p2 / (p3 + x)) ^ p4)) ^ p5;-1002.6751136507471;[4.860569221341048, -1.8103686760870659, 4.2549955080719934, -1.8527393451509024, -0.6351808082615, 0.08075460063787035, -0.5025859702659662, 0.7399650100921675];41112728;346637;198942.1029977063;-1002.6751136507471
3477;p1 + (x + abs(p2 + -1.0 / x) ^ p3 / x);-1002.7734491230151;[0.029287414631466696, -0.26225324736729444, -1.5725005844199444, -0.08075840375740997, -0.5025504813318588, -0.7401937128628542];44910307;377674;217081.90098825312;-1002.7734491230151
4778;abs(p1 + abs(x) ^ (p2 + -1.0 / (p3 + x))) ^ p4;-1002.8105230023095;[0.18411648582158344, 0.31991030107336577, 14.645416860302475, 3.2035376238708215, 0.08064500956575195, -0.5025544848742688, -0.7399436242096076];61217625;513446;297511.4680146834;-1002.8105230023095
5451;x + p1 / abs(p2 * x) ^ (abs(x) ^ p3);-1002.8461981369323;[0.008706350121605057, -0.01207480157223504, 0.2841084464822544, -0.08072053644815327, -0.5025116247795213, 0.740129170259954];70642084;588982;344374.62719763216;-1002.8461981369323
9912;p1 + p2 / (p3 + p4 ^ (abs(1.0 / x) ^ p5));-1003.1920243627787;[-5.560941015070557, 5.9972100533240935, 0.07388623035243286, -0.750291426865076, -0.6261030150768169, -0.08064935609529655, -0.5025595167522103, -0.7399006437670985];127306437;1075240;615764.4999674148;-1003.1920243627787
23507;x + p1 / (p2 + (p3 + -1.0 / x) ^ -1.0);-1006.7899291060397;[0.0037131995585081997, 0.038704620312421174, -28.889556275983857, -0.09040079402415928, -0.5024424975074027, -0.7394483135711152];302795084;2538006;1467507.0485523343;-1006.7899291060397
40803;abs(x / p1 ^ (abs(p2 + x) ^ p3)) ^ p4;-1007.2522714474087;[-0.3487728793846551, -0.011126302875246387, 0.3356462318035643, 0.5129862041705024, 0.07995916217316253, -0.50263839706281, 0.7401572314104704];524627961;4411506;2554404.254989337;-1007.2522714474087
46285;p1 + (x + abs(p2 + 1.0 / (p3 - x)) ^ p4);-1007.5428619588039;[0.08213225549162657, -1.0815894160938737, 0.011104729526544396, -0.6310470533342355, 0.07988235254185146, -0.5027379468230752, 0.7391643787318142];593663222;4990991;2881593.396104716;-1007.5428619588039
88678;abs(x * p1 ^ (abs(1.0 / (p2 - x)) ^ p3)) ^ p4;-1008.9487652038757;[2.956261510141971, 0.03133253764037944, -0.34320031167673465, 0.5014901501141821, -0.08006448289205635, -0.5025001534134365, -0.7398543580653336];1134682085;9547434;5500430.599000751;-1008.9487652038757
182409;p1 + (abs(p2 + 1.0 / (p3 - x)) ^ x - x);-1010.8428845212311;[-1.0252477394066963, 0.7752600870955322, -1.2719701383668482, -0.07914728444549352, -0.5026456107308842, -0.7394437592254887];2334981617;19638658;11280247.325676322;-1010.8428845212311
369648;p1 * abs(x) ^ (1.0 / (p2 - abs(p3 + x) ^ p4));-1013.2384637845921;[-1.7302169269405268, 2.4058631050573074, -0.017892185557353994, 0.051285015586606246, -0.07915923994288941, -0.502424380432485, 0.7397716453383808];4732934209;39864711;22867411.83208572;-1013.2384637845921
680286;p1 * abs(x) ^ (-1.0 / (p2 + abs(p3 + x) ^ p4));-1013.2384638792784;[-1.7302245173940842, -2.40586258570395, -0.017892186956077034, 0.051284150873232376, 0.07915900803213895, -0.5024228473024372, -0.7397713386530679];8693873203;73289767;42038873.4339787;-1013.2384638792784
