n;expr;nll;coeff;sum_fevals;sum_restarts;sum_runtime;best_nll
1;abs(p1 + p2 ^ x) ^ (p3 ^ (abs(1.0 / x) ^ p4));-995.4994140889783;[-0.9406699894109847, 4.667095610382473, 0.40642059795683205, -0.31152632907547606, 0.0816395590001295, -0.5028482167851521, 0.7395571189162057];16052;87;204.676539224;-995.4994140889783
176;x - abs(p1 * x) ^ (p2 - abs(x) ^ p3);-1000.9845349168074;[-3.6238304668519423, 1.7783019286252089, -0.0280392811826522, -0.08079583845729305, -0.5024786439075777, 0.739963623564372];2369613;19371;12942.006766168004;-1000.9845349168074
195;p1 / (1.0 / (p2 + p3 * x) - abs(x) ^ p4);-1001.0497200837606;[1.4300580985108453, 6.150784970957598, 0.1527498665249105, -0.5810526525358387, -0.08058732903100198, -0.5025867303786331, -0.7399860035032756];2669019;21963;14354.400768396006;-1001.0497200837606
284;x + abs(p1 + -1.0 / (p2 + 1.0 / x)) ^ p3;-1001.3036350605605;[-0.002422415485669001, 0.9388440678167141, 0.52659755908679, -0.08069355556526317, -0.5027928478635002, 0.7393152879927841];3906831;32507;19837.86168411901;-1001.3036350605605
339;abs(p1 / (p2 + x) + abs(x) ^ p3) ^ p4;-1002.7188020359158;[0.557764424106941, 2.1147243134608815, 0.30425766698325335, 3.273710226139738, -0.08070043492059172, -0.50260376843021, 0.7399396985021447];4633433;38673;24286.695795090018;-1002.7188020359158
1649;x / (p1 + abs(1.0 / (p2 - x)) ^ (abs(x) ^ p3));-1003.2478177542391;[0.08229512232106503, -1.0043861893024344, -1.2409299236952716, 0.0806189175453034, -0.5024813762409353, 0.7401276965405398];21763793;189114;107128.63840634906;-1003.2478177542391
3300;p1 * x - x / (p2 + abs(p3 + x) ^ p4);-1008.3842082654035;[-0.7933804163711397, 0.08702643363330614, -0.011283321811093927, 0.5958095360566126, -0.08009412904728656, -0.5025925573808715, -0.7402707540749247];42136285;364409;206213.02665558876;-1008.3842082654035
50916;abs(p1 ^ -(abs(p2 + x) ^ p3) / x) ^ p4;-1008.9487656825794;[2.956264170124384, -0.031332550747120436, 0.34319982212753736, -0.5014898602384159, 0.0800615192898822, -0.5025032660541453, 0.7398536238924905];651431869;5489468;3154293.160457623;-1008.9487656825794
211073;1.0 / (p1 + (abs(p2 + x) ^ p3 - abs(x) ^ p4));-1010.6836529352239;[-0.5957078086023595, -0.01746922723487599, -0.08848773483476888, -0.5093988359825178, 0.07949811207211603, -0.5020103840485436, 0.739397005439799];2703417418;22790685;13079087.34457918;-1010.6836529352239
457502;1.0 / (p1 ^ (abs(p2 + x) ^ p3) - abs(x) ^ p4);-1011.7646849614036;[0.4071110905561187, -0.017525486114932452, 0.22156731497379784, -0.5016951493294719, 0.07955245685092333, -0.5020357283705413, 0.7395350424413347];5840929020;49308479;28278123.083380252;-1011.7646849614036
845571;p1 * abs(x) ^ (1.0 / (p2 - abs(p3 + x) ^ p4));-1013.2384637845921;[-1.7302169269405268, 2.4058631050573074, -0.017892185557353994, 0.051285015586606246, -0.07915923994288941, -0.502424380432485, 0.7397716453383808];10790025195;90992868;52209978.20252461;-1013.2384637845921
876376;p1 * abs(x) ^ (-1.0 / (p2 + abs(p3 + x) ^ p4));-1013.2384638792784;[-1.7302245173940842, -2.40586258570395, -0.017892186956077034, 0.051284150873232376, 0.07915900803213895, -0.5024228473024372, -0.7397713386530679];11188372371;94328791;54127947.92712167;-1013.2384638792784
