n;expr;nll;coeff;sum_fevals;sum_restarts;sum_runtime;best_nll
1;abs(1.0 / (-1.0 / x + abs(abs(1.0 / x) ^ x) ^ x)) ^ x;3502.9731067165267;[-0.3956149932344499, -0.5250997059719238, 0.6976080571315855];2987;64;9.255139867;3502.9731067165267
2;p1 ^ ((1.0 / x + abs(x) ^ p2) / p3 ^ x);1922.3013038652482;[-0.9609486088408843, -0.6464179145522198, -1.9543821433493127, -0.37911075315094384, -0.5030590925626144, 0.7406245864251775];18805;148;67.28529119;1922.3013038652482
4;1.0 / (p1 + p2 ^ (abs(x) ^ (-0.5 / x)));1753.5499438978086;[-1.4680102297826412, -0.9287541347906767, 0.35698688385076954, -0.5042754822998691, -0.7405954715645698];26659;167;91.35772517199999;1753.5499438978086
6;p1 ^ (x - p2 ^ (abs(1.0 / x) ^ x - x));875.0842189930626;[1.3454608018578742, 2.7235629057014132, -0.23406604528386882, -0.4971388357408904, 0.7373265472734917];37026;279;207.370739314;875.0842189930626
9;x * (x + p1 * abs(x) ^ p2) - x;598.6737873587716;[-1.8331466089513526, -0.24149439584496543, -0.13939422566078927, -0.523484545545228, -0.7055212728649656];75308;679;290.050308639;598.6737873587716
22;x + abs(abs(p1 ^ x) ^ (x ^ -2.0)) ^ x;-244.0221618351835;[-0.2581442133530575, 0.14184507767920476, -0.4913771257490238, 0.7463075162053981];190509;1782;1110.874249794;-244.0221618351835
40;abs(1.0 / (-1.0 / x + p1 / (p2 - x))) ^ p3;-966.1843572059089;[-0.9866456510900009, -0.43608889320288174, 0.4613269233013502, -0.08355421294957266, -0.5020005015393131, -0.7389720578274991];341382;3374;1723.3584034300002;-966.1843572059089
107;p1 - (x + abs(x) ^ p2) / (p3 - x);-999.1212646210589;[0.0823646658613129, 2.0019071706171236, -0.2580179413556959, -0.08127711229026399, -0.5022414288650541, 0.7403205845930013];1142648;11246;5921.789694266002;-999.1212646210589
369;x * abs(p1 + -1.0 / (p2 + p3 * x)) ^ p4;-1001.5315162778533;[0.857002224295042, 0.0011019993864524742, -0.32135886978427536, 0.38819518980393314, 0.08073003867641354, -0.5025537817686412, 0.7400617830900132];4539568;40511;22852.417220877014;-1001.5315162778533
634;abs(p1 + (-1.0 / x + abs(p2 / x) ^ p3)) ^ p4;-1002.3504921508141;[-0.004972112749532432, 0.5789604930089162, 0.8365200851055147, -0.5414386090376401, 0.08055636033479542, -0.5026514166533567, 0.7399296175262873];7971006;69081;41048.225481079025;-1002.3504921508141
1673;x + p1 * abs(1.0 / (p2 + abs(x) ^ p3)) ^ p4;-1002.3825459716261;[0.8504883401528841, 1.105758191040458, -2.039400875113636, 0.2313149450284504, -0.08065223097093088, -0.5026976828425349, 0.7396970872506606];21015484;181280;103425.02168288793;-1002.3825459716261
3328;p1 * abs(p2 + abs(x) ^ p3) ^ p4 - x;-1002.382545972381;[-0.8504889616751714, 1.1057526984137298, -2.0393994643120825, -0.23131527177498756, -0.0806522499712503, -0.5026978344909545, 0.7396973003244722];42001383;360304;204792.57182459993;-1002.382545972381
3699;p1 * abs(p2 + x * (p3 + x)) ^ p4;-1002.5586991311061;[-0.3362158890368754, 0.0615956268450311, 11.747117977769506, 0.6397499768031957, -0.08078152594804663, -0.5025962295073422, -0.739956343976471];46847966;400526;228716.51197533577;-1002.5586991311061
5667;x + p1 / abs(1.0 / x) ^ (abs(p2 + x) ^ p3);-1002.7045544111935;[0.7178646710793515, 1.7697830231686835, -1.4626814431728066, -0.08070259062657413, -0.5026690672674174, 0.7397930843592762];71937300;614290;349254.6966701037;-1002.7045544111935
6261;x / (p1 + abs(1.0 / (p2 + p3 ^ x)) ^ p4);-1005.7946001099576;[0.05342614975988216, -0.9964644434189601, -0.8080768066272962, -0.3887210145193745, 0.07952389666076637, -0.5018341649589718, 0.7402202348207413];79900039;680670;386103.9358151338;-1005.7946001099576
52525;abs(x / p1 ^ (abs(1.0 / (p2 - x)) ^ p3)) ^ p4;-1008.9487656626258;[-0.33826595525274566, 0.03133255381791816, -0.343201492794439, 0.501489199676716, -0.08006275294369603, -0.5025022074631658, -0.7398529700335786];666162995;5633674;3211841.3563916814;-1008.9487656626258
57976;p1 * abs(x) ^ (1.0 / (p2 - abs(p3 + x) ^ p4));-1013.2384637845921;[-1.7302169269405268, 2.4058631050573074, -0.017892185557353994, 0.051285015586606246, -0.07915923994288941, -0.502424380432485, 0.7397716453383808];736121069;6222188;3546291.0335465777;-1013.2384637845921
1039126;p1 * abs(x) ^ (-1.0 / (p2 + abs(p3 + x) ^ p4));-1013.2384638792784;[-1.7302245173940842, -2.40586258570395, -0.017892186956077034, 0.051284150873232376, 0.07915900803213895, -0.5024228473024372, -0.7397713386530679];13269293635;111912816;64158965.057517156;-1013.2384638792784
