n;expr;nll;coeff;sum_fevals;sum_restarts;sum_runtime;best_nll
1;1.0 / (p1 + (abs(p2 * x) ^ p3 - x));1373.5654789464106;[-2.304609437740684, 2.907654685715873, 0.7506684557986724, 0.2660272277711974, -0.5014489500131981, 0.7359165176908883];52298;326;100.090539457;1373.5654789464106
10;p1 * x - x * abs(1.0 / x) ^ x;497.0708885689786;[-1.6519864008409457, 0.20162571714498173, -0.5051458104716895, 0.7249773245999543];113373;1089;289.409227252;497.0708885689786
25;x - abs(x) ^ (1.0 / (p1 + x) - abs(x) ^ p2);316.41187838524445;[1.8605942246142781, 0.6440807051981122, 0.12529613516291538, -0.5029315094438986, 0.7493890323037063];341937;2642;1526.8561473280001;316.41187838524445
29;1.0 / (p1 + (-1.0 - (-1.0 / (p2 - x)) / x));176.09514301059085;[1.1394306742692693, 4.247180717245973, 0.15189029876618368, -0.5071525816986144, 0.735314857280519];406516;3182;1687.5641770140003;176.09514301059085
43;abs(x / abs(p1 + abs(x) ^ -x) ^ x) ^ p2;-341.72065090561597;[-0.7376550791705127, 0.44407251460373653, 0.10994805799214903, -0.49221548303002255, -0.743479645145893];529586;4323;2398.172991388;-341.72065090561597
76;p1 + abs(1.0 / (p2 + 1.0 / (p3 + 1.0 / x))) ^ p4;-942.3816781032662;[-1.6125110775567058, -0.31268864192227813, 3.170111003061183, 0.4732970192226045, 0.08539450594899353, -0.5026929819503327, 0.7398727256186509];979451;7964;4163.479306091001;-942.3816781032662
96;p1 + p2 * (1.0 / (p3 - p4 ^ x) - x);-998.824771542345;[-1.2652608292037513, 1.0220376369795854, 1.8689045138053157, -0.15057657023146695, -0.08140641953516602, -0.5027152606231942, 0.7397722837575966];1360751;10987;5740.813875087001;-998.824771542345
325;p1 + (1.0 / (p2 + p3 / (p4 + x)) - x);-999.8463258968739;[0.45427360243524234, -0.7559022028633496, -0.12959308391241012, 0.11853341605102947, -0.08127999077717928, -0.5026500532489736, 0.7398971658561244];3982101;32558;18390.323515802007;-999.8463258968739
424;abs(1.0 / (x * (p1 - abs(p2 / x) ^ p3))) ^ p4;-1001.2995262534381;[-0.29149029331471643, -1.4184561053522156, 0.5703588300301746, -1.2946640768909035, -0.0805929675298163, -0.5025119512405383, 0.7399967178412229];5536230;43937;26367.224376478007;-1001.2995262534381
2018;abs(p1 + abs(abs(x) ^ p2) ^ -(abs(x) ^ p3)) ^ p4;-1001.765452063774;[-0.19434229756512655, 0.22551067734929717, 0.013396638347612028, -2.5015064196083996, -0.08063690708635947, -0.5025094013890887, 0.7399786869654684];26250860;218158;125982.48376577685;-1001.765452063774
2579;x + -1.0 / (p1 - abs(abs(x) ^ (p2 + x)) ^ p3);-1002.1895531453811;[-0.37859361475257436, -4.320729406530328, 0.11651013288802728, 0.08067480172221374, -0.5023271580107536, 0.740462470627793];33368376;277479;160454.04306166264;-1002.1895531453811
4371;p1 * abs(1.0 / (p2 - p3 ^ x)) ^ p4 - x;-1002.4404357225759;[-0.82604940223955, 1.004783677884591, 0.24553061217595357, -0.5295676338417838, -0.08071995364608256, -0.5027203276275257, 0.7396912109126373];56977392;475662;274457.7952205289;-1002.4404357225759
4988;x + abs(p1 / (p2 - p3 ^ x)) ^ p4;-1002.44043572652;[1.4345647233986323, 1.004783607066629, 0.24552941053400662, -0.529568486160327, 0.08071994788415837, -0.5027204227911777, -0.7396912354203989];65134432;543953;313578.50129776506;-1002.44043572652
6653;p1 + (p2 - x) * abs(p3 + -1.0 / x) ^ p4;-1002.4539944842031;[-0.04344424451452385, -1.783242996977601, -1.0605146382455157, -0.7079207421425041, 0.08077170770213578, -0.5025902649454884, 0.7400055544924901];85465257;717773;413518.51848128595;-1002.4539944842031
8327;x + p1 * abs(abs(x) ^ (p2 ^ -x)) ^ p3;-1002.5557262246597;[0.728471206378439, 1.880373741372105, 0.4348375708657266, 0.08074520500836654, -0.5026556531014713, -0.7398161768788987];107164638;899022;518897.0527026008;-1002.5557262246597
14560;p1 + -1.0 / (p2 + abs(x) ^ (abs(p3 / x) ^ p4));-1002.9692701429112;[-0.6096699102806256, -1.4299014969606225, -0.001361513704880181, 0.23151606994798954, 0.08094192598282164, -0.5026434657110079, -0.7399532598390887];185917473;1564823;905093.2372434115;-1002.9692701429112
15413;p1 - abs(1.0 / (p2 ^ x + abs(x) ^ p3)) ^ p4;-1003.0183404593477;[0.9721790004431448, 0.860794154353875, 0.6438718319481651, -1.595014545249733, -0.08068602625827005, -0.5025678232772594, 0.7399372404427071];197376273;1660030;959791.7409712601;-1003.0183404593477
20307;1.0 / (p1 - abs(x) ^ (p2 + abs(p3 + x) ^ p4));-1003.5675154452277;[0.4144603332957162, -1.4050854119620695, 0.10191966018626214, 0.04531318313794352, -0.08058451772632687, -0.5025817545977603, 0.7398391126769706];260006705;2196489;1261453.5663631128;-1003.5675154452277
33617;1.0 / (p1 + abs(p2 / (p3 - p4 ^ x)) ^ p5);-1003.6989277211122;[0.021619638880073292, 0.06893756218418842, 0.9989526792945218, -1.165806038182626, 0.6599523702317781, 0.08084061360173003, -0.5026964335875785, -0.7398192518273918];430588144;3631285;2097240.2494720505;-1003.6989277211122
33691;p1 + 1.0 / (p2 + abs(p3 / (p4 + x)) ^ p5);-1005.5940564751589;[0.09673446572291912, -0.025105473599674556, -0.5211009343852325, -0.011180219783162372, 0.7058977884554601, 0.08000064471678797, -0.5025629844982182, 0.7401627715236644];431569082;3639619;2101659.0632409095;-1005.5940564751589
35758;p1 + p2 / (p3 - abs(p4 + x) ^ p5);-1005.7316891716662;[-0.09580799740232335, 1.583536923648046, 0.04043936330133841, -0.011111255748146009, -0.7043170764863493, 0.07999405985416264, -0.5024402746851317, 0.7399478292978956];457669947;3859883;2231304.490248283;-1005.7316891716662
43957;x / p1 ^ (p2 ^ (abs(p3 + x) ^ p4));-1008.2332586554196;[-0.06257060928884385, 0.19066859375953235, -0.01136124949806757, 0.34969760569837877, 0.08014209845250693, -0.5026406533842539, 0.7400665618461235];561510230;4744073;2727840.594795546;-1008.2332586554196
187615;abs(p1 / abs(x) ^ (abs(1.0 / (p2 - x)) ^ p3)) ^ p4;-1008.469020521996;[-0.4581228620992007, 0.017909754957810217, -0.030629059532403843, -0.715099533499078, 0.07933689283943673, -0.5024661583746886, 0.7398680813589613];2398818432;20229739;11595677.84134781;-1008.469020521996
286706;abs(x * p1 ^ (abs(1.0 / (p2 - x)) ^ p3)) ^ p4;-1008.9487652038757;[2.956261510141971, 0.03133253764037944, -0.34320031167673465, 0.5014901501141821, -0.08006448289205635, -0.5025001534134365, -0.7398543580653336];3666659398;30935407;17730970.297263037;-1008.9487652038757
293371;abs(x / p1 ^ (abs(1.0 / (p2 + x)) ^ p3)) ^ p4;-1008.9487656953575;[-0.3382637654569636, -0.03133255723940851, -0.3431968129506786, 0.5014900263492236, -0.08006207604937632, -0.5025009702939139, 0.7398527585967312];3751823088;31647619;18146862.29908378;-1008.9487656953575
318506;p1 * abs(x) ^ (-1.0 / (p2 + abs(p3 + x) ^ p4));-1013.2384638792784;[-1.7302245173940842, -2.40586258570395, -0.017892186956077034, 0.051284150873232376, 0.07915900803213895, -0.5024228473024372, -0.7397713386530679];4067970288;34323536;19666295.499404687;-1013.2384638792784
