n;expr;nll;coeff;sum_fevals;sum_restarts;sum_runtime;best_nll
1;abs(x) ^ (p1 * (abs(x ^ -2.0) ^ x / x));1.7976931348623157e308;[0.0, 0.0, 0.0, 0.0];1219;0;10.655886327;1.7976931348623157e308
2;p1 / x - x / (p2 - x);1842.781666768066;[0.0002619439467382842, -0.12460759911255109, -0.3686205250244468, -0.5024048280146638, 0.7415068436751611];36865;317;204.488486328;1842.781666768066
3;abs(x) ^ (p1 - p2 ^ (abs(x * x) ^ -x));-303.2055906967443;[1.9808866404670364, -1.3525405859714803, -0.13298857114688975, -0.4949194566574186, 0.7490848560528726];45723;414;231.743753861;-303.2055906967443
8;p1 ^ (p2 + p3 ^ (1.0 / (p4 + (x + x))));-457.6914209509019;[2.9608817447978185e-5, -1.222529832338165, 1.7052706567375444, 1.690034653370567, -0.1215525520487168, -0.5025401636663013, -0.7360524118433521];118690;702;598.4180101139999;-457.6914209509019
16;(p1 - p2 ^ (p3 ^ x)) / p4 ^ x;-914.5361465676109;[4.249565570265691, 4.12011337976506, -0.6641964262084985, -0.9023223808445486, 0.08706844711951332, -0.5031514152393438, -0.7379842400205692];187367;1212;1137.037309264;-914.5361465676109
75;x + p1 * (x * abs(p2 + -1.0 / x) ^ p3);-996.746072191844;[0.8092939142793718, 0.16504837684827792, 0.5484411756044986, -0.08093809521246058, -0.5029063206195945, -0.7383199900863633];753086;6447;3734.715215706001;-996.746072191844
191;x + abs(p1 + (-1.0 / x + p2 ^ x)) ^ p3;-1001.2633620080109;[-1.862487629550361, -0.9011739000373148, -0.5175532652898904, 0.08058254189489195, -0.5027564482264105, 0.7398936092986133];2122732;18123;10736.791906268994;-1001.2633620080109
216;p1 * abs(x) ^ (1.0 / (p2 - abs(p3 * x) ^ p4));-1001.3499936115442;[1.7178829785615854, 2.4284980913647005, 1.2169664695461386, 0.058802890439932524, 0.08070376035050433, -0.5024809762810915, -0.7399277005106895];2562752;21187;13421.086365732996;-1001.3499936115442
405;x + p1 * abs(abs(1.0 / x) ^ (abs(x) ^ p2)) ^ p3;-1002.0870010396693;[-2.7144797643859073, 0.03585826340334369, -0.8091851901666883, -0.08062696665770695, -0.5025163924444157, 0.7399825274957995];4742997;40219;23799.933894551985;-1002.0870010396693
973;p1 / (p2 + 1.0 / (p3 + abs(p4 + x) ^ p5));-1005.731689193237;[-1.5757979890286575, -0.04034011871101369, 0.06065090804382217, -0.011111255065338341, 0.7043170180280198, 0.07999370978781312, -0.5024420835117457, 0.7399481832606428];12732950;107392;60307.24623967902;-1005.731689193237
8980;p1 - abs(p2 + abs(1.0 / (p3 + x)) ^ p4) ^ p5;-1006.0146711825302;[-0.0853525160310292, -0.18222828318767512, -0.01114484813465234, 0.24357130084459458, -2.4802213078564277, 0.07990362775260476, -0.5024623796479823, 0.7399747439263594];115161394;970531;566928.1518248692;-1006.0146711825302
12966;x * p1 ^ (p2 ^ (abs(1.0 / (p3 - x)) ^ p4));-1008.2332588856143;[-15.981149686582954, -0.19066817644777428, 0.011361233050812722, -0.34971057539352945, 0.08014111277024685, -0.5026412380798548, -0.7400660674190459];165897079;1397824;807594.460153497;-1008.2332588856143
13861;x * p1 ^ (p2 ^ (abs(1.0 / (p3 + x)) ^ p4));-1008.2332589166806;[15.9819091260251, 0.1906658456434613, -0.011361237969231578, -0.3497027264379276, 0.08014201453350075, -0.5026425149396533, -0.7400685084709959];176751049;1490492;858880.5047346703;-1008.2332589166806
96396;p1 * x + x / (p2 + abs(p3 + x) ^ p4);-1008.3842076442954;[0.7933865256463275, 0.08702483899134887, -0.011283334244719303, 0.5958023025149234, -0.08009499144968701, -0.5025891262380808, 0.7402690674814251];1233783444;10404580;5951020.686939405;-1008.3842076442954
150809;abs(x * p1 ^ (abs(1.0 / (p2 - x)) ^ p3)) ^ p4;-1008.9487652038757;[2.956261510141971, 0.03133253764037944, -0.34320031167673465, 0.5014901501141821, -0.08006448289205635, -0.5025001534134365, -0.7398543580653336];1926699859;16233445;9307281.024657208;-1008.9487652038757
206860;p1 + (abs(p2 + -1.0 / (p3 - x)) ^ x - x);-1010.8428845579119;[-1.0252474430328333, -0.775258498296267, -1.2719727716586922, -0.07914707905946171, -0.502644943118263, 0.7394415194348706];2643066131;22273100;12764216.188553518;-1010.8428845579119
675066;p1 * abs(x) ^ (-1.0 / (p2 + abs(p3 + x) ^ p4));-1013.2384638792784;[-1.7302245173940842, -2.40586258570395, -0.017892186956077034, 0.051284150873232376, 0.07915900803213895, -0.5024228473024372, -0.7397713386530679];8620469656;72767753;41637412.03410433;-1013.2384638792784
