n;expr;nll;coeff;sum_fevals;sum_restarts;sum_runtime;best_nll
1;p1 - abs(x - abs(x) ^ (-2.0 * x)) ^ p2;607.527496091677;[1.0378727574641404, 1.080893970086812, 0.1247260500010306, -0.5009503217353766, 0.7524424862182272];27885;301;200.989980672;607.527496091677
4;p1 * abs(p2 + (x + p3 ^ x)) ^ p4;-985.5487478792301;[-1.6114768673020836, -0.9860457255380267, -1.132867425601052, 0.6990982647941264, 0.08185097417576506, -0.5026629295547418, -0.7402727464008402];95042;772;366.723579744;-985.5487478792301
228;p1 * x + p2 / (p3 - abs(x) ^ p4);-1000.7699511737452;[0.5267912663455493, -1.0818658020026712, 0.09184685669483011, -0.5208497034470053, -0.08064928750661207, -0.5024849497090794, 0.7400608946807137];3065160;23805;14046.611343337994;-1000.7699511737452
283;p1 + abs(p2 * p3 ^ (abs(x) ^ p4)) ^ p5;-1001.4376474254938;[-10.07226476400478, 3.773527751884267, 1.0930706201663918, 0.6547466532720575, 1.7417671088185318, 0.08078286583840436, -0.5025653503582513, -0.7400088982170628];3698378;29831;16861.647439460994;-1001.4376474254938
764;x + abs(x / (p1 - p2 ^ -x)) ^ p3;-1002.4297770336113;[-0.2902791324985847, 0.6095823756434152, 0.4812408992216092, -0.08067630051349105, -0.5023647431768716, 0.7404012025456604];9822268;83584;44976.105800386955;-1002.4297770336113
1055;p1 - abs(p2 ^ x + abs(x) ^ p3) ^ p4;-1003.0183404591517;[0.972179048487727, 0.8607942028694564, 0.6438717814625053, 1.5950145067310386, -0.08068603057243685, -0.5025678891848084, 0.7399373461098905];13506706;115152;63306.937449674944;-1003.0183404591517
5533;x / (p1 + 1.0 / (p2 - abs(p3 + x) ^ p4));-1006.9330803822165;[-0.08798434269513206, -0.9852775005507013, -0.011213507743640645, -0.6584892297401187, -0.080147601612574, -0.5023604463213416, 0.739664983288305];68089002;578801;330995.9386323789;-1006.9330803822165
23929;x / (p1 - p2 ^ (abs(1.0 / (p3 + x)) ^ p4));-1007.1109736063886;[1.070464975673651, -0.4864472749662724, -0.011930462256698622, -0.5124105118909409, -0.08049827937375967, -0.5023551858517933, 0.7405567638750347];307237437;2588472;1482126.6995964113;-1007.1109736063886
24971;abs(p1 ^ (abs(p2 + x) ^ p3) / x) ^ p4;-1008.7432024540316;[-0.3384831441307094, -0.03145740268889988, 0.34459948656862, -0.5011658987300118, -0.0800591593628918, -0.5024468074554761, 0.7397994842115981];320994134;2701408;1550631.566753205;-1008.7432024540316
164074;abs(x / p1 ^ (abs(1.0 / (p2 - x)) ^ p3)) ^ p4;-1008.9487656626258;[-0.33826595525274566, 0.03133255381791816, -0.343201492794439, 0.501489199676716, -0.08006275294369603, -0.5025022074631658, -0.7398529700335786];2097617116;17669411;10167322.324928002;-1008.9487656626258
337281;1.0 / (p1 + (abs(p2 + x) ^ p3 - abs(x) ^ p4));-1010.6836529352239;[-0.5957078086023595, -0.01746922723487599, -0.08848773483476888, -0.5093988359825178, 0.07949811207211603, -0.5020103840485436, 0.739397005439799];4313377201;36364784;20873173.093908202;-1010.6836529352239
363430;p1 + (x - abs(p2 + -1.0 / (p3 - x)) ^ x);-1010.8428845100457;[1.0252485659325519, -0.7752665110398083, -1.2719594470701499, -0.07914714262095839, -0.5026445396287529, -0.7394414127947107];4643895836;39149987;22466101.724351663;-1010.8428845100457
383224;p1 * abs(x) ^ (-1.0 / (p2 + abs(p3 + x) ^ p4));-1013.2384638792784;[-1.7302245173940842, -2.40586258570395, -0.017892186956077034, 0.051284150873232376, 0.07915900803213895, -0.5024228473024372, -0.7397713386530679];4898064055;41300013;23700662.239545945;-1013.2384638792784
