n;expr;nll;coeff;sum_fevals;sum_restarts;sum_runtime;best_nll
1;p1 - abs(1.0 / (p2 + -1.0 / x)) ^ (abs(1.0 / x) ^ p3);-254.10301211442254;[-0.2632278812712982, 0.012694443505942968, 0.013891084770190769, 0.14087752501526235, -0.4920953941390542, -0.7446035614133806];42466;318;114.455746727;-254.10301211442254
7;p1 - abs(p2 * abs(x) ^ p3) ^ (abs(1.0 / x) ^ p4);-1000.7428377818745;[0.0462231544706774, -1.7596412178633112, 0.6569580486154225, -0.055749559647637746, 0.08064179732619546, -0.502469264390129, -0.7399504851330964];98699;776;722.305706144;-1000.7428377818745
41;p1 + 1.0 / (p2 - abs(p3 / (p4 + x)) ^ p5);-1005.7316891640137;[-0.09580796708726305, 0.025537736925115993, 0.5206739158124055, -0.01111125492859724, 0.7043156049726786, -0.07999387081668158, -0.5024418488715532, -0.7399485188213986];651859;5059;3650.148520732;-1005.7316891640137
9441;x / p1 ^ (p2 ^ (abs(1.0 / (p3 - x)) ^ p4));-1007.5523644757578;[0.06295567201631226, -0.1914382654986521, 0.011994070103187364, -0.34818187524223226, 0.08036403961516476, -0.5025973856817813, 0.7398690517673692];119223612;1015126;584669.4006399409;-1007.5523644757578
56466;x / p1 ^ (p2 ^ -(abs(p3 + x) ^ p4));-1008.2332585120066;[-0.06257132473665485, 5.244729029204345, -0.01136116765870644, 0.34970037346444616, -0.08014162658763577, -0.5026414981700904, -0.740068977128432];719847754;6077171;3496889.974435516;-1008.2332585120066
67426;abs(x) ^ p1 / p2 ^ (abs(p3 + x) ^ p4);-1008.5658257630799;[0.501145215014233, -0.5817439374259236, -0.02886768453330533, 0.3454942009184685, 0.07995057828193977, -0.5026028755238139, 0.7400334023187103];860074081;7249484;4173058.3476257534;-1008.5658257630799
124799;abs(p1 ^ -(abs(p2 + x) ^ p3) / x) ^ p4;-1008.9487656825794;[2.956264170124384, -0.031332550747120436, 0.34319982212753736, -0.5014898602384159, 0.0800615192898822, -0.5025032660541453, 0.7398536238924905];1594479119;13449803;7722507.891394355;-1008.9487656825794
240803;p1 + (x - abs(p2 + 1.0 / (p3 + x)) ^ x);-1010.725636418667;[1.0261882534490983, -0.7753443638093179, 1.2728211211908962, 0.07912180784214233, -0.5024686847563573, 0.7391069358313677];3076139291;25974920;14896713.296884006;-1010.725636418667
435461;p1 + (x - abs(p2 + -1.0 / (p3 - x)) ^ x);-1010.8428845100457;[1.0252485659325519, -0.7752665110398083, -1.2719594470701499, -0.07914714262095839, -0.5026445396287529, -0.7394414127947107];5563229339;46941096;26902160.979868453;-1010.8428845100457
605451;p1 + (abs(p2 + 1.0 / (p3 - x)) ^ x - x);-1010.8428845212311;[-1.0252477394066963, 0.7752600870955322, -1.2719701383668482, -0.07914728444549352, -0.5026456107308842, -0.7394437592254887];7734491012;65242018;37410781.94701239;-1010.8428845212311
735917;p1 * abs(x) ^ (1.0 / (p2 - abs(p3 + x) ^ p4));-1013.2384637845921;[-1.7302169269405268, 2.4058631050573074, -0.017892185557353994, 0.051285015586606246, -0.07915923994288941, -0.502424380432485, 0.7397716453383808];9400768966;79272162;45447629.43026822;-1013.2384637845921
1022805;p1 * abs(x) ^ (-1.0 / (p2 + abs(p3 + x) ^ p4));-1013.2384638792784;[-1.7302245173940842, -2.40586258570395, -0.017892186956077034, 0.051284150873232376, 0.07915900803213895, -0.5024228473024372, -0.7397713386530679];13063759796;110158528;63158234.697049014;-1013.2384638792784
