n;expr;nll;coeff;sum_fevals;sum_restarts;sum_runtime;best_nll
1;1.0 - (x + abs(abs(x) ^ x) ^ x);1.7976931348623157e308;[0.0, 0.0, 0.0];0;0;0;1.7976931348623157e308
2;p1 / abs(abs(x) ^ -0.0) ^ (abs(x) ^ x);2604.6529254125976;[0.8499751764108697, -0.5025468554748196, -0.5027739841765776, 0.7407943479292487];4489;83;10.32547833;2604.6529254125976
4;x + -1.0 / (p1 * (x + 1.0 / x) + -1.0 / x);584.3416676677906;[1.167126693409177, -0.13906283110684672, -0.49839893213392533, 0.7516346821692352];27352;422;52.857547632000006;584.3416676677906
10;abs(p1 / (1.0 + p2 * x)) ^ p3;-967.553745981605;[25.80918585145696, 56.9591209953265, -0.728322849878101, -0.08328438327789772, -0.5028030329196669, 0.7402059411437084];117795;1281;627.369070249;-967.553745981605
30;p1 + abs(1.0 / (x * (p2 + (x + x)))) ^ p3;-992.0836132356822;[-0.06190694092828581, 1.506128212989541, -0.4455941884809767, -0.08099619399069509, -0.5022801472655523, -0.7398198361024221];418441;4208;1982.2280153920005;-992.0836132356822
53;p1 * abs(x / (p2 - p3 ^ -x)) ^ p4;-997.7762141471188;[1.8411813912253783, -0.266907004319068, 1.140573252768725, 0.6096233380445307, -0.08073624261621065, -0.5026946779566923, 0.7400709598250776];724413;6589;3813.473829837001;-997.7762141471188
210;abs(abs(x * (p1 + p2 * x)) ^ p3) ^ p4;-998.4945916635503;[2.090492376349329, 0.3104942048607488, -0.3109968774181613, -1.9341845890356577, 0.08070351876849165, -0.5025901139548687, -0.7400317315683685];2693822;22331;12492.378860883;-998.4945916635503
293;abs(p1 * abs(abs(1.0 / x) ^ p2) ^ p3) ^ (abs(x) ^ p4);-998.9305763998694;[1.729387835313181, -0.27124640782662746, 2.552641794751014, 0.03934951242190934, 0.0809360898592572, -0.5024785457870021, -0.7399144471984196];3714819;31112;17321.731528259;-998.9305763998694
313;p1 + (x - abs(p2 ^ (abs(1.0 / x) ^ p3)) ^ p4);-1000.7434398557111;[1.019545912710039, -2.081633638479866, -0.5866217048707112, -1.6428944828607068, -0.0806507830037914, -0.5031064297443877, -0.7389823020600375];4003770;33625;18491.662096949996;-1000.7434398557111
373;x + abs(p1 / x + abs(1.0 / x) ^ p2) ^ p3;-1001.0292897540916;[1.087319595123367, -0.14937392231966437, -0.5053231929950648, -0.08066340328328239, -0.5022936536394533, -0.7401293413217509];4777964;40445;22199.961222629998;-1001.0292897540916
498;x + p1 ^ (abs(p2 * x) ^ -(abs(x) ^ p3));-1001.5007474164743;[-0.9659983047546741, -0.10015271878034802, 0.10877593265798097, 0.08079402776153506, -0.5029164502047768, -0.7393363050068679];6358473;52757;31335.207874840988;-1001.5007474164743
528;abs(p1 + abs(x) ^ (p2 - p3 ^ -x)) ^ p4;-1002.2314457771746;[-0.25304983959377764, 0.7153749549372463, 1.000684066372347, -1.833191262638941, 0.08058251863147677, -0.5025248492533934, 0.7399241561419553];6856150;56799;33337.405349862995;-1002.2314457771746
1190;abs(p1 ^ -(p2 ^ x) + abs(x) ^ p3) ^ p4;-1003.1284163144032;[5.990419287714113, 0.9493165481355323, 0.23931148887183648, 3.218470492815772, -0.080648709345622, -0.5025264112417521, 0.7398902462751565];15232327;128509;75330.8792297549;-1003.1284163144032
2856;p1 * x + p2 / (p3 + (p4 - x) ^ -1.0);-1007.2551822676962;[0.9785999031956678, -3.146456228162147, -3.374157047133217, -0.03314459082088774, -0.09042943911062021, -0.5033424976792752, 0.7407387465869494];36268554;309548;178011.9711889211;-1007.2551822676962
90749;p1 + (x - abs(p2 + -1.0 / (p3 - x)) ^ x);-1010.8428845100457;[1.0252485659325519, -0.7752665110398083, -1.2719594470701499, -0.07914714262095839, -0.5026445396287529, -0.7394414127947107];1158752360;9743330;5593782.846215204;-1010.8428845100457
185105;p1 * abs(x) ^ (1.0 / (p2 - abs(p3 + x) ^ p4));-1013.2384637845921;[-1.7302169269405268, 2.4058631050573074, -0.017892185557353994, 0.051285015586606246, -0.07915923994288941, -0.502424380432485, 0.7397716453383808];2368624452;19957370;11432475.26733594;-1013.2384637845921
749678;p1 * abs(x) ^ (-1.0 / (p2 + abs(p3 + x) ^ p4));-1013.2384638792784;[-1.7302245173940842, -2.40586258570395, -0.017892186956077034, 0.051284150873232376, 0.07915900803213895, -0.5024228473024372, -0.7397713386530679];9570254418;80707297;46338320.88104209;-1013.2384638792784
