n;expr;nll;coeff;sum_fevals;sum_restarts;sum_runtime;best_nll
1;abs(x) ^ (abs(abs(x) ^ (x + abs(x) ^ x)) ^ p1);1.7976931348623157e308;[0.0, 0.0, 0.0, 0.0];0;0;0;1.7976931348623157e308
2;x / (x - abs(p1 ^ x) ^ -(abs(x) ^ p2));1962.5096107406757;[-1.2161196227593873, -1.6188683132037431, 0.3432562159984032, -0.5042265683929845, 0.7382812253141695];22023;233;69.739655365;1962.5096107406757
3;p1 ^ (p2 ^ -(p3 ^ (3.0 * x)));1758.3874410286132;[-3.3127542323701808e-6, -6.81298167940676, -2.5056770400958857, 0.35547094109886745, -0.5027551621777271, -0.7406156283861683];50330;376;401.900312492;1758.3874410286132
12;abs(abs(x) ^ (abs(1.0 / (p1 + -1.0 / x)) ^ p2)) ^ p3;168.82601077074634;[-0.01386722801732274, 0.15929017917538532, 0.6859909634349172, -0.17480046495615417, -0.4889107908687142, -0.7492114377491738];99693;1004;586.1571408760001;168.82601077074634
23;p1 + (x - abs(p2 + x) ^ (abs(x) ^ -x));-804.8107734915341;[1.1542564440893772, -1.0163977843869292, 0.09482380309210428, -0.5032121424133773, -0.7416539212868848];254483;2468;1014.642214423;-804.8107734915341
35;abs(x / (p1 + -1.0 / (p2 + abs(x) ^ p3))) ^ p4;-1000.9965001170248;[0.051210141536824086, 1.3681816944151108, 0.6075005693464549, 0.5440141768940823, 0.08062049739496063, -0.5024987332335511, 0.7400142531665969];455702;4162;1954.408783583;-1000.9965001170248
99;x + p1 ^ (abs(p2 + -1.0 / x) ^ (abs(x) ^ p3));-1001.2250844073585;[0.7822236030592851, -0.45643842736411677, 0.1600296762992567, 0.08098730486978556, -0.5027592555993422, 0.7396760308826072];1322485;12302;6573.422173877001;-1001.2250844073585
416;abs(p1 / (p2 + abs(x) ^ p3)) ^ p4 - x;-1002.0595276907956;[-3.6979755459992654, 2.815968419203502, 0.09716614280881392, -31.796635848346522, 0.08063283983492184, -0.502514912182631, -0.7399816675042199];5370446;47161;25604.00856600297;-1002.0595276907956
1188;p1 - p2 ^ (p3 + -1.0 / (p4 - abs(x) ^ p5));-1002.4464988453952;[3.552838847095796, 1.508502345170572, 3.098763580802655, -0.05966452226916008, -0.6195657670972653, -0.08066542299292162, -0.5025348254470399, -0.7399517162294925];15417307;133230;74420.7172412238;-1002.4464988453952
1694;p1 + -1.0 / (p2 - x * p3 ^ (abs(x) ^ p4));-1003.1426228940849;[4.288666412939967, 0.2299595910875629, 0.06387768663323311, 0.17564002478851992, 0.08091685276556658, -0.5026496361335608, -0.7398040191476759];21924318;188703;104750.00971377091;-1003.1426228940849
2989;p1 + 1.0 / (p2 - p3 ^ (p4 - abs(x) ^ p5));-1003.151777355004;[5.109267287209069, -0.013223771963229223, -1.362488149935803, -5.513581978420793, 0.6193507978054916, 0.08063336363390995, -0.502533441718424, 0.7398684501808672];38581980;327282;182551.71567634563;-1003.151777355004
4117;1.0 / (p1 - abs(x) ^ (p2 + abs(p3 + x) ^ p4));-1003.5675154452277;[0.4144603332957162, -1.4050854119620695, 0.10191966018626214, 0.04531318313794352, -0.08058451772632687, -0.5025817545977603, 0.7398391126769706];53368111;449708;253365.13017250362;-1003.5675154452277
8748;p1 + p2 / (p3 + abs(1.0 / (p4 - x)) ^ p5);-1005.731689193417;[-0.09580800434642224, -1.5835372931008467, -0.04043903791399359, 0.011111255062823865, 0.7043170819092895, 0.07999370032614792, -0.5024418580440285, -0.7399480876629432];114199953;954544;546419.6638641178;-1005.731689193417
19145;x / p1 ^ (p2 ^ -(abs(p3 + x) ^ p4));-1008.2332585120066;[-0.06257132473665485, 5.244729029204345, -0.01136116765870644, 0.34970037346444616, -0.08014162658763577, -0.5026414981700904, -0.740068977128432];244515319;2061597;1180540.9095466458;-1008.2332585120066
66815;abs(x * p1 ^ (abs(1.0 / (p2 - x)) ^ p3)) ^ p4;-1008.9487652038757;[2.956261510141971, 0.03133253764037944, -0.34320031167673465, 0.5014901501141821, -0.08006448289205635, -0.5025001534134365, -0.7398543580653336];851685809;7183094;4105624.9307611384;-1008.9487652038757
194893;p1 + (x - abs(p2 + 1.0 / (p3 + x)) ^ x);-1010.725636418667;[1.0261882534490983, -0.7753443638093179, 1.2728211211908962, 0.07912180784214233, -0.5024686847563573, 0.7391069358313677];2478775316;20930480;11969580.775164297;-1010.725636418667
217280;p1 + (x - abs(p2 + -1.0 / (p3 - x)) ^ x);-1010.8428845100457;[1.0252485659325519, -0.7752665110398083, -1.2719594470701499, -0.07914714262095839, -0.5026445396287529, -0.7394414127947107];2767256028;23355132;13372189.76101961;-1010.8428845100457
344984;p1 + (abs(p2 + -1.0 / (p3 - x)) ^ x - x);-1010.8428845579119;[-1.0252474430328333, -0.775258498296267, -1.2719727716586922, -0.07914707905946171, -0.502644943118263, 0.7394415194348706];4403299378;37164801;21293991.716067556;-1010.8428845579119
399619;p1 * abs(x) ^ (1.0 / (p2 - abs(p3 + x) ^ p4));-1013.2384637845921;[-1.7302169269405268, 2.4058631050573074, -0.017892185557353994, 0.051285015586606246, -0.07915923994288941, -0.502424380432485, 0.7397716453383808];5104219835;43044968;24702878.969013017;-1013.2384637845921
471087;p1 * abs(x) ^ (-1.0 / (p2 + abs(p3 + x) ^ p4));-1013.2384638792784;[-1.7302245173940842, -2.40586258570395, -0.017892186956077034, 0.051284150873232376, 0.07915900803213895, -0.5024228473024372, -0.7397713386530679];6015414879;50744649;29088194.78056886;-1013.2384638792784
