n;expr;nll;coeff;sum_fevals;sum_restarts;sum_runtime;best_nll
1;p1 * abs(x + x) ^ (p2 ^ (x ^ -2.0));484.38500639312446;[1.184981669551079, 0.9996859463560445, 0.19589941211003686, -0.5074240472614585, 0.7209478268954997];5879;60;17.596892937;484.38500639312446
6;x / p1 ^ (p2 ^ (abs(p3 / x) ^ x));-721.592980820025;[-0.6444075568874857, -4.036370858816662, 0.02258313364190101, 0.09741189495187372, -0.5040891846328346, -0.732303474641568];57862;450;265.95071671100004;-721.592980820025
20;x + p1 ^ (-1.0 / x + p2 ^ (abs(x) ^ p3));-969.0718067075682;[-0.9683447526461155, -17.92515986998394, -0.12646099217464007, -0.0830066014056787, -0.4995633709837157, 0.7423789032888981];290165;2197;1434.467892344;-969.0718067075682
57;abs(x + abs(abs(1.0 / (p1 + x)) ^ p2) ^ p3) ^ p4;-980.5203069309193;[0.009634456800054791, -1.5370105850044145, 0.44272396189418806, 0.8454683283763188, 0.08204968871813034, -0.5038598308132822, 0.7400917213616198];918002;6500;4436.30491361;-980.5203069309193
85;x + p1 ^ (p2 + 1.0 / (p3 - x));-997.4988855364339;[1.231168857257488, -0.9186728195223449, -0.09651553137029698, -0.08163676643326707, -0.5024996486925871, 0.7401296589394871];1327676;10082;6524.655555537;-997.4988855364339
181;p1 + abs(p2 / abs(x) ^ (abs(1.0 / x) ^ p3)) ^ p4;-1000.7387731566923;[-0.046767330180417885, 0.439768618012607, -0.054590417580172086, -0.6882664133348096, -0.08064187278049974, -0.502469161941844, 0.7399504826006892];2563614;20633;12822.663295862998;-1000.7387731566923
224;x / (p1 + 1.0 / (x - p2 ^ (abs(x) ^ p3)));-1002.5316043674924;[0.9749824108778531, -3.5155114840949095, 0.49236787588355985, 0.08083097617482467, -0.5025005420514228, 0.740138783655975];2967120;23974;14906.996763165002;-1002.5316043674924
4012;p1 + (p2 ^ (p3 ^ (abs(x) ^ p4)) - x);-1002.5316731282028;[-0.8050181858618629, 0.8270344478442441, 13.04168658608442, 0.3164244269413893, -0.08065339247930095, -0.5026906191372238, -0.7397157615272946];50808807;429824;252665.65074280766;-1002.5316731282028
6262;1.0 / (p1 - abs(p2 + abs(x) ^ p3) ^ p4) - x;-1002.7078949546707;[-1.161204470981162, -0.7427161073835068, -0.4544797727375732, 1.124877542557734, 0.08051949741999244, -0.5025911234686412, 0.7398925389027002];78936681;675510;389085.4809139062;-1002.7078949546707
7211;p1 + 1.0 / (p2 + abs(x) ^ (abs(p3 / x) ^ p4));-1002.9692701424132;[0.6096699188416832, -1.4299014795473803, -0.0013615147971656456, 0.2315160814167033, -0.08094192985091443, -0.5026433124120743, -0.7399532442567368];91308358;776593;450466.5381942614;-1002.9692701424132
9358;abs(p1 / abs(x) ^ (abs(1.0 / (p2 - x)) ^ p3)) ^ p4;-1008.469020521996;[-0.4581228620992007, 0.017909754957810217, -0.030629059532403843, -0.715099533499078, 0.07933689283943673, -0.5024661583746886, 0.7398680813589613];118994481;1012725;583789.9005835656;-1008.469020521996
11859;p1 * abs(x) ^ (1.0 / (p2 - abs(p3 + x) ^ p4));-1013.2384637845921;[-1.7302169269405268, 2.4058631050573074, -0.017892185557353994, 0.051285015586606246, -0.07915923994288941, -0.502424380432485, 0.7397716453383808];151148436;1285651;736083.1157779716;-1013.2384637845921
168749;p1 * abs(x) ^ (-1.0 / (p2 + abs(p3 + x) ^ p4));-1013.2384638792784;[-1.7302245173940842, -2.40586258570395, -0.017892186956077034, 0.051284150873232376, 0.07915900803213895, -0.5024228473024372, -0.7397713386530679];2161343472;18228305;10398400.252611544;-1013.2384638792784
