n;expr;nll;coeff;sum_fevals;sum_restarts;sum_runtime;best_nll
1;1.0 - p1 ^ (p2 + (x + x)) / x;1853.6638969353787;[-1.5265249462929844, -8.397876344001173, 0.3165595746634227, -0.5095729923884155, 0.7301673671534239];42228;274;328.067880147;1853.6638969353787
4;p1 * abs(1.0 / (x + p2 ^ (-1.0 / x))) ^ p3;-914.014624138475;[1.8031923208244893, -308.3889943120614, -0.6619047703464671, -0.08536687676722465, -0.5034350114770874, 0.7417558583643731];65965;553;521.270078977;-914.014624138475
8;p1 + abs(p2 ^ -(x * abs(x) ^ p3)) ^ p4;-967.2454934076243;[-1.0914890717203387, 1.3660735871078054, -0.6024848345173087, -3.219853450781348, 0.08232080105867988, -0.5023925446099031, 0.7397489637360443];108453;960;791.3082143320001;-967.2454934076243
22;x + (p1 + 1.0 / x) / p2 ^ (abs(x) ^ p3);-977.3993651980428;[5.908158216182465, -9.409542962201499, -0.25360154580576616, -0.08157153216094218, -0.5035807904317574, -0.736964129811012];291627;2402;1353.919854889;-977.3993651980428
27;abs(p1 * abs(p2 + 1.0 / x) ^ (abs(x) ^ p3)) ^ p4;-1001.0549457897147;[-0.46162969100911877, -0.008392885525284385, 0.03245469031131023, -0.6978658655598896, 0.08072950996444765, -0.5024994338773251, 0.7399830135934611];357936;2845;1589.943771371;-1001.0549457897147
438;p1 + abs(1.0 / (p2 + x) + abs(x) ^ p3) ^ p4;-1002.4763453631358;[-0.05655564281859425, 3.0556390139159264, 0.38230075511499584, 2.5992393692433753, -0.08064222026256243, -0.5025761936974922, -0.7399403870072772];5693315;48328;28106.263488634013;-1002.4763453631358
2670;x + abs(p1 + abs(p2 + -1.0 / x) ^ p3) ^ p4;-1002.8180342223927;[1.2448398260740665, 0.5358447528987168, 0.8813601258333483, -0.5806488117633258, 0.08038571660015412, -0.5030103915734708, -0.7397873487690131];35157182;290398;167464.80227423;-1002.8180342223927
4141;1.0 / (p1 + p2 / (p3 - p4 ^ (abs(x) ^ p5)));-1003.1920243597946;[-0.17982550879954767, 0.19393332001552976, 1.004566177015675, -0.7502912849736173, 0.6261034333108625, -0.0806495127651481, -0.5025590200526655, -0.7399008207752297];54423634;455340;259815.4625957711;-1003.1920243597946
9145;x + abs(x * (p1 + p2 ^ x)) ^ p3;-1003.5110911717695;[-0.2623134364214464, 0.8018591788517879, 0.47497929693792357, -0.08045989276102443, -0.5029896965368574, 0.7393065269584419];118846395;1004872;574967.8714243833;-1003.5110911717695
17741;p1 - abs(1.0 / (p2 + p3 * p4 ^ x)) ^ p5;-1005.0494385029366;[-0.09935740511222081, -50.268941341725636, 50.24701096468552, -1.040045332725316, -0.7212916326093556, -0.08011564543379938, -0.5022929023315381, -0.7399989257371323];228998199;1935945;1107255.3811728198;-1005.0494385029366
32150;x / p1 ^ (p2 ^ (abs(p3 + x) ^ p4));-1008.2332586554196;[-0.06257060928884385, 0.19066859375953235, -0.01136124949806757, 0.34969760569837877, 0.08014209845250693, -0.5026406533842539, 0.7400665618461235];411636281;3490742;1986996.1519498494;-1008.2332586554196
32240;abs(x / p1 ^ (abs(1.0 / (p2 - x)) ^ p3)) ^ p4;-1008.9487656626258;[-0.33826595525274566, 0.03133255381791816, -0.343201492794439, 0.501489199676716, -0.08006275294369603, -0.5025022074631658, -0.7398529700335786];412789161;3500069;1992739.2825150448;-1008.9487656626258
45994;p1 + (abs(p2 + -1.0 / (p3 - x)) ^ x - x);-1010.8428845579119;[-1.0252474430328333, -0.775258498296267, -1.2719727716586922, -0.07914707905946171, -0.502644943118263, 0.7394415194348706];588132533;5010962;2829122.0831638533;-1010.8428845579119
93831;p1 * abs(x) ^ (1.0 / (p2 - abs(p3 + x) ^ p4));-1013.2384637845921;[-1.7302169269405268, 2.4058631050573074, -0.017892185557353994, 0.051285015586606246, -0.07915923994288941, -0.502424380432485, 0.7397716453383808];1199340887;10156359;5798443.145148961;-1013.2384637845921
211632;p1 * abs(x) ^ (-1.0 / (p2 + abs(p3 + x) ^ p4));-1013.2384638792784;[-1.7302245173940842, -2.40586258570395, -0.017892186956077034, 0.051284150873232376, 0.07915900803213895, -0.5024228473024372, -0.7397713386530679];2707301126;22828295;13110845.414066654;-1013.2384638792784
