n;expr;nll;coeff;sum_fevals;sum_restarts;sum_runtime;best_nll
1;abs(1.0 / x) ^ (abs(-1.0 / x + abs(1.0 / x) ^ p1) ^ p2);2653.4311211880104;[-158.12563982146864, -2.571274223334208, -0.5085504310437384, -0.5029153317332868, 0.7407848567797152];5505;2;50.391829104;2653.4311211880104
2;(abs(x) ^ p1 + abs(x) ^ (abs(x) ^ -x)) / x;1002.2995091352869;[2.1756856381067933, -0.26313781900508804, -0.5048895739158485, 0.7368694282724233];10628;78;94.223001356;1002.2995091352869
4;p1 + p2 * abs(abs(1.0 / (p3 + x)) ^ p4) ^ p5;-986.3977727523343;[0.11217982160563254, 1.6794275040957483, -0.011185956823002264, -0.9965735713578414, 0.7630238157170167, -0.08137563364356322, -0.5026765563588657, 0.7403266614316407];94349;493;317.70993262900004;-986.3977727523343
91;x + -1.0 / (p1 - abs(x * (p2 - x)) ^ p3);-998.8346404913368;[-0.8768776178589454, -1.874979525817946, -0.582222691150582, -0.0806264648713666, -0.5028692362706253, -0.7391045034245592];1142345;9762;5750.680451988;-998.8346404913368
160;abs(p1 / (p2 + x) + abs(x) ^ p3) ^ p4;-1002.7188020359158;[0.557764424106941, 2.1147243134608815, 0.30425766698325335, 3.273710226139738, -0.08070043492059172, -0.50260376843021, 0.7399396985021447];2052601;17552;10253.258033237005;-1002.7188020359158
1820;p1 + x / abs(1.0 / (p2 - x)) ^ (abs(x) ^ p3);-1003.5893690544175;[-0.2844627359916776, -0.9990369931021611, -1.3039169186907322, 0.08045270504106614, -0.5028645246063702, -0.7390543146618725];23802872;196004;117248.99804793108;-1003.5893690544175
9022;p1 + p2 / (p3 + abs(1.0 / (p4 - x)) ^ p5);-1005.731689193417;[-0.09580800434642224, -1.5835372931008467, -0.04043903791399359, 0.011111255062823865, 0.7043170819092895, 0.07999370032614792, -0.5024418580440285, -0.7399480876629432];114062570;959339;554674.2730216822;-1005.731689193417
19394;abs(x * p1 ^ (abs(1.0 / (p2 - x)) ^ p3)) ^ p4;-1008.9487652038757;[2.956261510141971, 0.03133253764037944, -0.34320031167673465, 0.5014901501141821, -0.08006448289205635, -0.5025001534134365, -0.7398543580653336];246659770;2083409;1196324.3468003022;-1008.9487652038757
56454;p1 * abs(x) ^ (1.0 / (p2 - abs(p3 + x) ^ p4));-1013.2384637845921;[-1.7302169269405268, 2.4058631050573074, -0.017892185557353994, 0.051285015586606246, -0.07915923994288941, -0.502424380432485, 0.7397716453383808];718489258;6048002;3474196.4354605223;-1013.2384637845921
945456;p1 * abs(x) ^ (-1.0 / (p2 + abs(p3 + x) ^ p4));-1013.2384638792784;[-1.7302245173940842, -2.40586258570395, -0.017892186956077034, 0.051284150873232376, 0.07915900803213895, -0.5024228473024372, -0.7397713386530679];12075052955;101752837;58393124.95899276;-1013.2384638792784
