n;expr;nll;coeff;sum_fevals;sum_restarts;sum_runtime;best_nll
1;p1 * (x * (p2 + abs(x) ^ p3) + -1.0 / x);241.68239113687565;[-0.025260623115846897, -86.94876326830138, -1.9420568498267246, -0.1741169126077566, -0.506639227099564, 0.7217129595587228];41126;305;262.425285644;241.68239113687565
5;x * (p1 ^ x / (p2 - abs(x) ^ p3));-968.3014596218577;[1.0043389477033986, 0.4343839490190118, 0.15096488818135015, 0.08404507903773353, -0.5024755354283703, 0.7378695622123669];136331;1103;519.295485398;-968.3014596218577
41;abs(1.0 / (p1 - abs(2.0 / x) ^ p2)) ^ p3;-1001.4228364144547;[0.3368015908127587, 0.194426990208188, 2.5220962523484856, -0.0805933375794245, -0.5025446769971911, -0.7400427596762176];590777;5198;2715.910374373;-1001.4228364144547
255;p1 + abs(x * p2 ^ (abs(x) ^ p3)) ^ p4;-1001.8475619881099;[0.007558598408921721, -2.747047927516949, 0.3249379142532653, 0.5299781888767992, -0.0806495420176342, -0.5025023516065469, 0.7399624362230957];3549859;29188;16880.166928160015;-1001.8475619881099
795;p1 + (p2 * p3 ^ (abs(x) ^ p4) - x);-1002.3236990338172;[-0.8478639759873454, 0.8018283158693149, -0.1725917112611249, 0.6914765744383129, 0.08077379308966202, -0.5027387843253989, -0.7396666404859716];9980488;84941;49182.48011271897;-1002.3236990338172
1275;abs(1.0 / (p1 - abs(p2 / (p3 + x)) ^ p4)) ^ p5;-1002.6751136507471;[4.860569221341048, -1.8103686760870659, 4.2549955080719934, -1.8527393451509024, -0.6351808082615, 0.08075460063787035, -0.5025859702659662, 0.7399650100921675];16501776;138743;80856.96370102795;-1002.6751136507471
2184;1.0 / (p1 + p2 / (p3 - p4 ^ (abs(x) ^ p5)));-1003.1920243597946;[-0.17982550879954767, 0.19393332001552976, 1.004566177015675, -0.7502912849736173, 0.6261034333108625, -0.0806495127651481, -0.5025590200526655, -0.7399008207752297];28064291;238009;138430.33891395887;-1003.1920243597946
4862;abs(p1 + abs(1.0 / (p2 - p3 ^ x)) ^ p4) ^ p5;-1003.4072806897569;[-8.809817957051123, 2.3292734089435365, -0.9588204518133127, -7.648496541442458, 0.6356028487086035, 0.08075260915728011, -0.5028002088417501, 0.7402436230396423];62741702;532620;304062.72191752755;-1003.4072806897569
12564;abs(p1 / abs(x) ^ (abs(1.0 / (p2 - x)) ^ p3)) ^ p4;-1008.469020521996;[-0.4581228620992007, 0.017909754957810217, -0.030629059532403843, -0.715099533499078, 0.07933689283943673, -0.5024661583746886, 0.7398680813589613];160078302;1365522;777138.5840718637;-1008.469020521996
77182;1.0 / (p1 ^ (abs(p2 + x) ^ p3) - abs(x) ^ p4);-1011.7646849614036;[0.4071110905561187, -0.017525486114932452, 0.22156731497379784, -0.5016951493294719, 0.07955245685092333, -0.5020357283705413, 0.7395350424413347];987110048;8325449;4774572.278596058;-1011.7646849614036
926316;p1 * abs(x) ^ (1.0 / (p2 - abs(p3 + x) ^ p4));-1013.2384637845921;[-1.7302169269405268, 2.4058631050573074, -0.017892185557353994, 0.051285015586606246, -0.07915923994288941, -0.502424380432485, 0.7397716453383808];11827162075;99756094;57197367.634275876;-1013.2384637845921
1061866;p1 * abs(x) ^ (-1.0 / (p2 + abs(p3 + x) ^ p4));-1013.2384638792784;[-1.7302245173940842, -2.40586258570395, -0.017892186956077034, 0.051284150873232376, 0.07915900803213895, -0.5024228473024372, -0.7397713386530679];13560237042;114351929;65567686.04642578;-1013.2384638792784
