generation,individual_index,expression,fitness,nodes
0,0,1/((x0) + (abs(2.2419822076646163)**(-1.4904632212837974))),-1.6725629776199338,6
0,1,abs((abs(x0)**(x0)) + (1/(-0.5131223195361938)))**((1/(x0)) + (x0)),-605716173411.4633,11
0,2,(((2.589080107866503) + (2.3984047426007566)) - (1/(0.3084711872882514))) * (abs((x0) - (-0.101332817069262))**(0.07473788109048315)),-0.05537964272659987,12
0,3,1/(((10.480798930215832) * (-19.225899818517156)) - (1.531195995716558)),-3.3135970137194772,6
0,4,(((x0) - (x0)) * (-0.861024426840266)) - (1/((0.592193589459548) * (-0.9391694233934754))),-0.06301759103812474,10
0,5,1/(1/(1.798011042839571)),-0.06301759103812464,3
0,6,1/(((-6.442169136192048) + (-6.175713779283225)) - (abs(-16.898106914797705)**(x0))),-3.362442933578104,8
0,7,(1/(1/(x0))) - ((x0) * (x0)),-15.236925848407681,7
0,8,1/(1/((x0) + (x0))),-4.5485628594961325,5
0,9,abs(abs(x0)**(x0))**((1/(-1.1517927835123714)) + (1.0943363664714076)),-0.4616924730145703,8
0,10,((1.0185050792526247) - (-0.7503207266282167)) / (abs(abs(x0)**(0.14959313207436722))**(-0.39859315806512985)),-0.05093312902555165,9
0,11,(((x0) * (76.9378626994217)) / (31.537275815398228)) * (1/((x0) + (0.362760966621342))),-0.09543892066909669,10
0,12,(abs((x0) + (3.3289516075234724))**(0.3631756481669626)) + ((x0) - (x0)),-0.06801077049292185,9
0,13,abs(((x0) + (8.174172147766471)) / ((x0) + (-0.24879852134496575)))**(abs(-0.298324837699285)**(1.4200680828304209)),-0.299915127969944,11
0,14,abs((1.1495359562089194) * (abs(0.8788402006923596)**(0.2762568600639593)))**((x0) - ((-1.383255762318221) - (2.5625108173582007))),-0.08034579244236488,11
0,15,((-0.3115849891359779) * (-1.062445607400645)) * ((x0) * (x0)),-1.3768291878445857,7
0,16,(1/(abs(x0)**(x0))) - ((-0.9132264627982304) / (abs(0.5205769175355317)**(0.44269809506758945))),-0.2832742563967745,10
0,17,(((0.6293655011358756) - (-1.0796668070166295)) * (x0)) * ((-0.7726899517142573) * (-0.6843642927297787)),-0.638677502109805,9
0,18,((abs(x0)**(x0)) / (2.7069880365618246)) + ((5.392253960192864) - ((x0) * (3.2430185668224896))),-7.948842232341849,11
0,19,((2.7146272073569846) * (abs(x0)**(0.04076484484574479))) + (1/(-1.055852644609215)),-0.06162590517751999,8
0,20,abs(1/(x0))**((abs(-0.03740253618858591)**(x0)) / (-1.1212814707519652)),-0.7273464052928691,8
0,21,(abs(x0)**((x0) + (x0))) * ((x0) + (abs(0.001328460002408245)**(x0))),-4154237.385279907,11
0,22,abs((1/(-0.8027536067590904)) - (0.6525620693554883))**(1/(abs(-1.2801181008906335)**(0.3582169971857739))),-0.06301759103813497,9
0,23,abs((-1.2202107128362305) - (-0.21376480239242054))**((74.85155204995638) + (abs(x0)**(x0))),-0.09836085904980586,9
0,24,(((x0) - (x0)) + (x0)) * (((-1.1696324400908271) * (-2.6827812152128914)) - (x0)),-0.36738115144151556,11
0,25,abs((x0) - ((-3120.892275052085) - (3124.2397921715437)))**(1/((-22.655886515706232) * (4224.177819486915))),-0.699984981433322,10
0,26,(((x0) * (-0.229735925747655)) * (-0.37562152636551566)) * (((x0) + (4.448026938991553)) + (x0)),-1.0017065335505042,11
