generation,individual_index,expression,fitness,nodes
0,0,(((6.285818970611044) - (-4.832514863456495)) - (abs(x0)**(x0))) + (1/(-0.272631770964695)),-100.27164227002211,10
0,1,(abs(abs(0.3728903402940745)**(1.1259757243730728))**(1/(0.6175398241774649))) * (((x0) + (x0)) * (x0)),-1.3768291878445864,12
0,2,1/((abs(0.11481785667778242)**(x0)) + (1.1452412841096926)),-1.016418828660866,6
0,3,1/(abs((-0.6798237870924233) - (1.5284161586174585))**(-0.7718262451806799)),-0.0650487048905724,6
0,4,(((x0) - (x0)) + (2.021296400928642)) - ((0.3499971912692861) / ((x0) + (0.3440708439867426))),-0.044308842350855054,11
0,5,((abs(-8.542469671706016)**(1.715092447687625)) + (x0)) * ((x0) * (0.021974733466178994)),-0.6740140466617469,9
0,6,1/(1/((x0) * (x0))),-9.213170910613117,5
0,7,(1/(1/(1.8936440997541029))) * (abs(1/(x0))**(x0)),-1.332593604415557,8
0,8,1/(((x0) + (x0)) - (abs(-0.9455566012511939)**(x0))),-10.574434227684021,8
0,9,abs(1/(x0))**(1/((0.5169447237512854) / (-0.32268824210384195))),-0.45123191317181954,7
0,10,(1/((x0) + (0.7179374977747365))) - ((-1.8752480175197401) * (0.7099502140829109)),-0.15510770661341194,8
0,11,((-0.22684068378772984) / (-0.2392053318809595)) * ((0.3490866418669805) * ((x0) * (x0))),-1.3768291878446761,9
0,12,abs((x0) / (1/(-2.70359123437667)))**((0.3843466892981826) + (-0.03511700933586965)),-0.16117627794441872,8
0,13,((0.36945625513077274) - (-1.388639495848324)) - ((0.02629770606764257) * ((-0.9329038780891108) * (x0))),-0.06265251371374386,9
0,14,abs(abs(0.8661034097965576)**((x0) + (6.0189710356415596)))**(1/(-1.9239337370229421)),-0.07130663452519259,8
0,15,1/(abs(2.2880804783792996)**(-0.7087975035939442)),-0.06301759103812461,4
0,16,(1/(1/(x0))) * ((x0) * ((x0) / (-8.383639260717246))),-8.049401718248701,9
0,17,(1/(abs(0.7446342152368223)**(x0))) - (1/(5.959789398965334)),-0.3022381157349414,7
0,18,(abs(x0)**(abs(-4.909300395711544e-07)**(1.9725086005598464))) / (1/((x0) - (-0.16878310373696817))),-0.6404938456941466,10
0,19,(((x0) + (x0)) + (-0.7313254248930999)) * (abs(x0)**(0.06408072112606783)),-3.5045061255202308,9
0,20,1/((15.070877748709627) * ((x0) - (1.0846984455037096))),-3.5401351845988898,6
0,21,1/((x0) - (0.7216558218444227)),-163.2559153827431,4
0,22,1/((-11.870777818723546) + ((-12.30749779404177) - (x0))),-3.436789560265912,6
0,23,1/(1/(1.7980110002993863)),-0.06301759103812704,3
0,24,(((2.465210427187633) + (0.7942798920672076)) + (x0)) * (((1.2314427819729425) + (x0)) / (7.737109459014819)),-0.6830520929861739,11
0,25,abs(((-0.22515258816325817) - (1.0100176774203569)) + (abs(0.018226419501650923)**(x0)))**(1/(1/(x0))),-0.2659383752149773,11
0,26,abs((abs(-0.5053423692491701)**(x0)) / (-0.9263532392547289))**(1/((x0) * (-1.03294159410037))),-0.03573107495222549,10
0,27,abs((x0) * ((3.538275667982808) + (x0)))**(abs(-0.7029167697265165)**((x0) + (x0))),-0.020399764805688236,11
0,28,(1/(0.7121442480497078)) + (((x0) - (3.694442436625731)) / (-5.445719750457305)),-0.0891268751890461,8
0,29,(((x0) + (x0)) + ((x0) / (0.8788366058921288))) - ((x0) * (x0)),-0.3673811514415121,11
0,30,((-0.16447703822403076) - (-0.405854242213327)) - ((-1.3251498848771939) * (1.1746849988360564)),-0.06301759103814855,7
0,31,1/(((0.11933055402223917) / (x0)) * (9.272684396881914)),-0.6386775021098063,6
0,32,abs(1/((0.29274782384133663) + (x0)))**((-0.6882952138900225) - (-0.13715461876192606)),-0.308681793898593,8
0,33,(abs(x0)**(abs(0.025669317616632607)**(2.1009623611292967))) * (((3.7861658170653767) + (x0)) * (0.320048267245719)),-0.11963105740249787,11
0,34,((x0) * (1/(1.3102429794063193))) / (abs((0.12443078148113798) + (0.2974231553907198))**(0.19580412374544)),-0.6386775021099157,10
0,35,((x0) * ((0.006015371510245467) / (0.3768412518415127))) + (((0.02966897996812942) / (0.4536418392082849)) * (1/(0.03647427399586152))),-0.06314033353430844,12
0,36,(1/(-1.3950882382656522)) / (1/((-0.6503938962991704) - (x0))),-0.3806321585653397,7
0,37,((1/(0.8464921856591334)) + ((x0) + (-2.605999054920527))) * ((x0) - ((-2.2242420157720213) * (-0.640510893102192))),-2.170097125592749,12
0,38,1/(1/(1.7980110418718132)),-0.06301759103812467,3
0,39,1/(abs(0.6318165355856373)**((x0) * (0.5828886011481912))),-0.2177545451403977,6
0,40,1/(1/(1.798011034744027)),-0.06301759103812482,3
0,41,((1/(-1.696983533900878)) - (x0)) - (abs(abs(-1.3258090666989908e-09)**(x0))**(1/(x0))),-16.83188420117693,11
0,42,1/((abs(x0)**(-0.023257400573597858)) + ((x0) * (-0.14840501155942043))),-0.30587655397664043,8
0,43,(((x0) / (-0.9599398944746976)) + (x0)) + ((x0) - (1/(8.524166427651814))),-0.718171915090772,10
0,44,abs((x0) * (0.24998374160199827))**((-0.46107798372201964) * (x0)),-0.029547488695177836,7
0,45,((abs(-1.1302318415404669)**(-0.5104648233243023)) * (-1.5498460863931693)) + ((x0) + (x0)),-2.4287539559337015,9
0,46,((x0) + (-0.7660217844410936)) - ((0.6899345396019662) - (x0)),-2.428753955933666,7
0,47,(1/(1/(x0))) / (1/((0.6422716901855877) - (-0.2614669998174578))),-0.6386775021098048,8
0,48,(((-3.2333222859899293) + (x0)) / (1/(x0))) - (1/((-0.6660255339896654) - (-0.40322624839010013))),-0.7564328590081381,11
0,49,abs(abs((x0) / (x0))**((x0) - (x0)))**((0.645035781399675) + (x0)),-0.699839226519337,11
0,50,abs((abs((x0) * (x0))**(abs(x0)**(-0.4113255704775625))) / (0.00022501455813124063))**(0.06859694456564383),-0.044123553826014204,11
0,51,abs(((4.1170282728011225) * (x0)) * (x0))**((abs(1/(1.6550557750652688))**(x0)) / (x0)),-0.12556947481091818,12
0,52,1/((((0.08098827406615758) + (x0)) * ((-0.6691083884233131) / (x0))) / (-1.2966328370728932)),-0.03731008765858168,10
0,53,1/((-0.9908280982372974) - (1/((x0) - (x0)))),-3.2958613259668508,7
0,54,abs(1/(-0.9698219282561568))**((1/((x0) / (-0.8206325446757208))) + (-0.2519801001167926)),-0.7445256023332479,9
0,55,abs((x0) + (((-0.9810908972412388) - (1.670593382355051)) + (-1.0003312167707572)))**((-0.46221651531374003) + (x0)),-0.3114256140878888,11
0,56,(abs((0.3250637180115683) + (-0.37238481942499546))**(x0)) * ((1/(0.9096220845187735)) * (1/(-0.9586516495522994))),-3.52709633862816,11
0,57,1/(((-4.688204585793827) + ((0.8140851900384178) / (x0))) - (x0)),-4.040192674037724,8
0,58,1/((x0) - (-0.3001894835870216)),-1.6725629776198678,4
0,59,(abs(x0)**(x0)) * ((((-0.8845494537418472) - (-0.13184221282398642)) * (-0.6397784685000665)) / (1/(0.1550352232252015))),-2.556331495490982,12
0,60,abs(abs(1.7744472441795107)**(x0))**(abs(1/(x0))**((-0.23176157734655614) * ((-1.727872724053321) - (2.22324470861756)))),-0.05116808577844054,12
0,61,1/(1/(abs((1.3948036714128664) / (-1.0672836217673003))**(x0))),-0.21775454514039805,7
0,62,(abs(abs(-0.6251989352627432)**((-0.8268010429819926) + (-0.3159627559379012)))**((-0.47015409549716225) * (0.40106993894147935))) * (x0),-0.6386775021741278,11
0,63,abs((-1.9015377961217952) - (1/(1.8456518856913962)))**((0.10244960746398381) - (-0.5542567893945208)),-0.06301759104295432,8
0,64,1/((1/(abs(-1.1529394375859314)**(-0.38654975889666376))) / (1.8996932818844612)),-0.06301759103853756,7
0,65,((abs((3.6866370988836166) - (x0))**(x0)) + (abs(x0)**(x0))) - (6.196258565595585),-90.31473620069248,11
0,66,((x0) * (x0)) * (((0.2902413904628984) - (abs(0.8505513041890931)**(2.037129054040511))) - (-0.7599033495662392)),-1.376829187844588,11
0,67,(abs(x0)**(abs(x0)**(x0))) - ((-0.03888163038703185) * (0.9477483787940724)),-3.0070176451519484e+79,9
0,68,((0.1460433496391947) / (0.7229006359117082)) - (1/(-0.6265716572508688)),-0.06301759103821526,6
