n;expr;nll;coeff;sum_fevals;sum_restarts;sum_runtime;best_mse
1;abs(abs(x) ^ p1) ^ (-2.0 * x + 1.0 / x);1.7976931348623157e308;[0.0, 0.0];248;0;0.22554844;4.966003134978773e305
2;abs(-1.0 + p1 ^ x) ^ p2;1.7976931348623157e308;[0.0, 0.0, 0.0];589;0;0.547672249;496600313497877300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
3;p1 / (1.0 / x - p2 ^ (x + x));375.0823949038503;[0.7261439373224033, 0.5887632914162575, 0.6819497498279898];23748;205;11.639930455;0.4650554331829517
6;abs(p1 + -1.0 / (-1.0 + x)) ^ p2;12.159091198182407;[111.98545295801225, 0.12404275904492493, 0.25023615878187];32659;304;16.270823894;0.06261816953671794
26;p1 * abs(x + 1.0 / (p2 + x)) ^ p3;-326.28915034848484;[2.904269657033996, -0.04765659605022285, -0.5079490204853089, 0.09824511294386618];143535;950;94.22031428599999;0.00965210181822347
32;abs(p1 + abs(abs(x) ^ x) ^ p2) ^ x;-349.3362271086947;[1.1998582775371573, -1.605391233381834, -0.09218519384146898];150417;1025;100.69163169499998;0.008498109957499275
969;p1 ^ (abs(3.0 * x) ^ (1.0 / x));-439.24189731780075;[-1.27132627575855, 0.07191186883315245];15774752;21727;9216.028438065;0.005171316875250844
12578;p1 - abs(p2 + 1.0 / (p3 + x)) ^ p4;-497.93393070182196;[2.262052263951353, -0.772782903719715, 0.30087982514618816, 0.6768993161986618, -0.061148708322969286];161164367;324012;102230.2566049333;0.0037391637606718603
39610;1.0 / (p1 + abs(p2 + p3 ^ x) ^ p4);-547.044965684411;[0.455524443322374, -0.19111053641766093, -0.17685213286850085, 1.2164067923256552, 0.05339102833633362];609723960;1033905;387021.92728259857;0.002850602307838145
51163;p1 / (1.0 / (p2 + x) - p3 ^ x);-556.9439756680217;[0.3008681136542706, 0.6733527565497107, -0.45284796737000566, -0.05195082241417289];769072621;1334750;488989.8377566599;0.0026988874840232616
