n;expr;nll;coeff;sum_fevals;sum_restarts;sum_runtime;best_mse
1;abs(x) ^ (p1 ^ -(abs(x) ^ (abs(x) ^ x)));1.7976931348623157e308;[0.0, 0.0];267;0;0.363959772;4.966003134978773e305
2;x - abs(abs(abs(x) ^ p1) ^ x) ^ p2;1.7976931348623157e308;[0.0, 0.0, 0.0];712;0;0.9035602840000001;496600313497877300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
7;x - p1 ^ (p2 / p3 ^ x);367.4449532324544;[66.72612508029599, -993.5413117071075, 51.35172754375312, 0.6677126953923399];17441;125;14.063926338;0.4458402924835822
12;x * (p1 * x + x / (p2 + x));336.9646452061806;[-0.12150233621093379, -0.18270945054946924, -0.613793346727983];75523;362;32.777250214999995;0.3767422653735394
14;p1 / (x + p2 ^ (p3 - x));-133.95995985798407;[4.467085320775845, -3.2051643911002423, 1.2062464276281033, -0.1671282689551327];85496;462;38.596535614;0.027931858225990983
135;1.0 / (p1 + p2 * abs(p3 ^ x) ^ p4);-180.37359222737817;[0.5375414762684757, 1.8272268851042113, -3.967549634517401, -5.101444968267791, 0.14701684338717919];365361;2807;208.6966717320001;0.021613951331543136
204;p1 * (p2 ^ x - p3 ^ x);-295.14315776417817;[-2.3842806238526975, -0.04275604298056215, 0.8776178350601266, 0.10707227980035887];529114;4344;324.3303147950001;0.01146447362432913
345;p1 ^ (p2 / (x + 1.0 / x) - x);-299.01658950875816;[-0.9688286410230392, -42.0619429222353, 0.1059331970478973];1063240;8046;643.4815355320002;0.01122173842913305
894;x * (p1 + p2 ^ -(p3 ^ x));-330.23922072679056;[-0.6993159373652015, -0.12429649006788572, -0.47637094080944575, -0.09717890516838332];7549374;23201;4402.300276730004;0.009443740143968014
991;abs(p1 * p2 ^ (abs(1.0 / x) ^ x)) ^ x;-346.8034820028168;[-1.1599325537341112, 1.767824830650629, 0.09283243213843738];9087310;25787;5215.859267010002;0.008617860462950476
2541;abs(1.0 / (p1 * x + p2 ^ x)) ^ p3;-357.54498885643;[0.032997234643128134, 0.005440062660896501, 0.21858165259405798, -0.0901183175732269];22796657;64136;13106.384875109989;0.008121310282377055
3078;x * (p1 + p2 ^ (p3 + x));-390.07416324868746;[0.449005416124551, -0.27541429242782645, -1.363221206059343, 0.08237350101447216];27062815;79425;15738.715568027965;0.00678539365782473
3812;p1 + 1.0 / (x + p2 / (p3 - x));-422.3668214626465;[1.3628838380461736, -0.3664555501118346, 0.33053386388523304, -0.07534349086874746];32904885;98779;18920.474759142966;0.005676641848995087
23292;1.0 / (p1 + abs(p2 + p3 ^ x) ^ p4);-547.044965684411;[0.455524443322374, -0.19111053641766093, -0.17685213286850085, 1.2164067923256552, 0.05339102833633362];327089445;619872;211603.11312945222;0.002850602307838145
61993;p1 / (1.0 / (p2 - x) + p3 ^ x);-556.9439756670192;[-0.30086811261486995, -0.6733527125693481, 0.4528479731674669, 0.05195084686912565];989937019;1626802;632032.8447473984;0.002698887484036575
74779;p1 / (1.0 / (p2 + x) - p3 ^ x);-556.9439756680217;[0.3008681136542706, 0.6733527565497107, -0.45284796737000566, -0.05195082241417289];1219710845;1959604;779317.1821223514;0.0026988874840232616
