n;expr;nll;coeff;sum_fevals;sum_restarts;sum_runtime;best_mse
1;abs(x) ^ (x + x * abs(x) ^ x);1.7976931348623157e308;[0.0];202;0;0.201316179;4.966003134978773e305
2;x + x * abs(x) ^ (0.5 / x);841.0071884622538;[2.4701669276519382];595;15;0.404562619;6.101724650464898
8;p1 + p2 ^ -((x + abs(x) ^ x));11.735166434201382;[0.8150656774979974, 1.002409015916878, 0.24994335384299612];20162;299;15.892201104;0.06247168152196074
20;p1 + -1.0 / (p2 - abs(x) ^ x);9.776891991755972;[1.6962322203867548, -6.667945395598373, -0.24859491396000016];46267;602;32.77013889999999;0.06179943132745936
29;p1 + -1.0 / (p2 + abs(p3 ^ x) ^ x);-190.8452456874289;[1.859718462893384, -0.1641220882990418, 1056.9682814215994, 0.14282506367435224];99352;946;70.73633733099999;0.02039897311660718
526;p1 - abs(p2 + p3 * x) ^ x;-249.0187567494322;[1.976187340359908, 0.27871206143601357, -0.3174397055365913, -0.12162227926111378];11336081;12735;7088.797662721993;0.014791962346643683
820;abs(p1 + abs(abs(x) ^ x) ^ p2) ^ x;-349.3362271086947;[1.1998582775371573, -1.605391233381834, -0.09218519384146898];14715594;23057;8839.698927138994;0.008498109957499275
2005;p1 + 1.0 / (x + p2 / (p3 + x));-422.3668214626467;[1.362883835560016, 0.3664555492234203, -0.33053386275018265, -0.07534349244908463];41491746;56817;24659.231318414983;0.005676641848995082
39361;p1 - abs(p2 + -1.0 / (p3 + x)) ^ p4;-497.93393070182753;[2.2620522470343785, 0.7727828926039556, 0.3008798424323267, 0.6768993471343056, -0.061148703359623045];612976784;1031478;391881.57399972796;0.0037391637606718135
45104;p1 / (1.0 / (p2 + x) - p3 ^ x);-556.9439756680217;[0.3008681136542706, 0.6733527565497107, -0.45284796737000566, -0.05195082241417289];700629387;1177182;449072.99122922885;0.0026988874840232616
