n;expr;nll;coeff;sum_fevals;sum_restarts;sum_runtime;best_mse
1;p1 + abs(x) ^ -(p2 ^ (abs(x) ^ p3));1.7976931348623157e308;[0.0, 0.0, 0.0, 0.0];331;0;0.311879604;4.966003134978773e305
2;abs(x * x) ^ x - abs(x) ^ p1;1.7976931348623157e308;[0.0, 0.0];575;0;0.5364742769999999;496600313497877300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
6;abs(p1 + x) ^ (p2 ^ (abs(x) ^ -x));91.71034290569088;[-4.29618006991683, 0.4709107821467738, -0.3117371043523272];10258;173;10.62845207;0.09718002265722886
16;p1 ^ -(x / p2 ^ x);-205.1938787929413;[-0.21354618741845413, 2.249567376974133, 0.13727453303183318];18215;254;18.664625619;0.018844297460021364
142;p1 * p2 ^ (p3 / (x + 1.0 / x));-269.48845609955447;[0.9352644387281024, -2.5293745258482225, 1.7229351583213857, -0.11493577345642546];449330;3411;344.2013262519997;0.01321023208091214
162;p1 + p2 / (x + -1.0 / (p3 - x));-357.88377127232826;[0.8297422990261014, 2.5176936798953364, 0.0985640616421357, 0.09003401302232808];513091;4052;376.01103435399966;0.00810612363138225
612;p1 - abs(p2 + 1.0 / (p3 + x)) ^ p4;-497.93393070182196;[2.262052263951353, -0.772782903719715, 0.30087982514618816, 0.6768993161986618, -0.061148708322969286];6101050;15169;3520.861827605997;0.0037391637606718603
12014;p1 - abs(p2 + -1.0 / (p3 + x)) ^ p4;-497.93393070182753;[2.2620522470343785, 0.7727828926039556, 0.3008798424323267, 0.6768993471343056, -0.061148703359623045];215474155;325552;143937.92808802772;0.0037391637606718135
16159;1.0 / (p1 + abs(p2 + p3 ^ x) ^ p4);-547.044965684411;[0.455524443322374, -0.19111053641766093, -0.17685213286850085, 1.2164067923256552, 0.05339102833633362];307572726;426883;201007.44446614126;0.002850602307838145
37594;p1 / (1.0 / (p2 - x) + p3 ^ x);-556.9439756670192;[-0.30086811261486995, -0.6733527125693481, 0.4528479731674669, 0.05195084686912565];653246688;988512;429505.0805943207;0.002698887484036575
37860;p1 / (1.0 / (p2 + x) - p3 ^ x);-556.9439756680217;[0.3008681136542706, 0.6733527565497107, -0.45284796737000566, -0.05195082241417289];654934435;996084;430665.4978280644;0.0026988874840232616
