n;expr;nll;coeff;sum_fevals;sum_restarts;sum_runtime;best_mse
1;abs(x + x) ^ (x - abs(1.0 / x) ^ p1);1.7976931348623157e308;[0.0, 0.0];0;0;0;4.966003134978773e305
2;1.0 / (x + abs(x) ^ (x * (p1 - x)));1.7976931348623157e308;[0.0, 0.0];323;0;0.269438538;496600313497877300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9;1.0 / (p1 + x * p2 ^ (-2.0 * x));-24.000748173004816;[0.5476182646554564, 13.827730171272187, 0.22644822066105408];10464;130;7.4777418540000005;0.05127879767744475
41;p1 - p2 ^ (abs(x + x) ^ x);-33.80846012715945;[1.8417477295450315, 0.21632359576940227, 0.22039539824397364];3865908;467;1993.179590964;0.04857413133890537
60;p1 ^ (p2 ^ -(x / p3 ^ x));-181.16219716517583;[1.2241490923046678, 0.0562617718371434, -2.3142863786400643, -0.14669692664076683];4141527;991;2262.6176827169998;0.021519985635770473
67;x * (p1 + p2 ^ (abs(x) ^ -x));-263.46713150377116;[-0.41721155364332263, -2.569563447918894, -0.11686354482942515];4177107;1132;2283.635614779;0.013657088265181385
217;p1 ^ (1.0 / (x + abs(x) ^ (-1.0 / x)));-263.783762893331;[-4.673951478622127, -0.11676137286852356];6082149;4917;3385.492594654001;0.01363321819487098
342;abs(p1 ^ -x) ^ (p2 - p3 ^ x);-267.27282327907056;[6.05939602575655, -0.0605231997950508, -0.32258530516158557, 0.11564139576133313];6576890;7902;3698.4872574450014;0.013372933180281326
428;p1 + 1.0 / (x + abs(p2 + x) ^ p3);-313.6832478389822;[1.263266163502474, 0.35456943362822346, -6.320345270649792, 0.10172655988098335];14929678;10552;9891.901604264;0.010348292878689276
570;abs(1.0 / (p1 + p2 ^ (p3 ^ x))) ^ x;-320.0301012534485;[-0.8342887166210458, -0.6351933881573071, 2.353747041331837, -0.09995855458638635];15470606;14792;10272.659261750006;0.009991713289162478
1451;abs(p1 ^ (p2 - abs(1.0 / x) ^ x)) ^ x;-346.80348200281696;[0.5656669044378965, -0.26039822835505116, -0.0928324325884579];24395524;40084;15203.495087286992;0.008617860462950475
1700;p1 ^ (abs(3.0 * x) ^ (1.0 / x));-439.24189731780075;[-1.27132627575855, 0.07191186883315245];26261989;45884;16335.93924788898;0.005171316875250844
5983;p1 / (1.0 / (p2 - x) + p3 ^ x);-556.9439756670192;[-0.30086811261486995, -0.6733527125693481, 0.4528479731674669, 0.05195084686912565];114451278;159219;69122.84386251599;0.002698887484036575
64322;p1 / (1.0 / (p2 + x) - p3 ^ x);-556.9439756680217;[0.3008681136542706, 0.6733527565497107, -0.45284796737000566, -0.05195082241417289];1064070832;1687012;680943.8599416513;0.0026988874840232616
