n;expr;nll;coeff;sum_fevals;sum_restarts;sum_runtime;best_mse
1;1.0 + abs(abs(1.0 / x) ^ x) ^ p1;56.0403295454642;[0.11957815050267037, -0.2824846650400419];2148;35;1.506146748;0.07979758693644864
4;p1 / abs(p2 / (p3 - x)) ^ x;-49.08861712945616;[1.4553339174979247, -8.684713271358852, 11.898927164080462, -0.2112860325557986];58716;273;30.542028519000002;0.044641787297623144
7;abs(1.0 / (p1 + p2 ^ -x)) ^ x;-168.59933588602541;[-1.1115067863163848, 1.6313115335105446, -0.15187726681562547];88128;587;53.850385263;0.02306670281724878
178;abs(p1 + p2 * p3 ^ x) ^ x;-313.12993971099473;[-1.155787836826156, -4.237632622815216, 0.2061705508465475, -0.10188216463104594];1621163;4566;965.0664405520013;0.01037997550422478
196;abs(p1 + p2 ^ (abs(x) ^ -x)) ^ x;-361.34123388775527;[0.16312638419094516, -1.8933578085619986, 0.08917819256232867];1700614;5336;1017.2824467190012;0.007952749965989532
3620;x * p1 ^ (p2 ^ x - x);-375.45849117932147;[-6.2484723957615715, -1.3910443557897874, -0.08576736548075456];45805062;91091;27479.534057549015;0.007356040996169245
3722;p1 ^ (x / abs(x) ^ (abs(x) ^ (1.0 / x)));-395.1302311147409;[2.1392892878229066, -0.08123098445950522];46290446;94802;27785.869434363012;0.006598472836409111
8715;p1 - abs(p2 + 1.0 / (p3 - x)) ^ p4;-497.9339307018041;[2.2620522480871177, 0.7727828912048132, -0.30087985624089336, 0.676899309489513, -0.06114870389311681];134853391;229299;85875.2625709359;0.0037391637606722975
18402;p1 - abs(p2 + 1.0 / (p3 + x)) ^ p4;-497.93393070182196;[2.262052263951353, -0.772782903719715, 0.30087982514618816, 0.6768993161986618, -0.061148708322969286];253080974;492500;159554.3244138483;0.0037391637606718603
21626;1.0 / (p1 + abs(p2 + p3 ^ x) ^ p4);-547.044965684411;[0.455524443322374, -0.19111053641766093, -0.17685213286850085, 1.2164067923256552, 0.05339102833633362];285924456;578421;180924.36016340545;0.002850602307838145
44031;p1 / (1.0 / (p2 - x) + p3 ^ x);-556.9439756670192;[-0.30086811261486995, -0.6733527125693481, 0.4528479731674669, 0.05195084686912565];700261730;1166551;444053.15697141667;0.002698887484036575
44959;p1 / (1.0 / (p2 + x) - p3 ^ x);-556.9439756680217;[0.3008681136542706, 0.6733527565497107, -0.45284796737000566, -0.05195082241417289];722093346;1190090;455814.2200425325;0.0026988874840232616
