n;expr;nll;coeff;sum_fevals;sum_restarts;sum_runtime;best_mse
1;x + abs(abs(x) ^ -x) ^ (x + x);274.4305288975699;[0.516415728020601];401;15;0.281592565;0.26668520414704605
27;p1 ^ (abs(-1.0 + p2 * x) ^ x);12.230896654131158;[-1.8215178217712396, 0.006753231526187993, 0.250285868674147];736938;755;397.63391773499995;0.06264301604619006
29;p1 / (1.0 + x * p2 ^ x);-9.379820752853997;[1.8151534285223838, -0.007365944589893039, 0.2357815226590527];742308;816;400.576239527;0.055592926427778244
62;abs(abs(1.0 / (p1 - x)) ^ p2) ^ (p3 ^ x);-254.28079679675994;[-0.8671758824742452, -2.2090612518022854, 0.5098899134422483, -0.11986709567715917];821036;1675;463.51669149300005;0.014368120584525476
291;1.0 / (p1 + abs(p2 + p3 ^ x) ^ x);-263.34661707651225;[0.4626758683023224, -1.1337645053428271, 1.1844936467819396, -0.11690244877916864];4561778;7697;3128.3923426819997;0.013666184531618518
712;abs(p1 + abs(x ^ -2.0) ^ x) ^ x;-273.08512379329807;[1.227337389824385, -0.11379947773386376];6860934;17871;4673.780652379995;0.012950321249214816
751;abs(abs(1.0 / (p1 + p2 ^ x)) ^ p3) ^ x;-287.69874481148156;[1.0515822827468067, -0.2715045591481671, -2.4898828704179468, 0.10929698027513447];9497267;18819;6267.210077502995;0.011945831117574137
1951;p1 ^ (x + 1.0 / (p2 - p3 ^ x));-305.34418593418724;[-0.903649178115354, -0.1253156592088621, -0.0025323363189088278, 0.10409714137352376];26031536;52183;15736.33154728899;0.01083621463995955
2346;abs(p1 + 1.0 / (p2 - p3 ^ x)) ^ x;-380.82028833064874;[4.466500035786827, -0.3050528658189271, -0.11391358690088094, 0.08450637590034243];27261216;61479;16590.500506018005;0.007141327555461794
6112;abs(1.0 / (p1 + p2 / abs(x) ^ x)) ^ x;-405.41201001996103;[0.8442717846876786, -0.36086485279586694, 0.07895626144348984];91614475;157477;54343.60862738811;0.0062340912924479614
7391;p1 - abs(p2 + 1.0 / (p3 + x)) ^ p4;-497.93393070182196;[2.262052263951353, -0.772782903719715, 0.30087982514618816, 0.6768993161986618, -0.061148708322969286];106058177;190134;62351.562327853084;0.0037391637606718603
24239;p1 - abs(p2 + -1.0 / (p3 + x)) ^ p4;-497.93393070182753;[2.2620522470343785, 0.7727828926039556, 0.3008798424323267, 0.6768993471343056, -0.061148703359623045];338877995;629306;212473.9431886664;0.0037391637606718135
54567;p1 / (1.0 / (p2 + x) - p3 ^ x);-556.9439756680217;[0.3008681136542706, 0.6733527565497107, -0.45284796737000566, -0.05195082241417289];812986295;1427478;512745.27298552275;0.0026988874840232616
