n;expr;nll;coeff;sum_fevals;sum_restarts;sum_runtime;best_mse
1;abs(x) ^ (p1 - p2 ^ x);1.7976931348623157e308;[0.0, 0.0, 0.0];300;0;0.260417526;4.966003134978773e305
2;abs(x * x) ^ p1 / abs(1.0 / x) ^ x;1.7976931348623157e308;[0.0, 0.0];547;0;2.084258171;496600313497877300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
3;p1 - abs(x * x) ^ (0.5 / x);318.46527811806016;[2.936411003367223, 0.5832145159994679];2058;35;2.833264831;0.34013917069424987
19;x + p1 ^ -((x + p2 ^ x));265.58915152673313;[-1.001225412983929, 75.49100074038951, 0.5039556979092966];37330;189;29.902577999000002;0.25397137488028054
20;p1 / (p2 - abs(1.0 / x) ^ -x);11.280622073859869;[-1109.5155799492397, -611.5836661260279, 0.24962929456129263];48622;310;35.461101653;0.062314993539330996
25;abs(p1 * abs(p2 ^ -x) ^ p3) ^ x;9.416946534738054;[-2.203376764483484, 1.083803267962149, 2.8180069494987356, 0.2483478530993763];63194;501;48.019522648;0.0616766560731417
40;1.0 / (p1 + x * p2 ^ (x + x));-24.000748173004855;[0.5476182645662124, -0.07231844774780367, -0.22644822269702336];83942;771;60.522472449;0.05127879767744474
51;x * p1 ^ (x - p2 ^ -x);-375.4584911793214;[-0.16003911632106135, 0.7188843373962281, -0.08576736474280139];123032;1287;87.12728605199999;0.007356040996169246
2471;p1 * (x * (p2 + p3 ^ x));-390.0741632486615;[5.799923995897459, 0.07741573645979201, 0.275414305105222, 0.08237348256746947];24385049;67758;15032.06400612902;0.006785393657825027
5123;x * (p1 + p2 ^ (p3 + x));-390.07416324868746;[0.449005416124551, -0.27541429242782645, -1.363221206059343, 0.08237350101447216];74562864;137718;42794.48510355804;0.00678539365782473
8377;abs(p1 / (p2 - abs(x) ^ -x)) ^ x;-405.41201001996126;[-2.7711205161897516, 2.339578865751049, -0.07895626187735906];145189785;215256;86794.94863733595;0.006234091292447958
9328;p1 / (1.0 / (p2 - x) + p3 ^ x);-556.9439756670192;[-0.30086811261486995, -0.6733527125693481, 0.4528479731674669, 0.05195084686912565];153302933;238721;91597.99669409796;0.002698887484036575
60624;p1 / (1.0 / (p2 + x) - p3 ^ x);-556.9439756680217;[0.3008681136542706, 0.6733527565497107, -0.45284796737000566, -0.05195082241417289];891155840;1594385;570593.3072726789;0.0026988874840232616
