n;expr;nll;coeff;sum_fevals;sum_restarts;sum_runtime;best_mse
1;abs(x) ^ (p1 * abs(1.0 / (p2 + x)) ^ x);1.7976931348623157e308;[0.0, 0.0, 0.0];299;0;0.249807126;4.966003134978773e305
2;abs(0.5 * x) ^ p1;1.7976931348623157e308;[0.0, 0.0];540;0;0.421444727;496600313497877300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
10;p1 + p2 * abs(x + x) ^ (1.0 / x);-161.84489283501753;[1.0917592547234924, 0.39372189549956743, 0.15473769568711992];7675;55;4.645571093;0.023943754229231128
72;p1 - p2 ^ x / (p3 + x);-190.26083028586052;[3.20050003768884, -1.7597703454396407, 0.36049782821719323, 0.14305573152913065];229783;827;135.440488427;0.02046494406087586
100;1.0 / (p1 + abs(x + p2 ^ x) ^ p3);-193.46956747067586;[0.5376629827414077, -0.379432016191898, -27.131625637426264, -0.14179331587106817];414844;2108;249.54332371799995;0.020105341917312752
161;p1 / p2 ^ (abs(p3 ^ -x) ^ x);-194.22448337201973;[1.8612670608523063, -2.536044137282908, -5590.137745469573, -0.14149820571568472];606619;4022;363.0040253579998;0.020021661064354938
256;p1 ^ -(x / (p2 - x * x));-283.8988613437926;[4.68748530082871, -1.1894887270232495, 0.11045030286955279];8199304;5976;5992.198170508;0.01219927090869092
344;p1 ^ (1.0 / (p2 / (p3 + x) - x));-372.996981869151;[-0.24740418442215742, -0.725059108789265, -0.18546740291064573, 0.08635254783561287];10389717;8190;7581.922159367001;0.007456762798665924
923;abs(p1 + 1.0 / (p2 - p3 ^ x)) ^ x;-380.82028833064874;[4.466500035786827, -0.3050528658189271, -0.11391358690088094, 0.08450637590034243];19937424;23463;12973.052135982998;0.007141327555461794
4728;p1 - abs(p2 + 1.0 / (p3 + x)) ^ p4;-497.93393070182196;[2.262052263951353, -0.772782903719715, 0.30087982514618816, 0.6768993161986618, -0.061148708322969286];63041921;121247;39944.84393237293;0.0037391637606718603
9371;p1 / (1.0 / (p2 + x) - p3 ^ x);-556.9439756680217;[0.3008681136542706, 0.6733527565497107, -0.45284796737000566, -0.05195082241417289];127568083;243318;78452.90447558105;0.0026988874840232616
