n;expr;nll;coeff;sum_fevals;sum_restarts;sum_runtime;best_mse
1;x / (p1 * x);1.7976931348623157e308;[0.0, 0.0];0;0;0;4.966003134978773e305
2;p1 / abs(x) ^ (abs(1.0 / (p2 - x)) ^ p3);1.7976931348623157e308;[0.0, 0.0, 0.0, 0.0];0;0;0;496600313497877300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
4;p1 * (x + abs(x) ^ x) - x;859.4203621561851;[0.18549913767462847, 2.5990626016691087];10924;35;5.88847396;6.755126527698243
5;x / (p1 + -0.3333333333333333 / x);419.3465986440118;[1.3108559367475912, -0.7706487814237282];19847;184;9.156590806;0.593899564333346
7;p1 + -1.0 / (p2 ^ x + p3 ^ x);-62.22810523723227;[1.829452697017534, 16.00024651708949, -26.638840727031727, -0.20375258861741002];49736;294;31.028264970000002;0.041515900489204595
85;p1 + -1.0 / (p2 + p3 ^ (p4 - x));-193.57203320130336;[1.8596197247896538, 0.8962842902780066, -1.0356068236102604e-5, 0.34744515097368883, 0.14175316973360835];358725;1974;223.12062783300004;0.020093963323190744
226;1.0 / (-1.0 / (p1 + -1.0 / x) + p2 ^ x);-279.84741045376234;[-1.333648214173976, 0.0736835650461599, -0.1116933963134978];1236901;5666;867.8563037550001;0.012475414841913227
652;p1 ^ (x + p2 / (x + 1.0 / x));-299.0165895177246;[-1.032174449351255, 42.061698435801816, 0.10593270843684637];4804500;15455;2967.0544183630004;0.011221738429057264
975;abs(p1 / (x + 1.0 / (p2 + x))) ^ p3;-326.28915034848484;[8.157958902692036, -0.0476565984821264, 0.5079490226810661, 0.09824511116896487];5950742;24175;3703.068438258003;0.009652101818223468
1952;1.0 / (p1 + (p2 ^ x - p3 ^ x));-375.28277382487926;[1.3857385362745733, 0.024184252658734248, 0.9148130282744928, 0.08580900856843394];28725073;48617;20112.210223974016;0.0073631858121666425
2299;1.0 / (p1 ^ x + p2 ^ (p3 ^ x));-376.4566597401364;[0.02401926677498181, -0.38829275525072904, 0.796059862823901, -0.08553119820102534];31087475;59970;21739.434516389003;0.007315585969489517
9318;p1 + -1.0 / (p2 / (p3 - x) - x);-422.3668214626465;[1.3628838349711832, 0.36645555079360326, 0.33053386474095353, -0.07534349152641123];152413995;241688;99082.57888357186;0.005676641848995088
13666;p1 - abs(p2 + -1.0 / (p3 - x)) ^ p4;-497.9339307018077;[2.2620522444862323, -0.7727829049519775, -0.30087985076787527, 0.6768993521895839, -0.06114869612207228];221219762;354967;147956.07829857132;0.0037391637606721626
33303;p1 / (1.0 / (p2 + x) - p3 ^ x);-556.9439756680217;[0.3008681136542706, 0.6733527565497107, -0.45284796737000566, -0.05195082241417289];532899422;871054;345289.6078205072;0.0026988874840232616
