n;expr;nll;coeff;sum_fevals;sum_restarts;sum_runtime;best_mse
1;x - abs(x + -1.0 / x) ^ x;1259.180475479874;[-7.841738493633845];658;15;0.328766687;61.49286260253743
2;abs(1.0 / (x + 0.0 ^ x)) ^ x;616.985223741113;[-1.3303479493327568];940;30;0.48988132500000003;1.7698256660524216
4;p1 / (p2 + 0.0 ^ x);-12.284695116863755;[0.843843261998584, 0.46755355913736557, 0.23389706146039138];11712;154;4.452847586;0.05470783532842234
11;p1 - abs(p2 ^ (1.0 / (p3 - x))) ^ p4;-86.00911935876738;[2.937035053635376, -1.6753003436379685, -0.1612714028364571, -0.30408127308895694, -0.190799373854222];37965;399;23.453094699;0.03640440122109111
27;p1 - p2 ^ (abs(1.0 / (p3 - x)) ^ x);-140.38270764176875;[2.858634596947473, -2.6331889629329233, -35.82576548305683, 0.16418916356591262];263001;896;211.842062343;0.026958081294267123
41;p1 * x + p2 / (x + 1.0 / x);-276.1121340111949;[0.15162025002986407, 3.809370080071674, -0.1128518653404212];328935;1425;255.11642212499999;0.012735543451448835
62;abs(p1 + p2 ^ (abs(x) ^ (1.0 / x))) ^ x;-284.8063433604798;[-4.282211681346814, -2.1670759937806556, 0.11017376661969613];424347;2012;313.8381229599999;0.01213826034052964
346;abs(x + -1.0 / (p1 + p2 ^ x)) ^ p3;-288.8475593789621;[0.17100931716271284, -0.009236744311722134, 0.45339288550530377, 0.10895070738341027];13322541;8504;9184.55404478499;0.011870250538300792
706;p1 ^ (x + -1.0 / (p2 + p3 ^ x));-305.34418593421555;[0.9036491698407243, 0.1253156677268433, -0.0025323347686147537, 0.10409713345643826];14732549;19048;10043.461825397999;0.01083621463995776
1935;p1 ^ (abs(1.0 / (p2 + x)) ^ p3 - x);-316.7833901040418;[0.2994101105808843, -0.5413142376165416, -1.0630964196387374, 0.10085909966387895];32511610;54886;21245.369519544016;0.010172558066205746
2217;p1 - abs(p2 + 1.0 / (p3 - x)) ^ x;-326.11488512908943;[2.249272482471932, 1.1427449224087534, -0.08998163393651055, 0.09829241657220741];39317758;62497;26209.89389600603;0.009661399252592011
2357;p1 + x * (p2 + abs(x) ^ -x);-398.321154003488;[0.77180642920099, 0.26259043821798644, -0.08051810379137228];39689041;66176;26445.170500152035;0.006483165055502198
3878;p1 ^ (abs(3.0 * x) ^ (1.0 / x));-439.24189731780075;[-1.27132627575855, 0.07191186883315245];55815267;107454;35880.89253606406;0.005171316875250844
26407;p1 - abs(p2 + 1.0 / (p3 + x)) ^ p4;-497.93393070182196;[2.262052263951353, -0.772782903719715, 0.30087982514618816, 0.6768993161986618, -0.061148708322969286];422325087;694093;258980.59291623472;0.0037391637606718603
34215;p1 / (1.0 / (p2 + x) - p3 ^ x);-556.9439756680217;[0.3008681136542706, 0.6733527565497107, -0.45284796737000566, -0.05195082241417289];538941816;901325;334509.87962351757;0.0026988874840232616
