n;expr;nll;coeff;sum_fevals;sum_restarts;sum_runtime;best_mse
1;p1 ^ (p2 * abs(1.0 / x) ^ x - x);22.33734561324188;[0.7987550766260889, -1.6467960078012809, -0.25737189669978705];4669;62;3.226684242;0.06624029304062432
20;p1 ^ (abs(1.0 / (p2 + x * x)) ^ p3);-30.626124624643364;[1.8232373961649757, -1.452414046893632, 0.0895589104033055, -0.222341428461382];42815;418;31.431947092000005;0.049435711917212355
82;1.0 / (p1 + p2 ^ (1.0 / (p3 + 1.0 / x)));-179.64081582233484;[0.5404072229815028, -0.0067069428479627075, -0.2877696601695246, -0.15283069660697032];884146;1453;339.75076291799996;0.021640028480068157
93;p1 * x + x / (p2 + abs(x) ^ x);-270.77985401704393;[0.5795101672645524, -0.3525232828831416, 0.1145264826321322];934651;1731;368.932055277;0.013116315218661634
468;p1 * x + p2 / (x + 1.0 / x);-276.1121340111949;[0.15162025002986407, 3.809370080071674, -0.1128518653404212];2944729;12041;1440.0175589269995;0.012735543451448835
620;p1 * (x + 1.0 / (p2 - p3 ^ x));-288.19502105051447;[-0.2347790736307735, -0.10266513154363709, -0.0004425227020601938, 0.10914726329846013];3307897;15743;1672.3622114439997;0.01191312221092415
1094;abs(p1 + p2 ^ (abs(1.0 / x) ^ x)) ^ x;-361.34123388775527;[0.16312638358383927, 1.8933578131273345, -0.0891781915831954];14370820;28838;9619.544426286993;0.007952749965989532
8288;p1 ^ (1.0 / (p2 / (p3 - x) - x));-372.9969818691529;[0.24740418508622014, 0.7250591252750389, 0.18546739897892817, 0.08635254952750387];98505524;220436;63743.112018622924;0.007456762798665855
9872;p1 + -1.0 / (p2 / (p3 - x) - x);-422.3668214626465;[1.3628838349711832, 0.36645555079360326, 0.33053386474095353, -0.07534349152641123];110607458;259707;72825.54597014684;0.005676641848995088
10772;p1 + 1.0 / (x + p2 / (p3 + x));-422.3668214626467;[1.362883835560016, 0.3664555492234203, -0.33053386275018265, -0.07534349244908463];126771495;285915;83061.73981003485;0.005676641848995082
17827;p1 - abs(p2 + 1.0 / (p3 - x)) ^ p4;-497.9339307018041;[2.2620522480871177, 0.7727828912048132, -0.30087985624089336, 0.676899309489513, -0.06114870389311681];261529993;462534;174816.4310431696;0.0037391637606722975
45266;p1 - abs(p2 + -1.0 / (p3 + x)) ^ p4;-497.93393070182753;[2.2620522470343785, 0.7727828926039556, 0.3008798424323267, 0.6768993471343056, -0.061148703359623045];729069762;1184103;474186.2890134848;0.0037391637606718135
48923;p1 / (1.0 / (p2 + x) - p3 ^ x);-556.9439756680217;[0.3008681136542706, 0.6733527565497107, -0.45284796737000566, -0.05195082241417289];766189562;1285043;498287.7715971084;0.0026988874840232616
