n;expr;nll;coeff;sum_fevals;sum_restarts;sum_runtime;best_mse
1;abs(x) ^ (x + abs(p1 ^ x) ^ p2);1.7976931348623157e308;[0.0, 0.0, 0.0];421;0;0.53270523;4.966003134978773e305
2;1.0 / (x + x * abs(x) ^ x);1.7976931348623157e308;[0.0];421;0;0.53270523;496600313497877300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
8;p1 ^ (p2 - abs(abs(x) ^ (1.0 / x)) ^ x);13.286895938930414;[0.9862983524688916, -40.87627389527518, 0.2510172186751667];18954;61;17.630830061;0.06300955928731816
19;p1 + -1.0 / (p2 - p3 ^ -x);-176.31797676351272;[-0.25752151528709205, -0.47219362384132063, 550.0787263936943, 0.14867320557389174];54689;403;37.921696773;0.022103715497210692
27;p1 * (x * p2 ^ (p3 ^ x));-332.3100157094523;[0.24211970264184182, -29.568082962069905, -0.6241654598796663, 0.0966245982115468];98135;540;70.547649914;0.009336311380768854
1829;1.0 / (p1 + (p2 ^ x + p3 ^ x));-361.6203831251222;[-0.5869530195838302, -1.0649494109276303, 0.01952271658158296, 0.08910944624863326];25414806;47652;13765.511121303985;0.007940494203255415
4376;x * (p1 + p2 ^ (p3 - x));-390.07416324868746;[0.44900541280063333, -3.6308936103813405, 1.363221208908576, -0.08237350075288163];50535639;112839;28770.08890499597;0.006785393657824732
6367;p1 ^ (abs(3.0 * x) ^ (1.0 / x));-439.24189731780075;[-1.27132627575855, 0.07191186883315245];96423728;169136;57431.91476759201;0.005171316875250844
18485;p1 - abs(p2 + -1.0 / (p3 - x)) ^ p4;-497.9339307018077;[2.2620522444862323, -0.7727829049519775, -0.30087985076787527, 0.6768993521895839, -0.06114869612207228];266711365;494252;168948.44847909146;0.0037391637606721626
22749;1.0 / (p1 + abs(p2 + p3 ^ x) ^ p4);-547.044965684411;[0.455524443322374, -0.19111053641766093, -0.17685213286850085, 1.2164067923256552, 0.05339102833633362];325911790;605301;208322.93423313383;0.002850602307838145
43684;p1 / (1.0 / (p2 + x) - p3 ^ x);-556.9439756680217;[0.3008681136542706, 0.6733527565497107, -0.45284796737000566, -0.05195082241417289];722836439;1152723;465126.84928893123;0.0026988874840232616
