n;expr;nll;coeff;sum_fevals;sum_restarts;sum_runtime;best_mse
1;x / abs(abs(0.5 / x) ^ x) ^ x;13669.228612678398;[-1.0000000000000002e16];47;15;0.040747072;1.13779354228534e19
2;p1 ^ (abs(x - x * x) ^ x);443.91634831527426;[1.0004909941216589, -0.8247704279636904];2311;19;1.5742402610000001;0.6802461342257584
5;x - x / (p1 + abs(x) ^ -x);430.1395623767496;[7.9806691968639925, -0.7939714945130124];8025;111;4.528593569;0.6303907437732325
16;x + -1.0 / (x + p1 ^ (p2 - x));399.2888123175645;[-3792.1981378268033, 2.0946975761522837, 0.7291099244980411];399496;244;384.87956864299997;0.5316012734877434
49;x + p1 ^ (abs(p2 ^ x) ^ -x);264.22834418116975;[-0.9960903579081012, -0.09370503493707953, 0.5020648347554514];474752;854;428.5023928859999;0.252069108682679
59;p1 / p2 ^ (abs(abs(x) ^ x) ^ (1.0 / x));13.014516814046928;[1.777443902046356, 0.9929857150285569, -0.2508282484010772];557347;1344;466.2377126839999;0.06291481021805315
86;1.0 / (p1 + p2 ^ (-1.0 + x));12.381933499450135;[-0.4395845531400657, 0.9932905436769586, 0.25039031686676083];579507;1550;480.1856918639999;0.06269531080969115
100;p1 - abs(1.0 / (1.0 + x)) ^ p2;-104.3786585218683;[1.849031937645489, 4.732640574732736, -0.18135889152601828];601710;1767;496.14608713999996;0.03289104766687973
118;p1 - p2 ^ (1.0 / (p3 + x) - x);-152.8872450309102;[1.858787683884701, -81.7637955138058, 9.203258658336026, 0.15861442610384266];645166;2231;528.547953732;0.02515853676563364
205;p1 * x + p2 / (x + 1.0 / x);-276.1121340111949;[0.15162025002986407, 3.809370080071674, -0.1128518653404212];872004;4061;675.832453592;0.012735543451448835
728;abs(p1 / (p2 + abs(1.0 / x) ^ x)) ^ x;-405.41201001996114;[-2.7711205139050974, -2.3395788647633173, 0.0789562622683501];2327949;15855;1643.8946616970006;0.006234091292447959
3083;abs(p1 / (p2 - abs(x) ^ -x)) ^ x;-405.41201001996126;[-2.7711205161897516, 2.339578865751049, -0.07895626187735906];38679742;78994;28166.19551136006;0.006234091292447958
6534;p1 + 1.0 / (x + p2 / (p3 + x));-422.3668214626467;[1.362883835560016, 0.3664555492234203, -0.33053386275018265, -0.07534349244908463];119852221;169788;78179.01810647511;0.005676641848995082
13741;p1 - abs(p2 + 1.0 / (p3 + x)) ^ p4;-497.93393070182196;[2.262052263951353, -0.772782903719715, 0.30087982514618816, 0.6768993161986618, -0.061148708322969286];206790857;356080;140347.86547430189;0.0037391637606718603
14093;p1 / (1.0 / (p2 - x) + p3 ^ x);-556.9439756670192;[-0.30086811261486995, -0.6733527125693481, 0.4528479731674669, 0.05195084686912565];213068748;365051;144098.0997368688;0.002698887484036575
48940;p1 / (1.0 / (p2 + x) - p3 ^ x);-556.9439756680217;[0.3008681136542706, 0.6733527565497107, -0.45284796737000566, -0.05195082241417289];820330128;1284921;519294.76234265696;0.0026988874840232616
