n;expr;nll;coeff;sum_fevals;sum_restarts;sum_runtime;best_mse
1;abs(x / (p1 * x + 1.0 / x)) ^ x;1.7976931348623157e308;[0.0, 0.0];323;0;0.27108131;4.966003134978773e305
2;abs(x) ^ (x + abs(x) ^ p1 / x);1.7976931348623157e308;[0.0, 0.0];564;0;0.48613686500000003;496600313497877300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
4;1.0 / (p1 + (x + x ^ -2.0));399.6588232989584;[-1.4924829724111826, 0.7298555441428715];3248;56;1.483501181;0.5326891160136195
17;p1 ^ (p2 ^ (x + abs(1.0 / x) ^ x));11.383264592276095;[1.6776137115523075, -1.0585300100717072, -0.24970050293880458];14980;172;14.815123840000002;0.06235034150544152
21;p1 ^ (abs(1.0 / (p2 - x)) ^ p3 - x);-316.7833901040393;[0.29941012036345166, 0.541314251202718, -1.0630964198991768, 0.10085910453722312];36721;351;30.596211467000003;0.010172558066205836
317;x * p1 ^ (p2 ^ -x - x);-375.4584911793213;[-6.248472406180439, 0.7188843372797308, -0.08576736522653326];1224490;8329;881.1657955110003;0.007356040996169254
1726;x * (p1 + p2 * p3 ^ x);-390.07416324859594;[0.44900536453060635, 5.799923685751742, -0.2754143287948172, -0.08237352082571768];42523338;46251;26692.766770313014;0.006785393657827365
4706;p1 * (x * (p2 - p3 ^ x));-390.0741632486874;[-5.799924145351868, -0.07741573902371833, 0.2754142931886851, 0.082373500674762];115511807;123224;74998.02134712394;0.00678539365782473
9873;p1 ^ (1.0 / (p2 + x) - p3 ^ x);-408.6005185544225;[-8.936250906985906, 1.6811629826379164, 0.045093947757752835, -0.07826386302470853];167166593;258250;106459.75679063954;0.006125232753423839
13067;p1 + -1.0 / (p2 / (p3 - x) - x);-422.3668214626465;[1.3628838349711832, 0.36645555079360326, 0.33053386474095353, -0.07534349152641123];202751294;344122;127944.74501680759;0.005676641848995088
14157;p1 - abs(p2 + 1.0 / (p3 + x)) ^ p4;-497.93393070182196;[2.262052263951353, -0.772782903719715, 0.30087982514618816, 0.6768993161986618, -0.061148708322969286];215755250;374511;136436.92320738683;0.0037391637606718603
49100;1.0 / (p1 + abs(p2 + p3 ^ x) ^ p4);-547.044965684411;[0.455524443322374, -0.19111053641766093, -0.17685213286850085, 1.2164067923256552, 0.05339102833633362];842735759;1282342;534396.6930019896;0.002850602307838145
59163;p1 / (1.0 / (p2 - x) + p3 ^ x);-556.9439756670192;[-0.30086811261486995, -0.6733527125693481, 0.4528479731674669, 0.05195084686912565];1002707858;1547942;636712.398279567;0.002698887484036575
65918;p1 / (1.0 / (p2 + x) - p3 ^ x);-556.9439756680217;[0.3008681136542706, 0.6733527565497107, -0.45284796737000566, -0.05195082241417289];1069801220;1727270;678114.7691471658;0.0026988874840232616
