n;expr;nll;coeff;sum_fevals;sum_restarts;sum_runtime;best_mse
1;x / (x + p1 ^ (x ^ -2.0));1.7976931348623157e308;[0.0, 0.0];261;0;0.207125292;4.966003134978773e305
2;abs(x - abs(1.0 / x) ^ (abs(x) ^ x)) ^ p1;1.7976931348623157e308;[0.0, 0.0];503;0;0.47543183499999997;496600313497877300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
4;0.5 + (x + x * x);1092.2863396789317;[-4.945247592423564];1394;15;1.1885267119999998;24.455473703291958
5;1.0 / (1.0 / x - p1 ^ (abs(x) ^ -x));740.3175629765569;[-5.043986434439952e10, -1.8703724715901762];12027;160;8.43407618;3.498293182482154
14;p1 - p2 ^ (p3 + abs(x) ^ x);11.500279829351443;[2.8180025136445646, -1.002275250237404, 2.9390823202796517, 0.24978119410893881];35405;387;25.24614058;0.062390663598745046
27;abs(p1 * abs(1.0 / (p2 + x)) ^ p3) ^ p4;-64.22101965956172;[6.14553759058889, -1.1567375659991024, 0.2739140425379601, 0.2945159755739945, -0.20263589977080673];97450;996;72.57602097;0.041061293814492875
40;p1 + -1.0 / (p2 - p3 ^ (p4 - x));-186.98986914333125;[0.46231738290751595, -0.7142141757369853, 2095.7761174918123, 0.2181125799533881, 0.14435350134866076];171816;1439;115.622694757;0.020838140490664375
170;1.0 / (p1 + p2 / (p3 + p4 ^ x));-193.57203310864912;[1.3442137065902937, -0.0416870836988555, 0.05169085778464051, 1.035230510950568e-5, -0.14175433309283542];690704;4777;444.390020262;0.020093963330806236
190;p1 / abs(p2 ^ (p3 ^ x)) ^ x;-205.4730533121995;[0.9816234152254243, 0.205278077607025, 0.445702213107245, 0.13716870456175242];783548;5582;502.23756850700005;0.018815254406972636
286;p1 ^ (p2 + -1.0 / (x + 1.0 / x));-269.48845609955447;[0.20213172877437643, 0.041859191258806085, 0.11493577401354639];1450250;7466;968.2800132759995;0.013210232080912144
760;abs(p1 * x + p2 ^ x) ^ p3;-357.544988856435;[0.0329972470513321, 0.005440066361599825, -0.21858167831612824, -0.09011830577246754];2704899;18640;1794.2203735889968;0.008121310282376787
1139;p1 + x * (p2 + abs(1.0 / x) ^ x);-398.321154003488;[0.7718064275725516, 0.26259043916637004, -0.08051810393763825];4286710;28288;2880.5354183499967;0.006483165055502197
1812;abs(p1 / (p2 - abs(x) ^ -x)) ^ x;-405.41201001996126;[-2.7711205161897516, 2.339578865751049, -0.07895626187735906];8940303;46629;5906.026500600001;0.006234091292447958
3878;p1 / (1.0 / (p2 - x) + p3 ^ x);-556.9439756670192;[-0.30086811261486995, -0.6733527125693481, 0.4528479731674669, 0.05195084686912565];19791182;104330;13067.265884322014;0.002698887484036575
19453;p1 / (1.0 / (p2 + x) - p3 ^ x);-556.9439756680217;[0.3008681136542706, 0.6733527565497107, -0.45284796737000566, -0.05195082241417289];265507299;513625;176007.00144615694;0.0026988874840232616
