n;expr;nll;coeff;sum_fevals;sum_restarts;sum_runtime;best_mse
1;abs(x) ^ (abs(x) ^ -x) - p1 ^ x;1.7976931348623157e308;[0.0, 0.0];9948;0;8.626778644;4.966003134978773e305
2;1.0 / (p1 - x) - p2 ^ (abs(x) ^ p3);1.7976931348623157e308;[0.0, 0.0, 0.0, 0.0];10421;0;9.067754417;496600313497877300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
5;p1 ^ (x - abs(abs(x) ^ -x) ^ x);344.8918106473707;[-1.2722414831152289, 0.6273825871809273];12779;35;11.376500201999999;0.3936089097892446
8;x + p1 * p2 ^ (x + x);342.3207102894741;[1.8198307626663726, -0.5408876609610124, -0.6229424080278064];18914;67;14.535382121999998;0.38805722941105353
17;abs(abs(abs(x + x) ^ (1.0 / x)) ^ x) ^ p1;228.63740436569833;[0.4170032856779556, -0.45505203219188084];44362;295;30.129647627999997;0.2070723531075307
18;abs(abs(p1 / abs(x) ^ x) ^ p2) ^ p3;84.54634922112236;[-551.2446092323447, -1.1764008476346501, -0.0883460692690825, -0.3056293593417928];62664;308;47.679598126;0.09340875584475294
19;1.0 / (p1 + p2 ^ (1.0 + x));-36.84978626341665;[0.537716360356248, -0.1510622957844796, -0.2185515128440432];75002;444;54.528346035;0.04776476364347777
35;1.0 / (p1 + 1.0 / (p2 - p3 ^ x));-188.2970687128084;[2.4227721468536134, -0.5304325491469524, 0.00023753725072504087, 0.14383391402257678];119954;988;84.91313765299999;0.020688187557427486
67;p1 - x / (p2 - p3 ^ -x);-259.81093241428937;[0.27030409618657525, 0.8633160213846619, 0.6852372546243053, -0.11804984799042295];166157;1439;115.569083707;0.013935766553526007
471;abs(p1 ^ x) ^ (p2 ^ (abs(x) ^ -x));-265.19418887834917;[1.2222361266548105, 3.5423119356771977, 0.11630732999928901];2124580;12388;1341.9507473160004;0.013527395428625343
514;1.0 / (-1.0 / (p1 + -1.0 / x) + p2 ^ x);-279.84741045376234;[-1.333648214173976, 0.0736835650461599, -0.1116933963134978];2316512;13714;1470.6392060340008;0.012475414841913227
1315;p1 ^ (1.0 / (p2 / (p3 + x) - x));-372.996981869151;[-0.24740418442215742, -0.725059108789265, -0.18546740291064573, 0.08635254783561287];28365525;34867;19048.170704446995;0.007456762798665924
9964;p1 - abs(p2 + 1.0 / (p3 + x)) ^ p4;-497.93393070182196;[2.262052263951353, -0.772782903719715, 0.30087982514618816, 0.6768993161986618, -0.061148708322969286];199979901;247143;135091.51032601306;0.0037391637606718603
21383;p1 / (1.0 / (p2 - x) + p3 ^ x);-556.9439756670192;[-0.30086811261486995, -0.6733527125693481, 0.4528479731674669, 0.05195084686912565];342757026;553574;228153.59363272635;0.002698887484036575
45478;p1 / (1.0 / (p2 + x) - p3 ^ x);-556.9439756680217;[0.3008681136542706, 0.6733527565497107, -0.45284796737000566, -0.05195082241417289];737307037;1181303;469912.4329520879;0.0026988874840232616
