n;expr;nll;coeff;sum_fevals;sum_restarts;sum_runtime;best_mse
1;p1 + x / (p2 - abs(x) ^ p3);1.7976931348623157e308;[0.0, 0.0, 0.0, 0.0];569;0;0.52657908;4.966003134978773e305
2;1.0 / (p1 - p2 ^ (p3 ^ (x * x)));-194.86533149733506;[1.5378392481081014, 0.29846813087054297, 2.850531606444074e-6, -0.1412476478219361];8045;26;5.819099684;0.019950897769953166
28;abs(p1 + x * p2 ^ x) ^ p3;-212.8108922385378;[0.94944782497546, 0.4490946466911171, 2.0348597958539845, 0.1344162525691973];79359;633;56.396898375999996;0.01806772864063612
71;p1 * (x / (p2 + p3 ^ x));-250.2317137291673;[1.0645561995292168, -0.8855806000555908, -1.4271240976595432, -0.12121537061210806];211318;2101;124.72697126900002;0.014693166603243515
867;abs(p1 + p2 ^ (p3 + x)) ^ x;-313.1299397109946;[1.1557878358812332, -0.2061705513577865, -0.9144760233269997, -0.10188216377242396];5224898;20805;3013.0193946739996;0.010379975504224778
2146;p1 ^ (x - abs(1.0 / (p2 + x)) ^ p3);-316.7833901040414;[-3.339900614671263, -0.5413142322444668, -1.063096419281403, 0.10085909968281546];26704216;51855;15057.387118820985;0.010172558066205758
2457;p1 * (x * (p2 - p3 ^ x));-390.0741632486874;[-5.799924145351868, -0.07741573902371833, 0.2754142931886851, 0.082373500674762];35868786;58364;20452.061293315994;0.00678539365782473
4124;p1 ^ (1.0 / (p2 + x) - p3 ^ x);-408.6005185544225;[-8.936250906985906, 1.6811629826379164, 0.045093947757752835, -0.07826386302470853];61273174;103779;35177.409974136994;0.006125232753423839
12122;p1 - abs(p2 + -1.0 / (p3 + x)) ^ p4;-497.93393070182753;[2.2620522470343785, 0.7727828926039556, 0.3008798424323267, 0.6768993471343056, -0.061148703359623045];213080608;316675;134902.7887438794;0.0037391637606718135
70274;1.0 / (p1 + abs(p2 + p3 ^ x) ^ p4);-547.044965684411;[0.455524443322374, -0.19111053641766093, -0.17685213286850085, 1.2164067923256552, 0.05339102833633362];1098675746;1836803;706540.9537135005;0.002850602307838145
74409;p1 / (1.0 / (p2 + x) - p3 ^ x);-556.9439756680217;[0.3008681136542706, 0.6733527565497107, -0.45284796737000566, -0.05195082241417289];1185696147;1943773;758498.2107113076;0.0026988874840232616
