n;expr;nll;coeff;sum_fevals;sum_restarts;sum_runtime;best_mse
1;1.0 / (x * p1 ^ (1.0 / x) + 1.0 / x);1.7976931348623157e308;[0.0, 0.0];218;0;0.152770266;4.966003134978773e305
2;x + -1.0 / (abs(p1 / x) ^ x - x);1.7976931348623157e308;[0.0, 0.0];541;0;0.426307762;496600313497877300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
3;p1 ^ (x + x / p2 ^ x);183.49046950164856;[-1.2611722034219577, -2.014190595463908, 0.40169636102990736];4260;55;2.957740744;0.1613599662932563
10;p1 + 1.0 / (x * x + p2 ^ x);87.71986344573399;[1.7856316999725204, -78502.75549494296, -0.3083195622139356];46383;623;25.423835320000002;0.095060954701294
15;1.0 / (p1 - 0.0 ^ (abs(x) ^ x));13.309966315176322;[0.5561701080525614, -0.2510330479534064];53722;728;29.751605772;0.06301759103812461
19;abs(p1 * abs(p2 ^ -x) ^ p3) ^ x;9.416946534738054;[-2.203376764483484, 1.083803267962149, 2.8180069494987356, 0.2483478530993763];64219;844;38.318472027;0.0616766560731417
27;p1 - p2 ^ (abs(abs(x) ^ x) ^ p3);-33.36386248313006;[2.8406445191329666, -1.0015081126812837, -15.367245660490067, -0.2206662800732986];952927;1287;521.609907874;0.04869359260730924
100;p1 + (x + p2 / (p3 - x));-34.40393211109212;[7.198086501521784, -50.68538415347526, 8.924351069130612, 0.22003309438456842];1199473;3421;659.1754760200006;0.0484145898633674
128;(p1 + x) / abs(p2 ^ x) ^ x;-61.21949876032393;[1.1114947392081775, -1.1259116502127717, -0.20432300395777822];1270140;3949;710.3636052860007;0.04174788994692864
158;p1 ^ (p2 / (p3 + -1.0 / x) - x);-191.4169033851948;[1.2825346330018605, -10.083435970079952, -1.7506078367606994, -0.14259961825359246];1472856;4567;832.9429928270006;0.020334648064827668
188;abs(p1 ^ (p2 - abs(1.0 / x) ^ x)) ^ x;-346.80348200281696;[0.5656669044378965, -0.26039822835505116, -0.0928324325884579];1774090;4932;1004.4842140210004;0.008617860462950475
610;abs(p1 + 1.0 / (p2 + p3 ^ x)) ^ x;-380.8202883306028;[-4.466499791974084, 0.3050528875888615, -0.11391360392303612, -0.08450640084632224];3816159;15280;2213.722351362999;0.007141327555462347
1582;abs(1.0 / (p1 + p2 / abs(x) ^ x)) ^ x;-405.41201001996103;[0.8442717846876786, -0.36086485279586694, 0.07895626144348984];15258101;42280;10178.263888749012;0.0062340912924479614
2149;p1 / (1.0 / (p2 - x) + p3 ^ x);-556.9439756670192;[-0.30086811261486995, -0.6733527125693481, 0.4528479731674669, 0.05195084686912565];31178643;56832;19126.092816188997;0.002698887484036575
13420;p1 / (1.0 / (p2 + x) - p3 ^ x);-556.9439756680217;[0.3008681136542706, 0.6733527565497107, -0.45284796737000566, -0.05195082241417289];216902945;353357;140147.0239280102;0.0026988874840232616
