n;expr;nll;coeff;sum_fevals;sum_restarts;sum_runtime;best_mse
1;x + abs(1.0 / x) ^ -(x ^ -2.0);617.2908716725899;[-1.3314716779918099];248;15;0.147996571;1.7728168292937372
4;x + -1.0 / (p1 + -0.5 / x);435.26372079813825;[-7.727633307171773, -0.8052901932124387];5286;99;1.9206142449999999;0.6484922952821321
6;x * p1 ^ (p2 ^ (p3 ^ -x));259.05618676239646;[4.80969961341506, 0.9103316002630881, -0.1301620726876816, -0.49494255271874743];27397;132;21.988586657;0.24496806016338485
8;p1 ^ (1.0 / (x + (x - p2 ^ x)));210.2733323219272;[-0.7907873182985287, 2.270694646653437, 0.4325432375641726];36018;300;27.823525072;0.18709365166735525
49;p1 ^ (1.0 / (x + x ^ -2.0));-154.31658013275097;[-3.967245305644342, -0.15798938288924633];94283;1098;58.728674208;0.024960645235705337
280;p1 * ((p2 - x) / p3 ^ x);-172.04288585421386;[-2.776956104528017, -0.28856280582580773, -1.836888457170953, -0.15043936904428973];3503339;6649;1659.9750213190005;0.02263200383003625
287;abs(1.0 / (p1 + 1.0 / (p2 + -1.0 / x))) ^ p3;-192.24939003756182;[0.09928975378168654, -9.092264390140034, 0.10688573272783038, -0.1423318907294996];3582171;6989;1695.2898271680006;0.020241329007667282
353;abs(abs(p1 ^ (p2 ^ -x)) ^ p3) ^ x;-205.19387879294135;[2.54323177069748, 2.2495673767416506, 1.6539995873207267, -0.13727453218493643];3794430;8926;1851.3562727510005;0.01884429746002135
555;abs(abs(p1 + x) ^ (p2 ^ x)) ^ p3;-254.28079679676105;[0.8671758816101518, 0.5098899130581007, 2.2090612354830976, 0.11986709593319025];10282741;15672;5354.129882368004;0.01436812058452538
559;p1 * (1.0 / (p2 + x) - p3 ^ x);-254.69131150995395;[5.948381819150664, 0.9216298430848936, -0.18029166581900374, 0.11973122607268404];10322164;15817;5383.3552080080035;0.014335570080961323
1017;1.0 / (p1 + abs(p2 + p3 ^ x) ^ x);-263.34661707651225;[0.4626758683023224, -1.1337645053428271, 1.1844936467819396, -0.11690244877916864];18242602;27328;11017.102538471983;0.013666184531618518
1398;abs(1.0 / (p1 - p2 ^ x)) ^ (p3 ^ x);-372.56368135476964;[-0.3900117251905918, 0.024945909121774162, 0.7981035348328106, 0.08645597386550742];19263573;37190;11703.15669046598;0.007474635117195157
2040;abs(1.0 / (p1 + p2 / abs(x) ^ x)) ^ x;-405.41201001996103;[0.8442717846876786, -0.36086485279586694, 0.07895626144348984];21315785;54027;13060.217139861972;0.0062340912924479614
9685;p1 + 1.0 / (x + p2 / (p3 - x));-422.3668214626465;[1.3628838380461736, -0.3664555501118346, 0.33053386388523304, -0.07534349086874746];118643187;246060;73489.51744213088;0.005676641848995087
18589;p1 - abs(p2 + -1.0 / (p3 + x)) ^ p4;-497.93393070182753;[2.2620522470343785, 0.7727828926039556, 0.3008798424323267, 0.6768993471343056, -0.061148703359623045];247968397;470312;160992.3322172667;0.0037391637606718135
54638;p1 / (1.0 / (p2 + x) - p3 ^ x);-556.9439756680217;[0.3008681136542706, 0.6733527565497107, -0.45284796737000566, -0.05195082241417289];927049968;1420198;583985.326165928;0.0026988874840232616
