n;expr;nll;coeff;sum_fevals;sum_restarts;sum_runtime;best_mse
1;abs(p1 + 1.0 / (x * (p2 - x))) ^ p3;1.7976931348623157e308;[0.0, 0.0, 0.0, 0.0];434;0;0.312603445;4.966003134978773e305
2;p1 + (abs(x) ^ -x - abs(x) ^ p2);1.7976931348623157e308;[0.0, 0.0, 0.0];768;0;0.609415199;496600313497877300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
3;abs(x * x) ^ (abs(1.0 / x) ^ (1.0 / x));634.2648349736114;[-1.3953904332031632];1073;15;0.825804185;1.947114461579544
14;p1 - abs(p2 + x * x) ^ p3;-187.72089076558456;[1.8595587616412157, 0.9762965990126002, -8.7452035346665, 0.14406300429360583];28033;214;14.997959153;0.02075414927123585
91;p1 - p2 ^ -(x * p3 ^ x);-194.4660845517084;[1.8572894037111922, -1.3926083745842495, 106.43213194139878, 0.14140351812026722];361256;1868;258.95833690399996;0.01999495371672158
137;p1 ^ (abs(x + x) ^ (x ^ -2.0));-280.85082205977875;[1.4732004143644726, 0.11138422742213762];547799;3141;383.6471578749999;0.012406446101281929
142;p1 ^ (1.0 / (p2 * x + -1.0 / x));-283.89886134379765;[0.27286170890809147, -0.8406973619421845, 0.1104503097258985];554401;3251;387.3352241329999;0.01219927090869067
280;p1 ^ (1.0 / (x + -1.0 / (p2 - x)));-337.6427302810967;[4.543863903768059, 0.11027312713313449, 0.09521162119513132];1034686;5872;658.5630472030001;0.00906525283971616
1310;x * abs(p1 + p2 ^ x) ^ p3;-353.58895594424087;[0.7262747365586557, -0.4944021651795832, 3.518523361195935, 0.09110853471327887];13402182;33811;7793.358215144993;0.008300768006345615
3304;p1 - abs(p2 + -1.0 / (p3 - x)) ^ p4;-497.9339307018077;[2.2620522444862323, -0.7727829049519775, -0.30087985076787527, 0.6768993521895839, -0.06114869612207228];32460456;83102;20938.402879891975;0.0037391637606721626
19841;p1 / (1.0 / (p2 - x) + p3 ^ x);-556.9439756670192;[-0.30086811261486995, -0.6733527125693481, 0.4528479731674669, 0.05195084686912565];261531794;514893;162019.83452588692;0.002698887484036575
31565;p1 / (1.0 / (p2 + x) - p3 ^ x);-556.9439756680217;[0.3008681136542706, 0.6733527565497107, -0.45284796737000566, -0.05195082241417289];456221676;820241;290833.5819317136;0.0026988874840232616
