n;expr;nll;coeff;sum_fevals;sum_restarts;sum_runtime;best_mse
1;(-1.0 / x - x) + 1.0 / (x + 1.0 / x);1.7976931348623157e308;[0.0];0;0;0;4.966003134978773e305
2;abs(-1.0 / x + abs(1.0 / x) ^ p1) ^ (1.0 / x);1.7976931348623157e308;[0.0, 0.0];0;0;0;496600313497877300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
3;p1 * (x * abs(abs(x) ^ x) ^ (-1.0 / x));-6.339930632242805;[1.8048055550892148, 0.2377698313421649];1523;35;1.074092809;0.0565344927869859
32;p1 / abs(1.0 / (p2 - p3 ^ x)) ^ x;-127.05627315685712;[1.327713984691445, -1.0009431213948836, 0.42080975048214775, 0.17034614204848897];77903;444;67.246259084;0.029017811315976007
91;abs(1.0 / (p1 + p2 / (p3 + x))) ^ x;-178.52799990577688;[-1.35074821098794, 2.3943926974758294, 1.877347210196346, 0.14776829421503054];2587019;2387;992.7234279300001;0.02183546851625972
185;abs(p1 * p2 ^ (1.0 / (p3 + x))) ^ x;-191.41690338519805;[-0.7797060378865941, 4.192508904102238, 0.571230136489739, 0.14259961114004485];2773245;3693;1120.6371533419992;0.020334648064827515
301;x * abs(p1 + p2 * x) ^ p3;-285.94535277081786;[-0.3249095699704887, -0.36184379535755, -1.8286653039718979, -0.1098276630948581];9609739;6800;6129.166419741999;0.012062115685654805
1149;p1 + 1.0 / (x + abs(p2 + x) ^ p3);-313.6832478389822;[1.263266163502474, 0.35456943362822346, -6.320345270649792, 0.10172655988098335];53311220;29208;30260.264525713977;0.010348292878689276
1282;1.0 / (-1.0 / (x + 1.0 / x) + p1 ^ x);-323.4352184555838;[-0.9776871675307672, -0.0990227165210529];53640975;32628;30484.156379754997;0.009805498268467638
2220;abs(p1 ^ x) ^ (p2 - abs(1.0 / x) ^ x);-346.80348200281696;[-0.5656669044211301, -0.2603982289128001, 0.09283243196806032];61392908;55896;35819.254954359945;0.008617860462950471
2783;p1 ^ x / (p2 + p3 ^ x);-355.14802188533014;[-0.880383578716249, 0.42350561398805203, 0.015647365291655398, 0.09071700764169548];63065832;69273;36889.287627971986;0.008229575365456007
6434;p1 - abs(p2 + -1.0 / (p3 - x)) ^ p4;-497.9339307018077;[2.2620522444862323, -0.7727829049519775, -0.30087985076787527, 0.6768993521895839, -0.06114869612207228];87817545;162653;54197.20457217418;0.0037391637606721626
7841;1.0 / (p1 + abs(p2 + p3 ^ x) ^ p4);-547.044965684411;[0.455524443322374, -0.19111053641766093, -0.17685213286850085, 1.2164067923256552, 0.05339102833633362];106494891;199300;67625.32584702822;0.002850602307838145
37471;p1 / (1.0 / (p2 + x) - p3 ^ x);-556.9439756680217;[0.3008681136542706, 0.6733527565497107, -0.45284796737000566, -0.05195082241417289];643780765;974968;410981.84893231647;0.0026988874840232616
