n;expr;nll;coeff;sum_fevals;sum_restarts;sum_runtime;best_mse
1;abs(p1 + -1.0 / x) ^ p2 - abs(x) ^ x;1.7976931348623157e308;[0.0, 0.0, 0.0];339;0;0.320008489;4.966003134978773e305
2;1.0 / (p1 + abs(p2 * x) ^ (p3 ^ x));1.7976931348623157e308;[0.0, 0.0, 0.0, 0.0];909;0;0.907446553;496600313497877300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
3;(x + -1.0 / x) ^ -2.0;9163.579759528971;[-3.931286652265028e10];2531;40;2.897660649;175129952.09665382
5;abs(x) ^ (abs(x) ^ (-1.0 / x - x));481.8262680528684;[-0.9158279523079106];3320;55;3.57287737;0.8387408382680016
14;p1 ^ -(p2 ^ (x + x));12.468006474704207;[0.5660528512597588, 1.0093694485951796, 0.25044985968015027];29074;357;22.059278306;0.06272513210934938
23;1.0 + x * abs(p1 ^ x) ^ p2;5.51675599874862;[1.3168110293114894, -1.5711408936876547, 0.24568651356605029];52159;435;37.83023065199999;0.06036186308577406
44;p1 - p2 ^ (1.0 / (x - abs(x) ^ x));2.2436176372786143;[2.733032485849938, 1.003631457888229, 0.2434750735954709];105575;970;71.69774652299998;0.059280111524247725
60;abs(p1 ^ x) ^ (p2 - abs(1.0 / x) ^ x);-346.80348200281696;[-0.5656669044211301, -0.2603982289128001, 0.09283243196806032];129197;1132;90.11959555199996;0.008617860462950471
280;abs(p1 + abs(abs(x) ^ -x) ^ p2) ^ x;-349.3362271086944;[1.199858276587031, 1.6053912402616972, 0.09218519394791626];5212722;8173;2926.237958824999;0.008498109957499287
2098;p1 - abs(p2 + 1.0 / (p3 + x)) ^ p4;-497.93393070182196;[2.262052263951353, -0.772782903719715, 0.30087982514618816, 0.6768993161986618, -0.061148708322969286];27663900;55288;16395.795534486977;0.0037391637606718603
16070;1.0 / (p1 + abs(p2 + p3 ^ x) ^ p4);-547.044965684411;[0.455524443322374, -0.19111053641766093, -0.17685213286850085, 1.2164067923256552, 0.05339102833633362];316942096;423389;196865.71895412833;0.002850602307838145
29813;p1 / (1.0 / (p2 - x) + p3 ^ x);-556.9439756670192;[-0.30086811261486995, -0.6733527125693481, 0.4528479731674669, 0.05195084686912565];486005448;785161;301630.9126742822;0.002698887484036575
71882;p1 / (1.0 / (p2 + x) - p3 ^ x);-556.9439756680217;[0.3008681136542706, 0.6733527565497107, -0.45284796737000566, -0.05195082241417289];1175033961;1888291;749006.8396936622;0.0026988874840232616
