generation,individual_index,expression,fitness,nodes
0,0,((x0) - (0.752427831258343)) + (((x0) / (x0)) - (-0.00991942104119642)),242.7108059123766,9
0,1,1/(((x0) - (x0)) * (abs(-0.9170267799760354)**(-0.05323211525293803))),-0.0,8
0,2,abs(abs((-0.6535254482482877) * (x0))**((x0) / (0.7687826599809938)))**(0.11278458417922478),-2182.2994424426656,9
0,3,(((x0) * (x0)) + (x0)) * ((1.3989242347944117) - (-0.4712489742184389)),-2750.128678851451,9
0,4,abs((-1.4112096224934003) - ((x0) + (x0)))**((x0) - (0.7500704154556858)),-3429.0256313646682,9
0,5,1/(((x0) / (x0)) + ((x0) + (x0))),-4143.094022164664,8
0,6,(abs((-0.5853591607248192) / (0.6951995386964201))**(1/(x0))) / (x0),-3940.563780362728,8
0,7,(1/(abs(x0)**(x0))) - ((-0.3837604887709593) - (0.2994484489877076)),-3449.4751027414613,8
0,8,1/(1/(abs(x0)**(x0))),-3012.429310244777,5
0,9,1/((0.9045882356019419) - ((-0.4635556813914209) * (0.5866038776877724))),-2604.652968179459,6
0,10,1/((x0) - (x0)),-0.0,4
0,11,((0.9400952061889747) * (-1.0208474770031775)) / ((-0.34629744444067245) / (x0)),-914.8164755273829,7
0,12,1/((-0.6687537804739229) - (0.504131277046306)),-2604.6822579641193,4
0,13,((x0) / (x0)) * (abs(abs(x0)**(0.1186429640460416))**(x0)),-2141.057785566519,9
0,14,(abs(-1.1861496527028426)**(x0)) + (1/(x0)),-4960.386845800807,6
0,15,((x0) + (x0)) - ((x0) - ((-0.06758392601582325) - (-0.32574947098013163))),244.02141973497572,9
0,16,abs(1/(x0))**(((-0.7120109299618361) * (0.584864381731871)) + (-0.087270027889874)),-752.2939217523488,8
0,17,(1/(-1.1760711859115196)) / ((x0) / (x0)),-2604.653678638124,6
0,18,abs((0.45349764371864093) - (x0))**(abs(1/(0.24696210130355273))**(-0.38240624744170193)),-2313.1054958336763,8
0,19,(((x0) + (0.04155897457380238)) / (x0)) - ((0.9321061284751135) + (x0)),-3348.6834742678075,9
0,20,1/((-0.7826887176417492) * ((2.088996837812319) + (x0))),-3679.520418932098,6
0,21,(1/(x0)) / (abs((-0.007222287517046937) - (0.6711625160173637))**(x0)),-4966.7463275230775,8
0,22,(((-1.864934917172097) * (x0)) * ((x0) + (x0))) * (-1.9615649349394852),-4339.809064512543,9
0,23,(abs(0.18430326704249209)**(x0)) - (((0.14112580205691078) + (x0)) + (-0.20622208555456717)),-3286.956027407321,9
0,24,((0.5851796935159791) + ((-0.5064627953147927) - (x0))) / ((x0) + (x0)),-3407.0214979873135,9
0,25,(((x0) + (-0.22494524561159668)) + (x0)) * ((x0) / (x0)),-3413.8250750139605,9
0,26,1/((0.8081245680936211) - ((x0) + (-0.4839047035800744))),-3495.4448092442944,6
0,27,1/(((x0) - (x0)) / (0.19384728376944138)),-0.0,6
0,28,((-0.350317627382049) / (0.7780565472137525)) + (((x0) + (-0.17673837601651912)) / (0.7584372971972647)),-2044.8207116869582,9
0,29,abs((1/(x0)) - (x0))**(((-0.07261431455980806) + (-0.27485335986030895)) - (x0)),-3198.195234949578,10
0,30,abs(1/(x0))**((-0.0028988286043461955) / ((x0) * (0.22277974446302942))),-2370.01657712838,8
0,31,(((0.25652042951783127) + (x0)) - ((-0.8837919594674608) / (0.3671607969452673))) * (x0),-2066.340399424171,9
0,32,(((x0) + (1.790096282117413)) * ((x0) + (x0))) - (x0),-2573.4087682151994,9
0,33,(1/(x0)) + (abs(1/(-0.8431841463195024))**(x0)),-4960.402219888911,7
0,34,(1/((-0.2666340915731351) / (0.27942088112186564))) - (1/((2.899492345224657) * (x0))),-4705.014554253905,9
0,35,1/((0.05682874293945926) - (1/(x0))),-2619.191429239482,5
0,36,1/((x0) - (x0)),-0.0,4
0,37,abs(abs(x0)**(x0))**((3.7055974371392177) - ((x0) + (x0))),-2896.009744883875,9
0,38,abs(1/(1/(x0)))**((abs(x0)**(1.0868912783261282)) + (1/(2.3565641360740877))),-2473.4180101676325,10
0,39,((x0) + (x0)) / (abs(1.026496113620351)**((x0) - (-0.6161916140906596))),-1174.4701185795996,9
0,40,1/(1/(-0.8499823679124513)),-2604.6529680109697,3
0,41,((0.1025850449123682) * (abs(-0.9232452423033207)**(x0))) - ((-0.08091776379378453) - (x0)),-1631.0975358755416,9
0,42,((-0.5596158663024844) * (1/(-0.3185607423994735))) / (((x0) / (0.48365054152115955)) / (x0)),-2604.6712230460125,10
0,43,((x0) / (0.6253157198106399)) + ((-0.530247655763012) * (0.7398686091581579)),-2074.137773040335,7
0,44,(1/(x0)) * ((1/(-1.1764935870716882)) * (x0)),-2604.652974876254,7
0,45,(1/(x0)) + (((0.17752440709452877) - (0.44724395287855395)) * (x0)),-5089.064494545128,8
0,46,((-3.3712438385331938) - (x0)) / ((1/(x0)) + (1.2778358314397904)),-345.36192999716826,8
0,47,1/((0.15146107925335328) - ((-0.25361211272536066) / (x0))),-124.41551612558499,6
0,48,(1/((1.385860331456072) + (x0))) - (abs((0.9193599429175051) / (0.5515859212309046))**(x0)),-601.3328541871444,10
0,49,(abs((x0) + (-0.5311891839296256))**(abs(-0.02206882012613174)**(x0))) * (1.034603509740513),-2402.293973292516,9
0,50,((x0) / (1/(x0))) - ((-2.6299508751056235) * (x0)),-2066.5704974199234,8
0,51,(abs(1/(x0))**(-1.3935882149788499)) + (abs((x0) * (x0))**(x0)),-3429.3487495799145,10
0,52,1/((x0) / (1/(x0))),-6571.14449419747,5
0,53,((x0) + ((-0.24149745556572033) + (x0))) - ((-0.9039448236920619) / (-1.0031507689297519)),-2724.9249681445563,9
0,54,(((x0) - (x0)) / (0.9550654699999728)) + ((-0.25848419805146255) - (x0)),242.42655516968586,9
0,55,((1/(x0)) + (x0)) / ((x0) - (0.9756693475463531)),-5677.846748963158,8
0,56,((x0) - (-3.123506337166716)) / ((1.443908802772648) + (1/(x0))),-589.1860219929376,8
0,57,1/(((-0.036190603165163676) / (0.43979750084852876)) + (1/((x0) + (0.23930123259192249)))),29.793901282308866,9
0,58,1/(1/((x0) / ((0.7927553048081644) - (x0)))),-2886.2992042608143,7
0,59,((x0) / (x0)) - (1/(x0)),-5123.628843459852,6
0,60,1/(1/(x0)),-2584.111013422218,3
0,61,abs((((x0) / (x0)) - (0.14116449376214063)) - (-0.3722301176978847))**(-0.7736349183698813),-2604.656599116648,9
0,62,((0.8090614003914335) + (1/(-0.7026470285971868))) / ((x0) + (-0.7420716195191772)),-4189.496445351448,8
0,63,((-0.2095433431777162) + (((-0.37581142533254214) / (-1.1076480457086297)) + (-0.370241629027828))) - (x0),102.97076356370087,9
0,64,((-0.23201215361088504) / (x0)) / ((-0.0016913318403690718) + (-0.8677560520236722)),-4969.820960459378,7
0,65,abs(abs(((-2.9093167233907926) + (x0)) / (1/(-0.8134865268323302)))**(0.04920237499968674))**(x0),-2415.865065550958,10
0,66,(abs(x0)**(1.5506583154810603)) / ((x0) * (-0.9128389621304271)),-744.2340904110287,7
0,67,abs(1/(x0))**(((x0) - (0.5022312008989203)) - (x0)),-752.2175663712243,8
0,68,(1/(x0)) * ((0.3869108287646069) * (0.6039608003389833)),-5176.188045714383,6
0,69,(abs(1/((x0) * (-0.769062923372864)))**(x0)) - (0.8875309204087557),-2994.6453722801193,8
0,70,(((x0) / (1.0361193765765022)) - (-2.33477478611148)) / (1/(x0)),-2198.3094034727874,8
0,71,abs((x0) / ((-0.2833379725429937) / ((-0.14232567865052823) / (0.9558484123594099))))**(x0),-3188.9981312224436,9
0,72,(abs((1/(-1.3094901809702393)) * (x0))**(x0)) + ((0.14179516798611239) / (-0.9812120371678441)),-2812.3224976443607,10
0,73,(((-0.022540264953815285) - (abs(0.3852570440844024)**(x0))) + (x0)) * (1/(x0)),-5028.402522577767,10
0,74,((x0) / (0.800592514296114)) + (abs((-1.640634224336912e-05) * (1/(-0.3679056478659183)))**(x0)),-1626.7468457552632,10
0,75,((1/(-2.276493265657013)) / ((x0) - (1.0907745269917353))) / (x0),-5394.78752598177,8
0,76,((0.805474885319255) - ((1/(x0)) - (x0))) * (x0),-2738.574754221406,8
0,77,abs(((-0.5796462854595537) + (abs(x0)**(0.14254106758835774))) + (x0))**(x0),-3217.021631881998,9
0,78,(abs(abs((x0) * (x0))**(x0))**(0.09542769381133595)) / (x0),-4998.789550159075,9
0,79,((x0) + (x0)) - (abs(1/(-2.10299601346095))**(0.7068548694113395)),-1606.8927120571489,8
0,80,((-0.6587287480478065) * (-0.4071956052530484)) / ((-1.0057554897273944) * (x0)),-4969.820876228609,7
0,81,((0.6928689725673904) * ((-0.021115074117172523) / (x0))) - ((0.24275244633417745) - (1.2313754171203997)),-2953.5617186902955,9
0,82,((((x0) / (x0)) + (-1.012371567022461)) + (x0)) / (x0),-4173.558104350326,9
0,83,1/(1/((1/(-5.679096583713278)) - (abs(x0)**(x0)))),-3252.689911299006,8
0,84,1/(abs(-0.7827731608249292)**(x0)),-2015.2429529761814,4
0,85,(1/((0.03380757735270378) / ((x0) * (x0)))) * (x0),-5922.568765497359,8
0,86,(1/(((1.4189551743667714) / (-0.7845124680114993)) + (-0.7531904122341898))) + (x0),-2204.8369326251413,8
0,87,((0.5206084484769615) / (abs(-0.25872775759806055)**(-0.44577740710858343))) - ((x0) / (x0)),-2641.149489348384,9
0,88,(1/(1/(0.7407939894624763))) + ((-0.8306316648329269) * (x0)),-2950.815274366214,7
0,89,abs((x0) + (x0))**((x0) / (4.279702415452864)),-2397.679792007526,7
0,90,((x0) * (-0.8499708691706905)) * (1/(x0)),-2604.6529687967914,6
0,91,1/(abs(abs(1.454515786632049)**(1/(x0)))**(0.1320280739866581)),-1959.2643357631755,7
0,92,(((x0) + (x0)) * ((x0) - (x0))) + (x0),-2584.1110134188743,9
0,93,1/(1/(-0.8484922634753589)),-2604.6563776616586,3
0,94,1/(1/((1/(3.932040891949685)) - ((x0) / (-0.984169591185058)))),61.047860084209645,8
0,95,((x0) / (1.1796297083977496)) * (((x0) * (x0)) + (2.320486429311787)),-3150.7970655798417,9
0,96,(((abs(-0.0551560354283875)**(2.098841127213394)) * (x0)) - (x0)) - (x0),-1342.9348008201682,9
0,97,(abs(x0)**(x0)) / (((x0) / (x0)) * (1.9288349886602751)),-3101.1378984083312,9
0,98,1/(1/(-0.8438771119198921)),-2604.7234410029814,3
0,99,1/((-1.454432974868128) * (-1.0593683793831283)),-2720.7233230130337,4
1,0,abs(1/(x0))**((x0) + (-0.5137177279985193)),-2807.956433485185,6
1,1,((x0) / (0.4138438349736199)) * ((x0) - (1.354375914784921)),-2104.9067684614047,7
1,2,((0.4950156124671564) - (x0)) - ((0.07686015463310493) + (0.6665589244448048)),227.90507657463655,7
1,3,(1/(((1.3154690394345512) / (-0.9552536077609259)) + (-0.6654422619022926))) + (x0),-2129.042463067475,8
1,4,abs(1/(x0))**(1/(x0)),-12566.40674321,5
1,5,(0.015807620984947125) - (-0.8358663497522979),-2735.8575134687962,3
