generation,individual_index,expression,fitness,nodes
0,0,(abs((1.0949251072077597) / (-0.5081357264213018))**(abs(x0)**(0.640612890458049))) * (-0.4142136605188131),-887.2820983731513,9
0,1,1/(abs(x0)**(x0)),-4645.772613495725,4
0,2,((1/(x0)) + ((-0.21163587538787146) - (-0.5346274210113103))) / (x0),-6490.471200532891,8
0,3,(1/((-1.1324202233854708) - (x0))) - (1/(abs(x0)**(x0))),-4296.648686145694,9
0,4,1/((x0) - ((0.5028695477901448) / (x0))),-3663.840637002286,6
0,5,(1/(-0.4592199689250108)) + (1/(x0)),-7028.37288541542,5
0,6,(1/(x0)) * ((-0.36904326380069585) + (x0)),-4392.636514865042,6
0,7,(1/(x0)) * (((x0) * (x0)) - ((-0.0004658490960227034) / (x0))),-3893.409171072506,10
0,8,1/(abs((-0.7607229799306097) / (x0))**((x0) - (-0.39442050255171135))),-1845.3516561606498,8
0,9,((1/(1.2233323096496005)) + (abs(-0.04675855928118624)**(0.4749453811954878))) / (1.2735386588971642),-2621.6377812059,8
0,10,((x0) + (-0.1572942149215039)) * (1/(0.38542752972738953)),-1852.4588304304289,6
0,11,1/(abs(x0)**(1/(x0))),-13284.312178039494,5
0,12,((1/(x0)) - (abs(-0.8901464576416235)**(-0.6500874466719715))) / (x0),-6478.2318688780815,8
0,13,1/(((-0.1879009295385742) + (0.8133106903998263)) - (x0)),-4231.361577486253,6
0,14,1/(((-0.8903559346531316) + (x0)) * (x0)),-5732.074645420302,6
0,15,((x0) + ((-0.0418781969380052) / (x0))) / ((0.6626134889086052) - (-0.9653358582658167)),-3561.618899790884,9
0,16,1/(abs(1.5048481690948294)**((1.6477398145351478) - (x0))),-1411.3349862447626,6
0,17,abs(((0.5868423397587503) + (x0)) * ((0.03471661699920883) - (x0)))**(x0),-3658.850940901446,9
0,18,1/((abs(-0.8660198172400758)**(0.3844758680029395)) / (0.8814599771998418)),-2874.126588332788,6
0,19,(abs((x0) * (0.12026921817882032))**(x0)) - ((x0) * (1/(x0))),-1496.8352083727302,10
0,20,(((-0.2117227601574459) - (0.5057455869100534)) + (-1.1108919210990535)) * (abs(x0)**(0.6691835209407573)),906.2462810026132,9
0,21,((1/(x0)) / (x0)) - ((x0) / (x0)),-6400.873823159191,8
0,22,((0.9418094742339171) / (1/(x0))) - (((0.6687004241285324) * (x0)) / (x0)),-2252.078126270533,10
0,23,(abs(x0)**(-0.42308533150491934)) / (1/(x0)),-845.8312734740866,6
0,24,((x0) * ((x0) * (x0))) * ((1.0721591635145387) / (x0)),-5166.579196593446,9
0,25,((2.379331851726956) * (x0)) / (abs(x0)**((x0) * (0.0025748105096678273))),-973.4430227525594,9
0,26,1/(((0.3573924912167048) / (0.10565896453425247)) / (1/(0.32433272799360824))),-2905.8084072307274,7
0,27,((-0.20948498076958652) - (x0)) / (abs(1/(x0))**((-0.20716906073225816) + (x0))),-2923.5345096971123,10
0,28,(1/((-1.9542594396125041) - (x0))) - ((x0) - ((x0) + (-0.8243895726566235))),-2972.557570677134,10
0,29,(1/(1/(x0))) * ((1.0936553425254332) / (0.39782150684917394)),-890.5145716789868,7
0,30,((x0) + ((-0.5628186054187525) - (x0))) * ((x0) - (x0)),-0.0,9
0,31,((x0) * (x0)) + ((abs(-0.04108704088118833)**(-0.3072119231375326)) * (x0)),-2066.348908777357,9
0,32,((1/(-0.7469589945589833)) + (x0)) * ((-0.43973070751688725) / (-0.7171565239570774)),-2590.840060651226,8
0,33,abs(((x0) + (-0.535942877611905)) * (x0))**((x0) * (0.043095814851545095)),-2250.0688871426573,9
0,34,(((x0) * (x0)) + (1/(x0))) * ((0.07019053323525627) / (-0.7024027062893398)),-3727.7786023942244,10
0,35,((-0.03153014497321981) + (x0)) - (1/(abs(0.30895079848801416)**(-0.621486964672699))),-2297.6465928449206,8
0,36,abs(((0.3868208193593387) + (-0.581850588304141)) + ((0.2197430941202069) - (x0)))**(x0),-3314.7856724729363,9
0,37,(((0.46091923607406826) * (0.6660149998602561)) / ((-0.7904563769914192) / (-0.8588606734022586))) - (x0),-2317.140293396179,9
0,38,((1/(-0.800616719543079)) * ((-0.12506000278875024) - (x0))) / (0.8318508671265719),583.3008842749168,8
0,39,(abs(x0)**(x0)) / (1/((0.13036982095552888) / (x0))),-4482.768133357768,8
0,40,abs((0.990315547815766) / (0.6605603325421907))**((x0) * (0.6044966986066506)),-2015.2283802955528,7
0,41,abs((x0) - (0.03412106759086421))**((0.3084309960920431) + (x0)),-2050.3111934305825,7
0,42,1/(1/(-0.8758562489973126)),-2767.8210381087706,3
0,43,1/(((-1.5660931135037435) - (x0)) - (-0.16923619047522512)),-3769.4342763215564,6
0,44,1/(1/(x0)),-2683.470779676876,3
0,45,1/((abs(-0.5702454049448724)**(x0)) / (-0.4711671716740955)),-1301.8735763823083,6
0,46,(abs(-1.0220717902018002)**(x0)) / (1/(x0)),-2577.5435505164214,6
0,47,(((x0) + (x0)) - (-0.20788353645753452)) + ((x0) - (0.23589708091456313)),-2111.523216516308,9
0,48,(abs((x0) * (-0.17242758850231793))**(x0)) + (1/((x0) / (-0.08562600891288667))),-4846.392901591296,10
0,49,1/((x0) / (x0)),-2629.7466589261426,4
0,50,abs(1/(-0.7518845420098089))**((1/((-0.00033077377997292097) * (x0))) + (x0)),-9883.656808282154,9
0,51,1/((x0) + (1.2961261116279346)),-3772.294263893612,4
0,52,((-1.9649793779757938) + (((0.7231754364914635) * (x0)) + (x0))) + (1/(x0)),-4766.597292434692,10
0,53,((x0) * (((x0) * (x0)) * (-0.4726786580661439))) - (-0.3602949233724271),-2989.32813320704,9
0,54,abs(1/(x0))**((0.14682473944971605) + (-0.6490770868133089)),-752.2174129767743,6
0,55,(abs((x0) + (abs(0.7489448044209076)**(x0)))**(x0)) - (0.6010508196372965),-2156.093358997118,9
0,56,(abs(1/((x0) / (0.6688399833891145)))**(x0)) + (0.9443374382718831),-3456.945711228554,8
0,57,1/(((1.238453758504857) * (1.9082541290135504)) / ((-0.4666658855945561) - (abs(x0)**(x0)))),-2588.2827545863574,10
0,58,((1.1545450315582233) - (-0.8351586300651107)) / (((0.9494218733502315) + (0.7568910538253788)) + (0.6165559928030099)),-2604.7348991451763,9
0,59,abs(abs(0.571251717177929)**(-0.665196928248032))**(abs(x0)**(1/((-1.0596436246303607) / (-0.817605397691864)))),-2003.8738635579775,10
0,60,1/((2.2144191084883516) * (x0)),-5017.630538232222,4
0,61,((x0) + (0.5382884475140612)) + (1/(x0)),-4926.201673346235,6
0,62,1/(((x0) / (1/(-4.8939983480869795))) * (x0)),-6277.037280328337,7
0,63,1/(1/(x0)),-2584.135919634038,3
0,64,abs((x0) / (1/(x0)))**(1/(x0)),-21311.116533578646,7
0,65,((0.734216545788854) * ((1/(-0.8607216094914625)) * (x0))) + (0.8032389045785867),-2410.6866651083096,8
0,66,(abs(x0)**(1/(x0))) * (1/((x0) * (x0))),-12311.334971649492,9
0,67,1/((x0) - (abs(0.12670358337283266)**(x0))),-5135.82190443145,6
0,68,(1/(abs(-0.41846882925903167)**((-0.16874783459424478) + (-0.1068952146631615)))) - (x0),-2301.633995396688,8
0,69,1/(abs(-0.7828821742815699)**(x0)),-2015.2376475374567,4
0,70,1/((((x0) / (-0.9242504804762616)) / (0.9170821994596796)) * (1/(x0))),-2604.7600352844865,9
0,71,1/(abs(0.7072545929153609)**(abs(x0)**((0.660845395792369) / (0.811274064929876)))),-1992.993767150304,8
