generation,individual_index,expression,fitness,nodes
0,0,((x0) + ((-1.0128625347441746) + (x0))) * (abs(x0)**(x0)),-4055.723423140292,9
0,1,abs((-0.3093196788384094) * (1/(x0)))**(((x0) / (x0)) - (2.153788819803939)),-2322.8311754631736,10
0,2,(((x0) / (0.32064213257182583)) + ((x0) * (x0))) / (-1.1573435524974078),-1986.7292283896693,9
0,3,1/((-0.7414203836751224) / (0.630131928673943)),-2604.653016663463,4
0,4,((x0) + (0.008450288919873344)) - ((0.4027706072194056) / ((-1.4171054114637833) - (x0))),37.36178127339185,9
0,5,1/((1.1496912884222203) * (1.0232871191574446)),-2604.653027850687,4
0,6,abs((x0) / (x0))**(abs(-0.000987655755141592)**(abs(x0)**(x0))),-2629.7466596487184,9
0,7,1/((1/(x0)) + (abs(-2.4881301102767432)**(-0.4422169714635147))),-3221.597761257469,7
0,8,1/((0.3715573010450864) / (x0)),-980.6093462963208,4
0,9,(1/((x0) / (-0.11415634015946935))) + (((0.1032103324584982) / (x0)) - (x0)),-2084.351056840196,10
0,10,abs((0.7166789594076091) / (-0.8161910617568239))**(abs(0.42443873029966117)**(0.12558359357470197)),-2728.7021240041604,7
0,11,((0.2730158305621395) + (0.9079339243604971)) + ((1/(x0)) / (x0)),-6330.352027885716,8
0,12,(abs(x0)**(1/(x0))) + ((x0) * ((-0.28501466645372636) / (x0))),-3156.7525781677514,10
0,13,abs(((0.014282917105128988) - (x0)) / (abs(x0)**(x0)))**(x0),-3209.370946013114,9
0,14,(((-0.16144311782736773) + (-0.9312937430892952)) / (-1.0185502158715167)) / (1/((-1.037710240058481) * (0.7636271941566054))),-2604.656203970484,10
0,15,abs(((0.057230412523624534) + (0.342871885296711)) / (x0))**(1/(-1.4725904386740927)),873.1672247316045,8
0,16,(((x0) - (x0)) - ((x0) - (x0))) / (1/(0.4706105297485117)),-0.0,10
0,17,abs((0.4655954029889098) - ((x0) - (x0)))**(1/((x0) - (x0))),-0.0,10
0,18,((0.3400914628596539) - (0.3218820989743822)) + (((0.5635006595121912) - (x0)) + (x0)),-2898.549587303047,9
0,19,1/(((0.511423196946607) - (x0)) / ((x0) / (x0))),-4442.763558873645,8
0,20,(abs(-0.0039029352620173954)**(0.3271717120256619)) + (1/(abs(-0.2844977702140861)**(-0.2860286269192681))),-2791.4519066201033,8
0,21,((-0.21006796177108594) - (x0)) - ((x0) / ((0.29343084121801466) + (1.404001003428483))),601.9729088225462,9
0,22,((x0) - ((x0) * (-0.302828694588795))) - (1/((-1.882585530385134) - (0.753361594231274))),-188.58343293858678,10
0,23,(abs(abs(0.17927905394945415)**(x0))**(x0)) + (abs(1/(-0.2122927066627373))**(-0.13088979542216886)),-3345.7690848598277,10
0,24,((0.47250992373672973) / (-1.251785240415557)) - (abs(1/(x0))**((x0) / (x0))),-5085.157658950509,10
0,25,(1/(abs(-1.1370010498887726)**(x0))) / (1/((x0) * (x0))),-5171.846110172792,9
0,26,(((x0) * (-2.7706474627929705)) * ((x0) * (x0))) * (-2.7923509320641666),-6054.582980477548,9
0,27,((x0) / (x0)) * (1/(1/(0.8496662811655119))),-2604.6531568987216,7
0,28,((abs(x0)**(1.5396339096828875)) + (1/(x0))) / (x0),-6320.466425935232,8
0,29,1/(abs(0.6602590226606775)**(-0.14895137721251264)),-2614.4541844288706,4
0,30,(abs(x0)**((x0) / (-2.503912602376083))) / ((0.35649351260143625) + (1.1631899724391463)),-4086.6033054982286,9
0,31,1/(((0.3952854256895541) * (-0.920474236157931)) / (x0)),-890.5104196106888,6
0,32,((-0.7333094045016063) * (1/(x0))) + (1/(x0)),-4969.820876125577,7
0,33,((0.8660095642096556) * (x0)) * (1/(-0.31187062318252096)),-946.7729316938616,6
0,34,((x0) / (0.4238143988512137)) - (1/(1/(0.5132298448307672))),-1840.416408314552,7
0,35,1/(((-1.1372097803113241) / (0.8072820553565926)) * ((x0) + (-0.633849206842244))),-4141.567057833649,8
0,36,(1/(-0.6385309868818989)) / ((x0) - (x0)),-0.0,6
0,37,((x0) + (x0)) * (1/((x0) + (x0))),-2629.757040406428,8
0,38,((abs(x0)**(0.3690598692881571)) + (x0)) + ((-0.9991991927883224) - (1/(-1.1292615676790343))),905.6096127517784,10
0,39,(abs(x0)**(x0)) - (abs(x0)**(abs(x0)**(-0.15747485529170963))),-4445.435299934313,9
0,40,((1.0954672590435686) / (1/(x0))) - ((-1.6813599345044972) / (1/(x0))),-1199.8016741874437,9
0,41,1/(1/((-2.7508213793076055) * (x0))),-890.5439885333808,5
0,42,1/(((x0) - (0.7164745261377857)) * (1.2984422489869245)),-4220.744135206298,6
0,43,((-0.11024483982061059) * (-0.3355723228647971)) - ((abs(1.8716077468969678)**(x0)) + (-0.6816332797827193)),-1082.698364871408,9
0,44,1/(((-1.134476638268087) + (x0)) - (x0)),-2838.008538105337,6
0,45,((-3.554697286337002) * (x0)) / (1/(x0)),-4573.099697342548,6
0,46,(abs(x0)**(x0)) * ((0.7844905780454722) - ((0.06549698700640512) / (x0))),-3898.3060522425094,9
0,47,((x0) - ((x0) / (2.682450724546521))) + (1/(1/(0.3185972383409377))),-525.7257168948017,9
0,48,1/(1/(1/(-1.1764697329546894))),-2604.6529705312732,4
0,49,1/((x0) / (x0)),-2629.7466649756616,4
0,50,1/((x0) * (-2.3388525288944852)),-5013.446483781792,4
0,51,((x0) - (x0)) + ((x0) * (-3.2365000323275908)),-1422.7493032774637,7
0,52,(abs(x0)**((1/(x0)) + (x0))) * (x0),-13446.57676431911,8
0,53,(1/(0.6025158679644576)) * ((1/(-0.384099476192896)) / ((x0) + (4.532830964516245))),-3209.2781844020747,9
0,54,((1/(x0)) - ((0.6375014623851125) - (x0))) - (1/(1/(0.6364450355104372))),-4821.518602896882,10
0,55,abs((1.5607969512523163) - (x0))**(1/(1/((-0.25457497976802707) / (-0.8376053210395656)))),-3005.4381247928504,9
0,56,abs((abs((x0) / (x0))**(0.02241009870579358)) + (-0.49577258737220986))**(-0.08623003060909082),-2655.2038290840464,9
0,57,1/(1/(x0)),-2697.279497487046,3
0,58,(abs((1/(-2.401161759497396)) + (1/(-2.317126991103639)))**(x0)) + (x0),-1960.4095210231117,9
0,59,1/((x0) - (((x0) - (0.5969766443988219)) / ((x0) + (x0)))),-3296.292809686734,10
0,60,(1/((1.4081644566517502) + (x0))) * (abs(x0)**(x0)),-2909.1351577261994,8
0,61,1/(1/(x0)),-2584.1110134247247,3
0,62,1/((((x0) - (x0)) / (x0)) / (x0)),-0.0,8
0,63,((-0.15572741580015678) - (x0)) / ((-0.9025684606610753) / (-1.1318284273172114)),435.6230416569725,7
0,64,(abs(-0.06173846983315601)**(0.45196926499168244)) * (((x0) - (x0)) * (x0)),-0.0,9
0,65,((((-0.9951005272272082) - (-0.17620255832726855)) + (1/(-0.8450700529286154))) / (-0.7285155086062985)) * (x0),-890.5104197016299,10
0,66,(((x0) * (-1.0412679250454844)) * (-0.724979595932547)) - (abs(x0)**(0.2746618617315882)),-2156.1039505829362,9
0,67,((-0.3476862590077127) * (-0.5746704658526683)) - ((-1.4352203192648623) * (x0)),619.8011126686254,7
0,68,abs(1/(1/(-1.5267988428733381)))**((-0.3651067305011563) / ((1/(-0.8706817869742297)) / (x0))),-2402.7439327817483,10
0,69,abs(1/(x0))**(((x0) / (x0)) / (-1.9911730466770856)),-752.2153023839571,8
0,70,((-0.3723272282016344) - (x0)) / ((-0.453836160862334) - (1/((0.06427122170681748) + (-0.6658489384603022)))),-149.9733284819269,10
0,71,((0.5507444379855949) - ((x0) / (abs(x0)**(-0.05754245582114715)))) + (0.6768781566164958),-2668.5274624246067,9
0,72,1/((-3.0113570268618854) * (x0)),-4980.020386322058,4
0,73,1/((x0) - (0.42033574080329594)),-5445.7506517445345,4
0,74,(1/((-1.6297307086955948) - (x0))) - (abs(-0.033020257819514454)**(x0)),-4044.063013320808,8
0,75,((((x0) + (x0)) + (x0)) - (0.1917565290106238)) / (-0.8153351703014687),-4301.239307939788,9
0,76,1/(1/((x0) + ((0.17094014229634272) / (-0.10963587707902142)))),-3231.5260767561576,7
0,77,1/(((-1.097396244998613) + (x0)) * (((1.1831092447310507) - (x0)) * (-0.9667296255352652))),-4522.262891413282,10
0,78,abs(1/(-1.1028002105558037))**((1/(x0)) / (1/((x0) + (x0)))),-2660.3241863472226,10
0,79,((0.9836681790745586) / (0.4779228049892778)) / ((0.6673274909783572) / ((-0.3903295619742629) / (1/(-0.7410641680346806)))),-2738.4981827886854,10
0,80,((x0) + ((2.8931356934688712) + ((x0) / (2.0919915681632766)))) * (x0),-2356.079006538435,9
0,81,1/((1/(abs(1.0249311145640296)**(-0.0619856668617945))) * (x0)),-5230.070857753251,7
0,82,((x0) + ((-0.06652768339128066) * ((x0) - (1.2496051133386616)))) * (1.9645037004368424),473.29730854532863,9
0,83,(abs(1.2390276051916347)**((abs(0.04480837203506324)**(x0)) + (x0))) / (x0),-5299.099051248339,9
0,84,((-0.3346251930558157) - (x0)) * (abs(x0)**(x0)),-2715.565482980611,7
0,85,abs(1/(abs((x0) * (x0))**((x0) * (-0.00508592440147457))))**(x0),-2376.159827410078,10
0,86,((x0) + (-0.6277235342955358)) + ((abs(x0)**(x0)) + (1/(-0.7341043950450827))),-4003.6211227562508,10
0,87,((x0) * (1/(1/(x0)))) + ((0.25595471650982554) / (-1.2156733124783567)),-3377.1063357258818,9
0,88,abs((abs(1.0093762132152038)**((x0) / (x0))) * (-1.2674352095342791))**(x0),-2015.4071346891617,9
0,89,1/((x0) - (abs(x0)**(x0))),-5213.682953990665,6
0,90,(abs(-0.47135246867510877)**(((0.6164671072368917) + (1.7353764014353321)) * (0.43960291099718907))) / (x0),-5145.318365185423,9
0,91,((1/((x0) - (x0))) * (0.2927404178608195)) / (x0),-0.0,8
0,92,(((x0) + ((-0.5697901641679932) - (0.764090325697197))) / (1.0701173305960503)) * (-0.7098762237609841),-2596.0744256479065,9
0,93,(1/((x0) - (x0))) - ((0.6630293607041808) - (-0.13318101451392117)),-0.0,8
0,94,1/(1/(abs(-0.6509989999554594)**(0.3735279748850089))),-2604.674291602969,5
0,95,abs((x0) + (-0.9159559053608163))**(1/(-2.506716393881376)),-3161.798089964279,6
0,96,((-0.8087606559576432) - (x0)) - ((1/(1/(-0.12311454789728749))) / (x0)),-2851.6444694784254,9
0,97,1/(abs(0.6472963173830015)**(((x0) - (x0)) * (x0))),-3119.962992269656,8
0,98,(abs(-1.0493274161572501)**(x0)) * (((x0) - (-0.34685457032187195)) * (1/(-1.051798494054797))),-672.370166578662,10
0,99,(abs(1.2503942434824813)**(x0)) * (abs(x0)**(0.43232780305368873)),347.5226844756643,7
1,0,abs(((x0) / ((1.299160005203014) + (0.47583582158954635))) * (-1.013679574317576))**(x0),-2840.4391229844005,9
1,1,1/(1/(abs(x0)**(0.5020048183684233))),-752.2320520307619,5
1,2,abs((1.2684610934527363) - (x0))**(((x0) / (-3.3749380974842413)) * (1/(-3.3548670429327365))),-2291.054662320228,10
1,3,x0,-2584.111013421576,1
1,4,((x0) + (x0)) * (1/((1/(1/(x0))) + (x0))),-2629.747390053917,10
1,5,((x0) - (-0.10750852268941653)) * (1/(-0.6014915312425235)),-400.7761533660055,6
1,6,1/(1/((1/((0.5272792599617283) * (0.690059746378))) * (x0))),-890.5104396191771,8
1,7,(abs(-4.9376094398694146e-05)**(x0)) + ((1.0759119224911329) * (x0)),-1408.269457211703,7
1,8,((x0) + (x0)) * (x0),-4806.860159972529,5
1,9,x0,-2584.1110635426294,1
1,10,((x0) + (-0.5998356485499181)) * (x0),-4184.520326831787,5
1,11,(abs(x0)**(x0)) / ((0.8661118980562141) - (-0.7898688051725562)),-2674.9539460602546,7
1,12,(abs(5.548466141169646)**(x0)) * (1/(abs(x0)**(x0))),-3383.604192233621,9
1,13,(1/(x0)) - (((1.090206339220683) - (-0.7395755677843147)) + ((x0) * (x0))),-5083.765704474999,10
1,14,(1/((-1.3777260347128852) * (0.9438533894494971))) + ((-0.9686341879687739) - (1/(-1.1265731302507447))),-2604.6529754467842,9
1,15,((abs(x0)**(0.22126817129924622)) + (x0)) + (-0.27447214304433787),816.2465736802942,7
1,16,((0.7815431306920917) * (abs(-0.5772697934859378)**(0.9662932149306053))) * (1/(-0.5555511249317306)),-2785.0808182639057,8
1,17,x0,-2599.2293797438897,1
1,18,(1.6641729406201047) / (1/((x0) * (1.6458591323706786))),-890.6816977552961,7
1,19,((x0) * (-3.433881196866545)) / (abs(-1.196803521301275)**(x0)),-776.515085331733,7
1,20,((-0.2077745074370011) - (x0)) - ((x0) / ((0.5332451715063635) + (1.8720292361850728))),578.027452280273,9
1,21,((abs(x0)**(0.3690598692881571)) + (x0)) + ((-0.9991991927883224) - (1/(-1.1292615676790343))),905.6096127517784,10
1,22,((1.047883855625429) * (0.7357597757101999)) - ((1/(1/(0.013628873339184592))) / (x0)),-3112.93863633886,9
1,23,1/((-1.1539396146974934) - (0.022580550319720033)),-2604.6535198341776,5
1,24,(abs(x0)**(0.49978232100636616)) / (abs(-0.3847887189706679)**(0.44998128076707017)),-2179.540325269768,7
1,25,0.8451487111495706,-2604.805452804756,1
1,26,(((-0.0013368981081351566) + (-0.6857354533013726)) / (-0.22248679435804097)) / (1/((0.46134246302925525) * (-0.6142829830898634))),-2610.804948598325,10
1,27,-0.8499757972188227,-2604.654520679843,1
1,28,((-0.5378588693535586) * (1/(x0))) + (0.1738862570319658),-5201.0961291760195,6
1,29,((x0) + (1/(1/(abs(0.9821810485809543)**(0.3902112126519131))))) * (0.5081562864866255),-965.8824316229263,9
1,30,1/(x0),-5485.952143641309,2
1,31,(abs(-0.15100876493489768)**(x0)) - (1/(x0)),-5194.143699506348,6
1,32,1/(((0.3952854256895541) * ((x0) - (x0))) / (x0)),-0.0,8
1,33,abs(1/(abs((x0) * (x0))**((0.06186534670694514) * (-0.5914290999288757))))**(x0),-2724.6252428576263,10
1,34,((x0) / (x0)) - ((0.20176962447672875) + (-0.05174455023544401)),-2604.6529675642523,7
1,35,(abs(0.5683856499491726)**(1/((1.1735840594821072) * (-0.7945235107432606)))) * (abs(x0)**(0.6687111450745824)),902.095802307372,10
1,36,abs(1/(x0))**(-0.5027760377416794),-752.2342519529442,4
1,37,(1/((x0) - (x0))) - (x0),-0.0,6
1,38,((-0.23359007712147836) - (x0)) / ((-0.40612094164716706) - (1/((x0) + (-0.8947512515691808)))),-1537.3303752744055,10
1,39,(1/(0.3992055241266633)) / (1/(x0)),-1489.3133410196606,5
1,40,(1/((x0) - (x0))) - ((0.05205726389677623) - (0.4638835070755476)),-0.0,8
1,41,abs(((0.3648941183056874) + (0.6505356337080068)) / (-0.7821368811545518))**(1/(-1.6079883065859073)),-2604.6548398731948,8
1,42,x0,-2584.455147744345,1
1,43,1/((-0.8189060476390864) / (-0.6976692731219866)),-2604.926846872244,5
1,44,(1.036998248145272) - ((-0.368923629603153) / ((-1.6144296862628904) - (x0))),-2473.5120585066834,7
1,45,1/(1/(x0)),-2584.111013424927,3
1,46,abs(abs(x0)**(-0.7262598609140436))**((0.39754598309709804) / (-0.5754650209542882)),-753.1194690146707,7
1,47,(abs(0.3735071346171588)**(1.2939007312450643)) + (1/(abs(x0)**(-1.1663494965893098))),50.72765580710842,8
1,48,((0.16621356318690367) / (0.8298507209081613)) - ((x0) / (x0)),-2798.377460923921,7
1,49,x0,-2584.1110134487294,1
1,50,(1/(x0)) / ((-2.1218751366061985) + (x0)),-5174.1104511871,6
1,51,(((-0.16847814524793447) + (-0.93832876106173)) / (-1.1186833086622494)) / ((-0.2341137588907035) - (0.9382756591120407)),-2604.7373520736264,9
1,52,abs((x0) + (x0))**((1.0205040940181385) + (-0.36259429217754713)),680.9100582500593,7
1,53,(1/(0.50818110508473)) * ((1/(-0.26663719672556574)) / ((x0) + (6.525314855588004))),-3099.8808193383256,9
1,54,1/(1/(abs(0.8028998008930893)**(0.7347354594817935))),-2604.6566218645567,5
1,55,((x0) + ((-1.006266952188384) + (x0))) * (0.6825234197747017),-2404.9401404265427,7
1,56,abs(-1.2442870024073411)**(-0.6276896816098647),-2605.3489615358462,3
1,57,(abs(-0.06173846983315601)**(x0)) * (((x0) - (x0)) * (x0)),-0.0,9
1,58,1/(abs(1.1998975164326404)**(0.8258714827226091)),-2604.9279214345947,4
1,59,((1.2345830478712814) / (1/(x0))) - ((-0.7127038338036231) / (2.9995984224867374)),502.1885381942593,8
1,60,(((x0) - (x0)) - ((x0) - (x0))) / (0.15686562820224936),-0.0,9
1,61,((x0) + ((-0.08704657904987749) * ((x0) - (1.2124794896477424)))) * (1.732271724695211),644.3255208289162,9
1,62,1/(1.2314302845602856),-2865.459837579706,2
1,63,((1/((0.6594767221602218) - (x0))) * (-0.11481454690071224)) / (x0),-5720.169670458374,8
1,64,abs((x0) / (-0.39783245402489137))**((0.8179585405503702) - (0.16035600083085813)),6.677368881207109,7
1,65,(abs(0.6969522200066843)**(-0.07344085372206141)) * (1/(x0)),-5601.533302961796,6
1,66,abs((abs(1.0006485476350357)**((x0) / (-0.14225988737330433))) * (-1.3063795257655786))**(x0),-4500.857436097322,9
1,67,(1/(-0.6462117363237821)) / (1/((-0.12284464310026133) - (x0))),-79.1966310683767,7
1,68,((0.18176038461137856) - (1/(0.7940304345569356))) + (0.30789409931232814),-2653.9422588852167,6
1,69,((0.4830021021421321) + (0.25958949732651815)) / ((1.219444301635788) - (x0)),-3568.1218813239952,7
1,70,x0,-2761.314831878588,1
1,71,1/(1/(x0)),-2584.111013417495,3
1,72,(1/(0.6451047442661332)) - (1/(x0)),-5011.095972426782,5
1,73,abs(1/(-1.3734888590342855))**((0.4231064143973581) - (x0)),-1838.5218591878274,6
1,74,(((x0) - (x0)) - (x0)) / (1/(2.7482033966313266)),-890.5278136083714,8
1,75,1/((0.6837318215054243) - (-0.6832323378859884)),-2867.627752814307,5
1,76,((1/(x0)) * (0.07728194398498715)) / (x0),-6446.832569747692,6
1,77,((x0) * (1/(1/(1/(-0.5899237487825514))))) + ((0.20344377848862888) / (-1.2238903226724467)),565.7407823439779,10
1,78,1/((-0.18340179263950704) - (0.9931132982728184)),-2604.6529678751835,4
1,79,(((x0) + ((-0.5715993011360176) - (0.7661760570346269))) / (x0)) * (-0.21214140405012125),-4939.359889858029,9
1,80,(1/(x0)) - ((x0) * (-0.8546540568387532)),-4882.262562156395,6
1,81,((-0.03989852214743465) * (-0.3066328800331405)) - ((abs(1.8996954642807633)**(0.46535371553391985)) + (-0.47496947165082704)),-2617.6871919975542,9
1,82,((-0.847381446154224) - (x0)) * (((x0) + (x0)) + (x0)),-3063.1676498795114,9
1,83,((1/((x0) - ((x0) + (x0)))) * (0.08358931047138293)) / (x0),-6219.954434046516,10
1,84,(((x0) / (0.1437197124356212)) + ((x0) * (x0))) / (-2.4390158876274044),-1560.9568430651952,9
1,85,(x0) / ((-0.4228630997099182) - (1/((-0.22994791507160667) + (-0.9600680807462256)))),-1226.0505684202585,8
1,86,((-0.24645504761579531) - (-0.21870936936195431)) + (abs(-1.167738704263576)**(-0.8406630334314235)),-2604.652979130522,7
1,87,x0,-2584.111013542409,1
1,88,((x0) / (0.22812699171927042)) - (x0),-1383.6454441837573,5
1,89,abs((-0.09593689155858272) - (-0.8466829619875338))**((0.25334110565791823) - (x0)),-1949.113376491824,7
1,90,((0.11945704919039966) + (x0)) * (1/(-0.64536933218737)),615.4479310747047,6
1,91,abs((-0.8281644545031632) - (0.4209181088642372))**(abs(x0)**(0.23674521704812634)),-2795.936158158915,7
1,92,1/((-1.2880205918768488) - (x0)),-3772.0373618559474,4
1,93,1/(x0),-5230.034377419329,2
1,94,(1/(x0)) + (abs(1.1532034231006374)**(x0)),-4963.801834033619,6
1,95,abs((0.4655954029889098) - ((x0) - (-0.22572547163213708)))**(1/((x0) - (x0))),-0.0,10
1,96,((-0.577582191839792) - ((-0.004472216918128472) / (x0))) * (abs(x0)**(x0)),-4089.294357795168,9
1,97,abs(-0.6478564678559906)**(0.37091413522199546),-2607.1333142210365,3
1,98,(0.13504909664882334) - (abs((0.025419891734855527) / (x0))**(1/(x0))),-4820.693179949464,8
1,99,1/(((1.2059048964239047) * (x0)) / (x0)),-2605.7101383315876,6
2,0,-0.7995587691507827,-2839.554256486899,1
2,1,(-0.24522577799184958) - (x0),-177.2561598726187,3
2,2,((-0.22650959868246318) * (-0.23450947308302456)) - ((x0) + ((0.20912179270233364) + (x0))),304.8646178279669,9
2,3,(x0) * (((x0) - (x0)) * (x0)),-0.0,7
2,4,((0.8760805771783617) / (x0)) * ((x0) - (0.0210721246354168)),-2330.4773048100033,7
2,5,1/((-3.359183381260754) * (x0)),-4972.1380413197885,6
2,6,((x0) * (1/(0.7863787158237516))) + ((0.5397853164497818) / (-1.2096310484997015)),-2284.0963050279333,8
2,7,(abs(x0)**(x0)) - (1/(-4.870424443791162)),-3284.402616678901,6
2,8,(((x0) - (x0)) - ((x0) - (1.279505534417468))) / (1.40682646390122),-2572.55248737511,9
2,9,((x0) - (x0)) / ((-0.49500103082510116) * (x0)),-0.0,7
2,10,(1.306096533174499) / (1/((-0.48637893266514515) * (1.284192929106834))),-2764.2927202593573,7
2,11,((1.0250912168449506) * (0.7023414130802206)) - (x0),-2246.068035814239,5
2,12,(abs(x0)**(0.719777595760484)) / (0.5044139649135186),673.0181094233386,5
2,13,(1/(x0)) * ((x0) / (-1.162676448348299)),-2604.8472733835906,6
2,14,((x0) + ((-0.09098772649624047) * ((x0) - (1.2060179203030055)))) * (1.7098581601717182),647.6780093659402,9
2,15,((1/(2.660080323104618)) + (x0)) * (1/(-0.990603661115573)),-181.83866026512135,7
2,16,-0.8247868844992915,-3018.7831515765383,1
2,17,((x0) * (4.209203091625042)) / (1/(x0)),-4525.659461757779,6
2,18,abs(x0)**(0.6121498976471431),-1319.5234723797766,3
2,19,x0,-2584.1110156816376,1
2,20,x0,-2585.7535550458697,1
2,21,((-0.6628526627791004) / (x0)) / (1/(0.40233742289339836)),-4969.82087612378,6
2,22,abs((1.3755430414735614) - (x0))**(((x0) / (x0)) * (1/(-3.426403717665168))),-2838.0442602209214,10
2,23,((0.8067714620476798) - (0.597778741221691)) + ((0.05031492356965843) + (x0)),243.9612398639421,7
2,24,abs(1/(-1.2398983198900653))**((0.7939440037003215) / (1.0507284848158447)),-2604.653036222003,6
2,25,((x0) * (2.74043689744097)) + ((x0) - (x0)),-890.5446298632346,7
2,26,(abs(-1.4751561984343027)**(x0)) * (1/(x0)),-4966.747036120794,6
2,27,((0.17732321794873482) + (x0)) * (1.230348384400339),495.6735480927292,5
2,28,-0.99069135488166,-2630.401613744846,1
2,29,x0,-2818.1806671930954,1
2,30,abs(x0)**((-0.7536442102204787) / (-1.509612549499778)),-761.950370459375,5
2,31,(1/(0.8399862893858907)) / (1.0813039014448582),-2714.771110345545,4
2,32,(-0.2396188771598324) - (x0),163.65190463851272,3
2,33,x0,-2584.111043613133,1
2,34,((-1.9767509055564438) / (2.3230477362837383)) - (1/(x0)),-5032.901673716302,6
2,35,x0,-2584.111013601416,1
2,36,(abs(x0)**(0.3903247097685792)) * ((x0) - (1.010189023774528)),-1631.9237433837586,7
2,37,0.849668216367111,-2604.6535395904248,1
2,38,1/(-1.1104875304929074),-2823.310350314852,2
