generation,individual_index,expression,fitness,nodes
0,0,((x0) - (0.014052322663662187)) + (((-0.11668408962009796) + (-1.3252199253028618)) + (x0)),-2.4287539559336655,9
0,1,(((x0) - (-5.820978771631413)) / (-20.08705801426082)) / (1/((x0) / (-8.391256286328792))),-3.0314751245950715,10
0,2,((0.029591669329086353) * (x0)) * (((7.620196140011692) + (x0)) * (x0)),-1.5146856837688671,9
0,3,1/(((x0) * (-0.37457725033558464)) - (-1.6299195014095404)),-0.7449996397158755,6
0,4,(1/(-12.028103829235569)) / (abs((-9.504041699221018) - (x0))**((x0) * (x0))),-3.325532112483274,10
0,5,abs(abs(x0)**(-0.9992741973021457))**((x0) - (0.6821716642823819)),-1.5890802566933881,7
0,6,1/((0.6590714734727084) - (0.1029012614079486)),-0.06301759103823742,4
0,7,1/(((-17.094854549429) * (x0)) + (-10.118442475886528)),-3.405209490651807,6
0,8,(abs((x0) / (0.059284476965762195))**(0.00046588019636818745)) * ((0.9536368981012887) + (x0)),-1.262111069110246,9
0,9,abs(abs(x0)**(1.0624162984169947))**((1/(x0)) * (abs(-0.3716074323992509)**(-0.38330651978081415))),-0.5530230071114439,10
0,10,abs(abs((x0) / (-0.43011408250676153))**((x0) - (6.187955225572312)))**(x0),-3.165581316187872,9
0,11,(((-0.11366821066272041) * (x0)) / (-1.0593672000046228)) * ((x0) * (x0)),-1.921663929761231,9
0,12,1/(1/((1.2188197445174065) * (1.4752072788329549))),-0.06301759103862724,5
0,13,(1/(abs(x0)**(x0))) - ((x0) / (14.980154091889446)),-2.0969021697301535,8
0,14,(1/(1/(2.896083821858583))) - ((x0) + ((-2.1558947699674045) + (x0))),-2.547776845772212,9
0,15,(1/(-0.4470347967283661)) / ((abs(-0.0005537593892095405)**(x0)) + (-0.7510852465659502)),-2.8125008027978557,8
0,16,(((-0.7275562074613952) * (-1.2001486225553555)) + (1.0204685380585266)) / (abs(x0)**(x0)),-1.3325936044155569,9
0,17,1/(1/(x0)),-0.6688241748187845,3
0,18,((-0.6860057689926086) / (-0.7978657820231013)) + (abs(1.1818504001645653)**(-0.3817607050520341)),-0.06301759105023205,7
0,19,abs(abs(x0)**((2.2625292016299623) - (x0)))**((x0) * (x0)),-0.896131974336666,9
0,20,abs((x0) * (0.33910314257933805))**(((-0.335933022645986) * (-0.9633280481152415)) - (x0)),-0.10834029473649368,9
0,21,(1/(1.029944650006215)) * ((1/(1.431373404638871)) + (x0)),-0.817283988107768,7
0,22,((10.868657151776965) - ((x0) * (x0))) / ((1/(x0)) - (-3.2291613498976344)),-0.22168894652464605,10
0,23,abs(1/(x0))**((x0) + ((-0.03157272879176438) / (x0))),-1.7641235589486866,8
0,24,(1/(85.71359055239222)) * (((-290.35169093990004) / (-1.845138772510263)) - ((x0) * (x0))),-0.06273109238037106,10
0,25,abs((4.076720108000271) + (x0))**((1/(-1.4082536636139862)) / (-1.9146546634253623)),-0.07830104781566181,8
0,26,abs(1/(x0))**(((2.982372216455099) / (x0)) / (-1.9207893522202075)),-0.5530230070987634,8
0,27,(1/((x0) - (0.045397294083050106))) / (1/(x0)),-0.6601013281924125,7
