generation,individual_index,expression,fitness,nodes
0,0,abs(1/(0.588312890868343))**(abs(1/(x0))**(x0)),-0.36856220323776334,7
0,1,abs((-0.4244425950117228) * (1.3870067012875655))**(((x0) - (x0)) - (1.1072984026203698)),-0.06301759103918184,9
0,2,(1/(abs(-0.46928921380217825)**(0.8439823613083399))) * (1/(abs(x0)**(x0))),-1.3325936044155566,9
0,3,1/((x0) - (1/(x0))),-824.5758456841095,5
0,4,(abs(1/(x0))**(-0.059627879944666624)) * ((1.3335801812511838) * (1.3263708209370053)),-0.05093312903717367,8
0,5,((x0) + (0.03441213982912636)) - ((1.4903684916033364) - (x0)),-2.4287539559336646,7
0,6,1/((1/(0.7718934655265287)) + (-0.739345457611192)),-0.06301759103812458,5
0,7,abs(((x0) - (x0)) + (1/(0.7651855439112842)))**(x0),-0.21775454514039871,8
0,8,abs(((x0) - (-0.22852853088864167)) / (abs(0.005477772251518412)**(0.7624394704511448)))**(0.13181052113630592),-0.06031981821038594,9
0,9,(1/((-0.7946460665829838) + (x0))) * ((x0) * (0.012746754623066604)),-3.220063236087825,8
0,10,1/((abs(-0.0034881635634971537)**(x0)) + (abs(1.8903567690926166)**(-0.9744063824980663))),-0.023054490789643296,8
0,11,1/(1/(1.7980110439805093)),-0.06301759103812463,3
0,12,abs(((x0) * (x0)) + ((-2.594695157041094) - (1.861535529975972)))**(0.486499836649992),-0.43861692411317443,9
0,13,1/((abs(-1.0921560704893385)**(x0)) / (x0)),-0.5522010747712247,6
0,14,((x0) - (x0)) + ((-0.36357776408098996) * ((-2.8676293078553914) - (x0))),-0.1591999946881917,9
0,15,1/(((x0) - (-0.3444479090133394)) - (0.044258410541694014)),-1.6725629776198694,6
0,16,(1/((x0) - (-3.6598304606398138))) - ((-0.5093056517400858) - (1.1027433901901889)),-0.06683652773438445,8
0,17,(1/(0.5653469242054259)) / (abs(x0)**(-0.05962690161870338)),-0.050933129025571997,6
0,18,(((x0) / (15.256835878031888)) + (x0)) + ((x0) * (x0)),-22.130961129581813,9
0,19,(((1.304844577958345) / (0.43701090600036097)) - ((0.6187736050736464) * (-0.7097182992996139))) - (x0),-0.6990852659514599,9
0,20,((x0) * (x0)) / (abs(-0.3866104582605251)**(-1.163280974469831)),-1.3768291878445855,7
0,21,((1/(1.035408787240116)) + (x0)) + (((x0) - (0.8122158309074744)) * (-0.9754617140063998)),-0.06265251369819662,10
0,22,1/(abs((x0) / (x0))**(x0)),-0.699839226519337,6
