dummy,evals,expr,fitness,len
0,1,(1 / (1 / (1 / log_v_k_nu))),-3.4028235e+38,4
0,2,(abs(((1 / log_v_k_nu) / (log_v_k_nu / 0.25688761))) ^ (log_v_k_nu - log_v_k_nu)),-0.70030165,10
0,9,((1 / log_v_k_nu) / log_v_k_nu),-3.4028235e+38,4
0,7,((1 / log_v_k_nu) * log_v_k_nu),-3.4028235e+38,4
0,11,(1 / log_v_k_nu),-3.4028235e+38,2
0,8,(abs(log_v_k_nu) ^ (-0.46487707)),-3.4028235e+38,3
0,12,(log_v_k_nu - (-0.59784144)),-0.80918974,3
0,3,(1 / ((1 / log_v_k_nu) / (-0.032155816))),-3.488591,5
0,13,(((1 / (-2.1465983)) * (-0.69540179)) / (0.77116495 / log_v_k_nu)),-1.4033675,8
0,15,(1 / (0.0040060333 / log_v_k_nu)),-199776.16,4
0,14,(abs((1.5768892 + (-0.15046109))) ^ (log_v_k_nu / log_v_k_nu)),-3.4028235e+38,7
0,23,(1 / log_v_k_nu),-3.4028235e+38,2
0,22,(1 / ((log_v_k_nu * log_v_k_nu) * (log_v_k_nu * 0.61011815))),-3.4028235e+38,8
0,4,((1 / 0.36416981) - (abs(0.96727192) ^ log_v_k_nu)),-0.06270572,6
0,16,((1 / (-1.6866436)) - ((-0.76914805) - log_v_k_nu)),-0.6314542,6
0,21,(113.43373 - 111.63548),-0.063179255,3
0,27,(1 / ((1 / log_v_k_nu) + log_v_k_nu)),-1.9757124,5
0,29,(1 / ((1 / (1 / log_v_k_nu)) / (1 / log_v_k_nu))),-3.4028235e+38,7
0,28,(abs((1 / log_v_k_nu)) ^ log_v_k_nu),-1.7665718,4
0,18,(abs(((1 / 1.592647) / log_v_k_nu)) ^ (log_v_k_nu * (-2.122941))),-648556000,8
0,30,(((1 / log_v_k_nu) - 0.18136969) + ((-0.24705416) - 0.42656291)),-3.4028235e+38,8
0,26,((abs((-1.8989897)) ^ log_v_k_nu) / ((-1.2145156) / log_v_k_nu)),-72.71003,7
0,10,((1 / (-1.0195169)) - log_v_k_nu),-20.061316,4
0,35,((1 / log_v_k_nu) + log_v_k_nu),-3.4028235e+38,4
0,36,((1 / (1 / log_v_k_nu)) + ((log_v_k_nu - log_v_k_nu) - (1 / log_v_k_nu))),-3.4028235e+38,10
0,25,(abs((0.58389342 * log_v_k_nu)) ^ (1 / log_v_k_nu)),-1.1118782,6
0,32,(((-0.059280343) / 0.065702088) * (abs(log_v_k_nu) ^ (-1.9121227))),-3.4028235e+38,7
0,33,((2.1051373 * 1.9415177) - (1.9331031 - (-0.355858))),-0.06317931,7
0,37,((abs((0.15511106 / log_v_k_nu)) ^ (1 / log_v_k_nu)) - (1.2459394 * (-1.1571498))),-3.4028235e+38,10
0,24,(abs(1.3089733) ^ log_v_k_nu),-0.2166209,3
0,41,(((abs(log_v_k_nu) ^ log_v_k_nu) - (1 / 1.622076)) * (1 / log_v_k_nu)),-3.4028235e+38,9
0,34,(abs((1 / (-0.57146847))) ^ 1.0486826),-0.06317933,4
0,39,(1 / ((log_v_k_nu - 1.0448577) / (0.030409366 / 2.9915779))),-3.2662547,8
0,43,(((abs(log_v_k_nu) ^ 0.1391824) + log_v_k_nu) - (log_v_k_nu + log_v_k_nu)),-6.1731706,9
0,40,(abs((-1.3090273)) ^ log_v_k_nu),-0.21662094,3
0,47,(abs(((log_v_k_nu + log_v_k_nu) + log_v_k_nu)) ^ (log_v_k_nu * log_v_k_nu)),-1.2274989e+22,9
0,45,(log_v_k_nu / 1.1015247),-0.63508445,3
0,48,(((-2.3478298) * log_v_k_nu) + (1 / log_v_k_nu)),-3.4028235e+38,6
0,49,(1 / log_v_k_nu),-3.4028235e+38,2
0,51,((1 / (log_v_k_nu - log_v_k_nu)) - ((1 / log_v_k_nu) - log_v_k_nu)),-3.4028235e+38,9
0,6,(110.69553 + (-108.89729)),-0.06317928,3
0,50,(((log_v_k_nu * log_v_k_nu) - (1 / log_v_k_nu)) * ((-0.7269972) + (-2.1984122))),-3.4028235e+38,10
0,53,(1 / log_v_k_nu),-3.4028235e+38,2
0,52,(1 / (((log_v_k_nu - log_v_k_nu) / log_v_k_nu) * (0.23411846 * log_v_k_nu))),-3.4028235e+38,10
0,31,(1 / (abs(0.72930926) ^ 1.8589338)),-0.0631793,4
0,56,((0.81497401 - (-1.0168785)) * (1 / log_v_k_nu)),-3.4028235e+38,6
0,42,(1 / ((abs(0.72557855) ^ 0.1148797) / 1.7331386)),-0.06317929,6
0,5,((abs(0.71826386) ^ 1.9901751) / (1 / log_v_k_nu)),-1.1269152,6
0,54,(abs((1 / (log_v_k_nu + 0.29508683))) ^ (abs((log_v_k_nu - log_v_k_nu)) ^ 1.702113)),-0.70030165,10
0,61,(log_v_k_nu * 0.90783012),-0.6350846,3
0,46,(1 / (-1134.1787)),-3.2998712,2
0,59,((0.21264021 / (-0.36720037)) * (1 / (-0.32203594))),-0.06317927,6
0,57,(abs(((abs((-0.13454656)) ^ (-0.91535729)) * ((-0.22044022) - 0.72738302))) ^ (1 / log_v_k_nu)),-3.4028235e+38,10
0,44,(abs((1 / 0.5399825)) ^ 0.95223773),-0.06317934,4
0,60,(1 / ((abs((1 / log_v_k_nu)) ^ 1.3413233) / (0.070377998 / 1.0542681))),-2.8362675,9
0,66,(1 / log_v_k_nu),-3.4028235e+38,2
0,63,(log_v_k_nu - (-0.84782916)),-1.0824666,3
0,58,((1 / (-21.3895)) * (-38.462627)),-0.06317931,4
0,69,((1 / 0.91495067) + 0.70725727),-0.06318335,4
0,68,((log_v_k_nu / 39.220539) - (-1.756858)),-0.062790275,5
