dummy,evals,expr,fitness,len
0,10,((log_v_k_nu + log_v_k_nu) * (1 / log_v_k_nu)),-3.4028235e+38,6
0,2,(((log_v_k_nu - log_v_k_nu) * log_v_k_nu) - (log_v_k_nu / log_v_k_nu)),-3.4028235e+38,9
0,8,((log_v_k_nu * log_v_k_nu) / (1 / 0.23669145)),-1.5337255,6
0,9,(1 / 0.55611175),-0.0631793,2
0,12,(1 / ((log_v_k_nu / (-0.63709605)) * (1 / (-1.2019849)))),-3.4028235e+38,7
0,13,(1 / ((1 / (0.32883874 * (-0.059242446))) / ((1 / log_v_k_nu) / (-2.0215023)))),-3.4028235e+38,10
0,16,((1 / log_v_k_nu) - log_v_k_nu),-3.4028235e+38,4
0,18,(log_v_k_nu * log_v_k_nu),-8.953596,3
0,1,(abs(((1 / (-0.023068652)) * (log_v_k_nu - 0.83889163))) ^ (1 / (1 / (-1.7847066)))),-565710.4,10
0,14,((0.3420451 - (-1.0459508)) * (1 / log_v_k_nu)),-3.4028235e+38,6
0,20,(1 / log_v_k_nu),-3.4028235e+38,2
0,17,(1 / (1 / (((1 / 0.45652038) + (-0.94333214)) / (log_v_k_nu * (-1.6542199))))),-3.4028235e+38,10
0,21,((1 / log_v_k_nu) * log_v_k_nu),-3.4028235e+38,4
0,22,(1 / ((log_v_k_nu / log_v_k_nu) + (-0.54980588))),-3.4028235e+38,6
0,5,(((log_v_k_nu - log_v_k_nu) * (1 / log_v_k_nu)) * (abs((-0.52881575)) ^ (-0.70398897))),-3.4028235e+38,10
0,7,(log_v_k_nu - (-0.17625459)),-0.6314542,3
0,24,(1 / ((((-0.16367011) / log_v_k_nu) + (1 / log_v_k_nu)) / (1 / log_v_k_nu))),-3.4028235e+38,10
0,15,((1.4606701 * 1.5776827) - 0.29770947),-0.10667876,5
0,27,(1 / log_v_k_nu),-3.4028235e+38,2
0,25,(1 / (1 / 1.7981997)),-0.0631793,3
0,31,(1 / (1 / log_v_k_nu)),-0.66252,3
0,26,(((1 / (-0.11163628)) + (1 / 0.030173412)) * (1.2692318 * log_v_k_nu)),-2866.1404,9
0,33,(1 / (1 / log_v_k_nu)),-0.66252,3
0,29,(abs((1 / (1 / (-0.69901347)))) ^ (1 / log_v_k_nu)),-1.1645465,6
0,32,(1 / 0.55611181),-0.06317927,2
0,36,((1 / log_v_k_nu) - log_v_k_nu),-3.4028235e+38,4
0,23,(1 / (-1876.7457)),-3.298617,2
0,35,((0.13411228 / log_v_k_nu) + (1 / log_v_k_nu)),-3.4028235e+38,6
0,28,((((-0.059695411) + 1.0851847) * log_v_k_nu) - (log_v_k_nu + (-1.7568578))),-0.06279028,9
0,34,(abs(log_v_k_nu) ^ (-0.50913817)),-3.4028235e+38,3
0,38,(1 / ((log_v_k_nu / log_v_k_nu) * ((-1.3182442) + 0.77276224))),-3.4028235e+38,8
0,6,(((abs(log_v_k_nu) ^ log_v_k_nu) + (1 / log_v_k_nu)) * (0.27487931 + log_v_k_nu)),-3.4028235e+38,10
0,41,(abs((0.3730852 / log_v_k_nu)) ^ (1.2742862 - log_v_k_nu)),-3.4028235e+38,7
0,40,((abs((1 / log_v_k_nu)) ^ log_v_k_nu) * (abs(log_v_k_nu) ^ 1.2150701)),-1.3981397,8
0,44,(((-0.60618126) / (-0.66772538)) / (1 / log_v_k_nu)),-0.63508457,6
0,4,(log_v_k_nu / (-2780.8455)),-3.2988098,3
0,30,(1 / (-2362.3853)),-3.2982235,2
0,46,(((1 / log_v_k_nu) * log_v_k_nu) + (1 / (-0.036232449))),-3.4028235e+38,7
0,49,(1 / log_v_k_nu),-3.4028235e+38,2
0,50,(((1 / log_v_k_nu) / log_v_k_nu) - ((-0.54426163) * log_v_k_nu)),-3.4028235e+38,8
0,42,((0.90820158 * log_v_k_nu) + (1 / (-1205.0958))),-0.6356253,6
0,43,((1 / 39.544422) / (log_v_k_nu - 0.46251047)),-3.2434444,6
0,53,(1 / log_v_k_nu),-3.4028235e+38,2
0,51,(1 / ((abs(log_v_k_nu) ^ (-0.65987128)) - (1 / log_v_k_nu))),-3.4028235e+38,7
0,52,((1 / (-1.4323683)) / (abs(log_v_k_nu) ^ (-0.45362943))),-7.0818586,6
0,45,(((1 / 2.7144713) / (-92.524338)) * (10.508937 * (-42.979229))),-0.06317933,8
0,57,((1 / log_v_k_nu) * log_v_k_nu),-3.4028235e+38,4
0,55,(0.9192816 + log_v_k_nu),-1.1835436,3
0,56,(1 / (((-0.05678441) / (-0.63309425)) + (1 / log_v_k_nu))),-0.55756515,7
0,58,(3.4201443 - log_v_k_nu),-0.69250524,3
0,37,((abs(log_v_k_nu) ^ log_v_k_nu) * (abs((-0.081048205)) ^ 1.0021507)),-2.5238538,7
0,62,(log_v_k_nu / log_v_k_nu),-3.4028235e+38,3
0,60,(((log_v_k_nu * log_v_k_nu) * (1 / log_v_k_nu)) / (log_v_k_nu * 1.7048329)),-3.4028235e+38,10
0,64,((log_v_k_nu * (-0.66510361)) / log_v_k_nu),-3.4028235e+38,5
0,59,(((abs(log_v_k_nu) ^ log_v_k_nu) - 0.044484418) / (0.87359363 / log_v_k_nu)),-1474.524,9
0,63,((1 / log_v_k_nu) + (1 / (-0.29867837))),-3.4028235e+38,5
0,61,(((0.59119016 * (-0.2810683)) * (1 / log_v_k_nu)) / (log_v_k_nu * log_v_k_nu)),-3.4028235e+38,10
0,65,(abs((1 / (1 / log_v_k_nu))) ^ (0.63602459 - 0.53877449)),-0.64250475,7
0,68,(((0.80638218 - 0.4371973) + log_v_k_nu) + (0.94592631 / log_v_k_nu)),-3.4028235e+38,9
0,69,(1 / (1 / ((1 / (-2.1407008)) / log_v_k_nu))),-3.4028235e+38,6
0,66,(1 / 0.55611181),-0.06317927,2
0,71,((1 / log_v_k_nu) * (-0.48630178)),-3.4028235e+38,4
0,70,(1 / log_v_k_nu),-3.4028235e+38,2
0,67,((log_v_k_nu - (-1.0910518)) - (1 / 1.0931385)),-0.6314542,6
0,74,((-1.4010873) / (-0.77916127)),-0.06317929,3
0,76,((1 / (1.1912856 - (-0.59282869))) * ((-0.039828304) * log_v_k_nu)),-3.42921,8
0,75,(((1 / log_v_k_nu) * log_v_k_nu) / (log_v_k_nu - 0.40633476)),-3.4028235e+38,8
0,78,(1 / log_v_k_nu),-3.4028235e+38,2
0,79,(1 / log_v_k_nu),-3.4028235e+38,2
0,77,((1 / (-1.6058996)) * (1 / log_v_k_nu)),-3.4028235e+38,5
0,82,(((log_v_k_nu * log_v_k_nu) / (1 / log_v_k_nu)) + (1.0250667 / log_v_k_nu)),-3.4028235e+38,10
0,83,(3.4201448 - log_v_k_nu),-0.6925051,3
0,72,(abs(1.6368998) ^ 1.1907287),-0.0631793,3
0,80,((1 / (-0.69137621)) / (-0.80435485)),-0.06317927,4
0,81,((abs(log_v_k_nu) ^ log_v_k_nu) - ((-0.84602493) * 0.58140075)),-107.023026,7
0,84,((1 / 1.6089219) + log_v_k_nu),-0.82972825,4
0,85,((log_v_k_nu + 142.09886) + ((-140.30061) - log_v_k_nu)),-0.06317926,7
0,88,((1 / log_v_k_nu) * log_v_k_nu),-3.4028235e+38,4
0,90,(((-2.8326383) + 0.203713) - (log_v_k_nu / log_v_k_nu)),-3.4028235e+38,7
0,91,(1 / (1 / 1.7981995)),-0.06317927,3
0,86,((((-0.3272762) - 0.29958826) * log_v_k_nu) + (log_v_k_nu / 0.80776018)),-0.9193877,9
0,92,(((1 / log_v_k_nu) - log_v_k_nu) / (0.34991258 + log_v_k_nu)),-3.4028235e+38,8
0,19,((1 / (1 / log_v_k_nu)) - (abs((-0.48373577)) ^ log_v_k_nu)),-1.2331678,7
0,93,((((-0.10421977) - log_v_k_nu) / log_v_k_nu) * (1.2570964 * log_v_k_nu)),-3.4028235e+38,9
0,89,(1 / ((log_v_k_nu + (-1.6155918)) + (1 / log_v_k_nu))),-0.3954892,7
0,94,((1 / (-4150.5649)) * log_v_k_nu),-3.2981129,4
0,3,((log_v_k_nu / 0.55244708) / (-0.3385424)),-126.97579,5
0,95,((log_v_k_nu / log_v_k_nu) * log_v_k_nu),-3.4028235e+38,5
0,96,((log_v_k_nu - (-67.856361)) * (1 / 38.63414)),-0.062790394,6
0,87,(abs((0.5412454 - log_v_k_nu)) ^ (1 / (-6.4226956))),-0.6637466,6
0,48,(((2.0602653 * log_v_k_nu) * (1 / (-0.27462518))) / ((-0.26361299) / 0.24182896)),-115.90431,10
0,97,(1 / ((1 / 0.63969594) / log_v_k_nu)),-0.8672732,5
0,98,(1 / ((abs((log_v_k_nu * log_v_k_nu)) ^ log_v_k_nu) / (log_v_k_nu + 1.0735364))),-1.8046126,10
0,39,(((abs(log_v_k_nu) ^ 0.94908023) / (1 / log_v_k_nu)) * ((-1.6870611) - log_v_k_nu)),-327.9375,10
0,47,(1 / (((abs(log_v_k_nu) ^ (-0.40663531)) - log_v_k_nu) - ((-2.0118158) - 0.97237533))),-1.9663082,10
0,54,(1 / ((abs((1 / log_v_k_nu)) ^ (-1.1309302)) - ((-0.53262252) * (-1.9037704)))),-97.665535,9
0,73,(((abs(log_v_k_nu) ^ 0.2682282) * (-0.84476542)) + (abs((-0.7019037)) ^ (-0.51963276))),-2.4483035,9
0,11,(abs((abs((abs(log_v_k_nu) ^ (-0.15725876))) ^ log_v_k_nu)) ^ (abs((-0.27123585)) ^ log_v_k_nu)),-0.7113692,9
0,99,(abs(((log_v_k_nu + log_v_k_nu) + 0.65334207)) ^ (log_v_k_nu + (-2.5887887))),-2.198007,9
0,100,(abs(((abs(0.6509788) ^ (-1.9297619)) - 1.269407)) ^ (27.635351 + log_v_k_nu)),-0.06292952,9
0,101,((0.13411228 / log_v_k_nu) + (1 / (1 / log_v_k_nu))),-3.4028235e+38,7
0,102,(1 / (1 / 1.7981995)),-0.06317927,3
0,104,(1 / 0.55611175),-0.0631793,2
0,103,((1 / (-1.4323683)) / (1 / (1 / log_v_k_nu))),-3.4028235e+38,6
0,111,((log_v_k_nu / log_v_k_nu) * log_v_k_nu),-3.4028235e+38,5
0,106,((1 / (-1.4323683)) / (abs(log_v_k_nu) ^ (-0.45362943))),-7.0818586,6
0,113,(1 / (1 / log_v_k_nu)),-0.66252,3
0,105,(77.176842 + (-75.378609)),-0.0631793,3
0,114,((abs(log_v_k_nu) ^ log_v_k_nu) - (log_v_k_nu * log_v_k_nu)),-56.39788,7
0,110,(1 / ((abs(log_v_k_nu) ^ (-0.65987128)) - (1 / log_v_k_nu))),-3.4028235e+38,7
0,108,((log_v_k_nu - (-0.17625459)) - ((-0.84602493) * 0.58140075)),-0.8733995,7
0,117,(((0.3730852 / log_v_k_nu) * log_v_k_nu) - (log_v_k_nu / log_v_k_nu)),-3.4028235e+38,9
0,115,(3.1415927 - log_v_k_nu),-0.7700961,3
0,124,(log_v_k_nu / log_v_k_nu),-3.4028235e+38,3
0,109,(1 / ((1 / 1.6089219) + log_v_k_nu)),-1.8092731,5
0,112,((1 / (-0.29867837)) * (1 / 38.63414)),-3.6158795,5
0,127,(1 / log_v_k_nu),-3.4028235e+38,2
0,120,(1 / (-4150.5649)),-3.2975678,2
0,125,1.7981994,-0.06317927,1
0,123,((1 / (1 / log_v_k_nu)) / (log_v_k_nu * 1.7048329)),-3.4028235e+38,7
0,119,(1 / 0.55611187),-0.06317929,2
0,121,(((log_v_k_nu - log_v_k_nu) * (1 / log_v_k_nu)) - (abs((-0.48373577)) ^ log_v_k_nu)),-3.4028235e+38,10
0,132,(0.9192816 / log_v_k_nu),-3.4028235e+38,3
0,131,(((-0.039828304) * log_v_k_nu) * log_v_k_nu),-3.7824464,5
0,129,((0.90820158 * log_v_k_nu) + (1 / (-1205.0958))),-0.6356253,6
0,128,(1 / 0.55610979),-0.063179284,2
0,136,((((-0.10421977) - log_v_k_nu) / log_v_k_nu) * (1.2570964 * log_v_k_nu)),-3.4028235e+38,9
0,126,(((1.4606701 * 1.5776827) - 0.29770947) - 0.29770947),-0.071125984,7
0,116,(1 / 0.55611181),-0.06317927,2
0,133,(log_v_k_nu / 1.1015114),-0.6350844,3
0,137,(abs(((log_v_k_nu / 0.55244708) / (-0.3385424))) ^ (log_v_k_nu + (-2.5887887))),-3.4028235e+38,9
0,140,(((-0.059695411) + 1.0851847) * log_v_k_nu),-0.6797925,5
0,144,(1 / (1 / (1 / log_v_k_nu))),-3.4028235e+38,4
0,143,(1 / ((1 / (-2.1407008)) / log_v_k_nu)),-30.64863,5
0,118,(abs((1 / (1 / ((1 / (-4150.5649)) * log_v_k_nu)))) ^ (0.63602459 - 0.53877449)),-1.8525548,10
0,145,(((1 / log_v_k_nu) - log_v_k_nu) / (1 / (-0.036232449))),-3.4028235e+38,7
0,147,(1 / ((1 / log_v_k_nu) / log_v_k_nu)),-8.953597,5
0,148,((1 / log_v_k_nu) * log_v_k_nu),-3.4028235e+38,4
0,146,(log_v_k_nu - (-0.17625459)),-0.6314542,3
0,130,((((-0.60618126) / (-0.66772538)) / (1 / log_v_k_nu)) + (1 / (-1205.0958))),-0.63562584,9
0,149,((133.1606 - log_v_k_nu) - 129.74042),-0.69250494,5
0,151,((log_v_k_nu + 142.09886) + ((-140.30061) - log_v_k_nu)),-0.06317926,7
0,154,(1 / log_v_k_nu),-3.4028235e+38,2
0,152,(abs((log_v_k_nu / 0.55244708)) ^ (abs((-0.27123585)) ^ log_v_k_nu)),-0.55308264,7
0,155,(1 / ((abs(log_v_k_nu) ^ 3.1415927) / log_v_k_nu)),-3.4028235e+38,6
