dummy,evals,expr,fitness,len
0,1,(abs(log_v_k_nu) ^ log_v_k_nu),-103.16772,3
0,2,(((log_v_k_nu / log_v_k_nu) + (abs(log_v_k_nu) ^ log_v_k_nu)) / (1 / 0.8750785)),-3.4028235e+38,10
0,13,((1 / log_v_k_nu) * log_v_k_nu),-3.4028235e+38,4
0,14,(log_v_k_nu - log_v_k_nu),-3.2967005,3
0,12,(1 / ((log_v_k_nu / log_v_k_nu) / (1 / log_v_k_nu))),-3.4028235e+38,7
0,6,((abs(0.47283274) ^ log_v_k_nu) * (1 / log_v_k_nu)),-3.4028235e+38,6
0,15,(0.17625457 + log_v_k_nu),-0.6314542,3
0,18,(log_v_k_nu * log_v_k_nu),-8.953596,3
0,9,((abs((-0.64367491)) ^ 0.13143298) / (log_v_k_nu - log_v_k_nu)),-3.4028235e+38,7
0,11,(((1 / (-0.39287159)) - (-2.6264796)) * (abs(log_v_k_nu) ^ (-0.63411665))),-3.4028235e+38,8
0,17,(1 / (1 / 1.7981995)),-0.06317927,3
0,19,(abs(((1 / log_v_k_nu) + (-1.3835771))) ^ (0.028657872 * log_v_k_nu)),-0.72494197,8
0,22,(abs((1 / log_v_k_nu)) ^ log_v_k_nu),-1.7665718,4
0,7,(1 / ((abs((-0.91953307)) ^ 0.32333618) / 1.7500794)),-0.063179314,6
0,21,(abs((abs(log_v_k_nu) ^ (-0.34507716))) ^ (log_v_k_nu / (-0.58266342))),-4.0547476,7
0,5,(abs((-1.3090456)) ^ log_v_k_nu),-0.21662094,3
0,26,(((-0.18962122) / log_v_k_nu) / (1 / 0.8774578)),-3.4028235e+38,6
0,25,(1 / (abs(((-1.5435084) * 0.9433766)) ^ (1 / log_v_k_nu))),-1.1856468,7
0,20,(1 / (-1745.644)),-3.2987602,2
0,3,(1 / (abs((-0.6662004)) ^ 1.4447379)),-0.063179314,4
0,8,(abs(((-0.79238272) * 0.72799903)) ^ ((-1.1983838) + 0.13181598)),-0.06317929,7
0,31,(abs(log_v_k_nu) ^ log_v_k_nu),-103.16772,3
0,30,(1 / 0.55611169),-0.06317933,2
0,32,((1 / log_v_k_nu) + (0.51293421 * log_v_k_nu)),-3.4028235e+38,6
0,35,(abs((log_v_k_nu * (-0.59810084))) ^ (log_v_k_nu / log_v_k_nu)),-3.4028235e+38,7
0,4,((1175.4678 + 1177.4644) / (1306.8879 + log_v_k_nu)),-0.0632226,7
0,37,(((log_v_k_nu - 1.0047206) * (1 / log_v_k_nu)) / ((-1.9369931) - log_v_k_nu)),-3.4028235e+38,10
0,16,((log_v_k_nu * 0.90819722) + (1 / (-1029.2064))),-0.6357177,6
0,33,((0.80167544 - 0.50645554) * (1 / 0.16417527)),-0.06317927,6
0,40,(1 / log_v_k_nu),-3.4028235e+38,2
0,39,((0.30110651 * log_v_k_nu) - (1 / log_v_k_nu)),-3.4028235e+38,6
0,36,((abs((log_v_k_nu - log_v_k_nu)) ^ (1 / log_v_k_nu)) + (3.4201448 - log_v_k_nu)),-0.6925051,10
0,42,(0.9078306 * log_v_k_nu),-0.63508445,3
0,44,(((-0.13605228) / 1.0546792) + (1 / log_v_k_nu)),-3.4028235e+38,6
0,45,(1 / (log_v_k_nu / 2.2652161)),-3.4028235e+38,4
0,41,((0.75368613 * (-3.007097)) / (1 / (-0.79335719))),-0.063179314,6
0,28,(((0.744519 - 69.561775) - log_v_k_nu) / ((-4.6977234) + (-34.47551))),-0.06279027,9
0,48,(1 / log_v_k_nu),-3.4028235e+38,2
0,46,((((-1.4342225) + 1.07634) * (1 / log_v_k_nu)) * (log_v_k_nu + log_v_k_nu)),-3.4028235e+38,10
0,49,(((0.74416912 - (-0.55587506)) * (1 / log_v_k_nu)) * ((-1.415751) / 0.25201765)),-3.4028235e+38,10
0,51,(1 / log_v_k_nu),-3.4028235e+38,2
0,50,((1 / log_v_k_nu) - (0.83659434 * 0.75085175)),-3.4028235e+38,6
0,53,(1 / log_v_k_nu),-3.4028235e+38,2
0,47,((log_v_k_nu / (-1.0261555)) - ((-1.756858) - log_v_k_nu)),-0.062790275,7
0,54,((1 / ((-0.86445457) + 0.17169316)) + (log_v_k_nu * log_v_k_nu)),-6.9051085,8
0,24,(((abs(1.4112442) ^ 5.603054) * (1 / (-2.208596))) * (0.43110919 - 1.0075108)),-0.06317927,10
0,52,(abs(((1 / log_v_k_nu) * (log_v_k_nu + (-0.59393913)))) ^ (log_v_k_nu - (-1.1603216))),-3.4028235e+38,10
0,58,(log_v_k_nu + log_v_k_nu),-4.4873505,3
0,57,(abs(((1 / (-1.5554323)) / log_v_k_nu)) ^ (abs(0.10036537) ^ (-0.39047602))),-3.4028235e+38,8
0,59,(abs((abs((log_v_k_nu / (-1.4153398))) ^ (-0.71666908))) ^ (log_v_k_nu + 0.77545971)),-3.4028235e+38,9
0,60,((0.024947016 / log_v_k_nu) / (1 / (-0.77675724))),-3.4028235e+38,6
0,61,(1 / (((1 / log_v_k_nu) * log_v_k_nu) / (log_v_k_nu - 1.1640769))),-3.4028235e+38,9
0,62,(((log_v_k_nu * 1.6557025) - (1 / log_v_k_nu)) + ((-0.080890827) * log_v_k_nu)),-3.4028235e+38,10
0,10,(abs((0.24353409 / 0.56580144)) ^ (-0.69608045)),-0.0631793,5
0,64,(((-0.75044096) / log_v_k_nu) + (log_v_k_nu + 1.5401856)),-3.4028235e+38,7
0,66,((log_v_k_nu * (-0.13966182)) + (abs(log_v_k_nu) ^ 1.1231065)),-0.76534766,7
0,65,(1 / 0.5561108),-0.06317928,2
0,68,((log_v_k_nu + (-0.28121179)) / (log_v_k_nu - log_v_k_nu)),-3.4028235e+38,7
0,55,((((-0.98159462) / 0.39851564) / log_v_k_nu) * (abs(0.18889399) ^ 1.1765755)),-3.4028235e+38,9
0,43,(abs(((-0.62256861) * (-1.0329962))) ^ (-1.4668008)),-0.07584937,5
0,71,((1 / log_v_k_nu) / 1.4339721),-3.4028235e+38,4
0,73,(1 / (1 / log_v_k_nu)),-0.66252,3
0,72,(1 / (1 / (((1 / log_v_k_nu) / log_v_k_nu) + (log_v_k_nu - 0.94029677)))),-3.4028235e+38,10
0,27,(abs(((1.9869704 + 0.18759508) / 1.2306644)) ^ (abs(1.0187711) ^ log_v_k_nu)),-0.06286853,9
0,56,((1 / (abs(log_v_k_nu) ^ log_v_k_nu)) + (abs((1 / (-1.3871917))) ^ (1 / (-0.91583276)))),-0.3281834,10
0,70,((68.842873 + log_v_k_nu) / 39.187531),-0.06279028,5
0,78,((1 / log_v_k_nu) * log_v_k_nu),-3.4028235e+38,4
0,75,((1 / (-1.2215456)) * (-2.1965818)),-0.06317931,4
0,77,(((1 / (-0.2814194)) / log_v_k_nu) + (0.0030627633 + 0.40112373)),-3.4028235e+38,8
0,80,(1 / 0.55611014),-0.0631793,2
0,82,(log_v_k_nu / log_v_k_nu),-3.4028235e+38,3
0,74,(abs(((1 / (-0.867621)) + log_v_k_nu)) ^ (abs(log_v_k_nu) ^ 0.68999821)),-2.1367335,8
0,84,((log_v_k_nu + log_v_k_nu) * ((-1.6854072) * log_v_k_nu)),-237.18394,7
0,83,((0.025488734 * log_v_k_nu) + (1.6891918 - (-0.067666173))),-0.062790275,7
0,29,(abs(((1.5609179 - (-0.4217138)) + (1 / (-2.5513382)))) ^ (0.89649945 - (-0.36768606))),-0.06317934,10
0,79,(abs((abs((-0.82606959)) ^ log_v_k_nu)) ^ (1 / (-0.71623492))),-0.21669178,6
0,86,(((abs((-1.6165847)) ^ 2.032536) + (1 / log_v_k_nu)) * ((-2.4360638) + (-0.50955302))),-3.4028235e+38,10
0,89,(1 / log_v_k_nu),-3.4028235e+38,2
0,90,((1 / log_v_k_nu) + log_v_k_nu),-3.4028235e+38,4
0,88,(abs((1 / (1 / log_v_k_nu))) ^ (log_v_k_nu * 0.79917091)),-21.602333,7
0,23,(((6.3961086 - (-4.805748)) - (1 / 0.45932838)) / (abs((-1.2473224)) ^ 7.2995124)),-0.0631793,10
0,63,((abs((-0.71534705)) ^ (-1.6822332)) + (log_v_k_nu / 38.995022)),-0.06279034,7
0,91,((abs((log_v_k_nu + (-1.2496608))) ^ (1 / log_v_k_nu)) - (2.0697556 - log_v_k_nu)),-3.4028235e+38,10
0,92,(((1 / log_v_k_nu) * (-0.96004725)) / ((-0.79382443) / log_v_k_nu)),-3.4028235e+38,8
0,94,((0.60593897 - log_v_k_nu) * (1 / log_v_k_nu)),-3.4028235e+38,6
0,97,((log_v_k_nu - log_v_k_nu) * 1.5824965),-3.2967005,5
0,98,(1 / log_v_k_nu),-3.4028235e+38,2
0,96,(((-2.0620108) + 0.88084102) + 2.9793692),-0.06317927,5
0,93,(abs((abs(log_v_k_nu) ^ 0.50245863)) ^ 0.62740153),-0.53039527,5
0,87,(1 / (-1703.1388)),-3.298812,2
0,95,(1 / ((1 / 4.3267412) + (1 / 3.077008))),-0.06317927,6
0,67,(abs(((1 / (-0.002343344)) / log_v_k_nu)) ^ (log_v_k_nu / log_v_k_nu)),-3.4028235e+38,8
0,85,(abs((1 / (-0.76395112))) ^ log_v_k_nu),-0.2166209,4
0,69,((1 / (0.47168159 - (-0.66421235))) * ((0.61431962 - (-2.1134725)) / 1.3354746)),-0.06317929,10
0,76,((log_v_k_nu / (-1.9525797)) * (-0.30367208)),-2.4628732,5
0,34,(((log_v_k_nu / (-0.19490628)) * (1 / (-1.0838435))) * (1 / (1 / 1.9356008))),-220.70277,10
0,100,(1 / 0.55611181),-0.06317927,2
0,38,(abs((((-0.23408598) - (-0.23710352)) + (-0.99587339))) ^ (log_v_k_nu - 83.173065)),-0.06369426,9
0,81,(((log_v_k_nu / 1.2520717) / (1 / log_v_k_nu)) / ((-0.71586192) + log_v_k_nu)),-88.08195,10
0,99,(((abs(0.18297732) ^ (-3.301827)) - (-2.2141223)) / (log_v_k_nu - (-151.16289))),-0.063637234,9
0,101,((1 / log_v_k_nu) / ((-4.6977234) + (-34.47551))),-3.4028235e+38,6
0,107,(1 / log_v_k_nu),-3.4028235e+38,2
0,103,(abs(((abs(0.47283274) ^ log_v_k_nu) + log_v_k_nu)) ^ (abs(log_v_k_nu) ^ 0.68999821)),-12.732051,9
0,102,(abs(((-0.62256861) * (-1.0329962))) ^ (-1.4668008)),-0.07584937,5
0,114,(1 / (1 / log_v_k_nu)),-0.66252,3
0,109,(((log_v_k_nu / 1.2520717) / (1 / log_v_k_nu)) / (1 / log_v_k_nu)),-56.486324,9
0,110,(abs((-1.3090456)) ^ log_v_k_nu),-0.21662094,3
0,115,(abs(((1 / 0.55611181) / log_v_k_nu)) ^ (log_v_k_nu / log_v_k_nu)),-3.4028235e+38,8
0,105,(((0.74169523 - 0.032183841) - log_v_k_nu) / ((1 / log_v_k_nu) + (-1.3749952))),-0.7051417,10
0,116,((abs((log_v_k_nu + (-1.2496608))) ^ (1 / log_v_k_nu)) - (1 / log_v_k_nu)),-3.4028235e+38,9
