dummy,evals,expr,fitness,len
0,3,(1 / 0.55609369),-0.06317933,2
0,7,((log_v_k_nu + log_v_k_nu) / (1 / log_v_k_nu)),-48.948654,6
0,8,(1 / log_v_k_nu),-3.4028235e+38,2
0,2,(((log_v_k_nu - (-0.19702546)) - log_v_k_nu) + (log_v_k_nu * log_v_k_nu)),-9.556424,9
0,9,(((log_v_k_nu / log_v_k_nu) - log_v_k_nu) / (log_v_k_nu + 0.6346159)),-3.4028235e+38,9
0,10,(((1 / log_v_k_nu) + log_v_k_nu) * (log_v_k_nu + 1.0249857)),-3.4028235e+38,8
0,6,(log_v_k_nu + (-0.39172128)),-0.9540508,3
0,13,(((1 / log_v_k_nu) * log_v_k_nu) - ((-0.67016053) + log_v_k_nu)),-3.4028235e+38,8
0,14,(((1 / 0.5577535) * (1 / 1.1884432)) - ((1 / log_v_k_nu) + log_v_k_nu)),-3.4028235e+38,10
0,16,(((-0.36019945) - (-0.18001391)) - (1 / log_v_k_nu)),-3.4028235e+38,6
0,17,((0.1218874 + log_v_k_nu) - (1 / log_v_k_nu)),-3.4028235e+38,6
0,15,(1 / (1.4515262 / 2.6101336)),-0.06317927,4
0,22,(((-1.5600001) * (-0.56493086)) / log_v_k_nu),-3.4028235e+38,5
0,21,(1 / (1 / 1.7981993)),-0.06317929,3
0,23,(((1 / log_v_k_nu) * log_v_k_nu) / (abs(log_v_k_nu) ^ log_v_k_nu)),-3.4028235e+38,8
0,20,((-1.4168895) * (-1.269118)),-0.063179314,3
0,26,((log_v_k_nu * log_v_k_nu) - log_v_k_nu),-3.6962495,5
0,12,(abs((abs(log_v_k_nu) ^ (-0.11462077))) ^ 0.77817315),-3.4028235e+38,5
0,19,(1 / (((1 / log_v_k_nu) / log_v_k_nu) * (abs((-0.84443933)) ^ 1.1614407))),-14.714953,9
0,28,((log_v_k_nu + 1.5618659) * ((-1.0624075) / log_v_k_nu)),-3.4028235e+38,7
0,24,(2.2115049 * 0.81311089),-0.063179314,3
0,31,(3.4201441 - log_v_k_nu),-0.69250524,3
0,1,(1 / (-2736.3188)),-3.2980156,2
0,32,((-0.056522794) - (-1.7859852)),-0.067904115,3
0,35,(1 / log_v_k_nu),-3.4028235e+38,2
0,4,(abs((-1.308975)) ^ log_v_k_nu),-0.21662089,3
0,33,(abs((log_v_k_nu * 1.3312933)) ^ 0.13206179),-0.56363934,5
0,25,(1 / ((log_v_k_nu - (-0.19667976)) + 0.36081624)),-1.7739023,6
0,40,((1 / log_v_k_nu) - log_v_k_nu),-3.4028235e+38,4
0,36,(1 / 0.55611181),-0.06317927,2
0,29,(1 / (-1603.9786)),-3.2989438,2
0,18,((abs(0.020181116) ^ (-0.079462029)) - ((-0.49679062) - 0.17888892)),-0.121307306,7
0,41,((1 / 0.30306742) - 1.5013932),-0.063179284,4
