dummy,evals,expr,fitness,len
0,3,(abs(log_v_k_nu) ^ log_v_k_nu),-103.16772,3
0,10,(log_v_k_nu * log_v_k_nu),-8.953596,3
0,14,(log_v_k_nu + log_v_k_nu),-4.4873505,3
0,8,((-0.70606142) / log_v_k_nu),-3.4028235e+38,3
0,6,(abs(((1 / 0.75927818) / log_v_k_nu)) ^ (log_v_k_nu / 0.47833434)),-1.7560122,8
0,11,(1 / 0.59161025),-0.0748212,2
0,7,(((log_v_k_nu - (-0.54232419)) - 1.6066254) + (0.75571609 - (-0.47846761))),-0.6314948,9
0,17,((log_v_k_nu - (-0.72447956)) / log_v_k_nu),-3.4028235e+38,5
0,1,(1 / (-2767.6226)),-3.298,2
0,16,(1 / 0.55611181),-0.06317927,2
0,20,(log_v_k_nu + 0.74673545),-0.95690274,3
0,18,((((-0.65854049) / (-0.27602822)) * (1 / log_v_k_nu)) * (0.26010841 / 1.1230363)),-3.4028235e+38,10
0,19,(abs((1 / (log_v_k_nu + 1.5489025))) ^ (1 / (log_v_k_nu / log_v_k_nu))),-3.4028235e+38,9
0,15,(1 / ((-0.64695328) * (-0.8051607))),-0.07795364,4
0,23,((log_v_k_nu * 1.5464369) + (1 / log_v_k_nu)),-3.4028235e+38,6
0,27,(1 / (1 / log_v_k_nu)),-0.66252,3
0,25,((0.68587434 / (-0.92349225)) / log_v_k_nu),-3.4028235e+38,5
0,29,(1 / log_v_k_nu),-3.4028235e+38,2
0,22,((abs(0.62539583) ^ log_v_k_nu) * (1 / log_v_k_nu)),-3.4028235e+38,6
0,31,((log_v_k_nu - log_v_k_nu) / (log_v_k_nu / log_v_k_nu)),-3.4028235e+38,7
0,32,((1 / log_v_k_nu) - log_v_k_nu),-3.4028235e+38,4
0,2,((1 / (1.0550188 - (-3.9076824))) * ((log_v_k_nu / 7.9026289) + 8.7187614)),-0.06279028,10
0,28,(1 / (abs((log_v_k_nu + log_v_k_nu)) ^ (1 / (-0.59476274)))),-74.48089,7
0,21,((1.5038742 + log_v_k_nu) - (1 / 0.752931)),-0.6314544,6
0,24,(abs((1 / (log_v_k_nu * log_v_k_nu))) ^ (abs((1 / log_v_k_nu)) ^ 0.50180471)),-3.4028235e+38,9
0,36,((log_v_k_nu * log_v_k_nu) * (log_v_k_nu + log_v_k_nu)),-412.92413,7
0,35,((1 / (1 / log_v_k_nu)) / (2.5866542 * log_v_k_nu)),-3.4028235e+38,7
0,38,(1 / (((log_v_k_nu * (-0.035425514)) / log_v_k_nu) + (1 / log_v_k_nu))),-3.4028235e+38,9
0,33,((abs((1 / 1.5053231)) ^ 1.8448482) - (log_v_k_nu / log_v_k_nu)),-3.4028235e+38,8
0,34,(1 / 0.55611175),-0.0631793,2
0,41,(((-0.79459292) / 0.83956921) * (1 / log_v_k_nu)),-3.4028235e+38,6
0,37,(((0.37147081 / log_v_k_nu) * 0.51924181) / (abs(2.1711297) ^ log_v_k_nu)),-3.4028235e+38,9
0,44,((log_v_k_nu * log_v_k_nu) * log_v_k_nu),-93.05693,5
0,39,(abs(((log_v_k_nu / log_v_k_nu) - (1 / (-0.63799345)))) ^ (log_v_k_nu + 0.062825166)),-3.4028235e+38,10
0,26,(abs((0.36974394 - (-0.93918985))) ^ log_v_k_nu),-0.21662088,5
0,43,((1 / log_v_k_nu) / 1.3287106),-3.4028235e+38,4
0,13,(((0.6908958 + 0.19953683) + (-0.86494392)) * (68.926552 + log_v_k_nu)),-0.062790275,9
0,42,((-0.75580621) * (-2.379179)),-0.063179344,3
0,45,(1 / (((1 / log_v_k_nu) * log_v_k_nu) / ((-0.4327043) - (-0.0091909096)))),-3.4028235e+38,9
0,5,(1 / (1 / ((log_v_k_nu * 0.025488408) - (-1.7568589)))),-0.062790275,7
0,51,((abs((1 / (-1.4515421))) ^ log_v_k_nu) / ((-0.61746091) / log_v_k_nu)),-9.816591,8
0,53,((1 / log_v_k_nu) / 0.55109167),-3.4028235e+38,4
0,49,((1 / (-0.66224849)) + (1 / 0.30227488)),-0.0631793,5
0,47,((log_v_k_nu - 1.0208949) - (1 / (-0.8339923))),-0.63145787,6
0,52,(1 / ((1 / ((-2.3729892) * 0.94527906)) / ((1 / log_v_k_nu) * 0.74258119))),-3.4028235e+38,10
0,55,((abs(log_v_k_nu) ^ (-0.49214616)) * 0.66701347),-3.4028235e+38,5
0,57,((2.8600068 - log_v_k_nu) - (1 / (-1.7852757))),-0.69250524,6
0,56,(abs(((abs(log_v_k_nu) ^ (-0.31588605)) - (-0.64920902))) ^ (1 / log_v_k_nu)),-3.4028235e+38,8
0,59,((1 / log_v_k_nu) / (1 / 2.0554116)),-3.4028235e+38,5
0,54,(1 / ((1 / 0.75734597) + log_v_k_nu)),-2.139696,5
0,61,((log_v_k_nu - 0.67738402) / log_v_k_nu),-3.4028235e+38,5
0,50,((abs((2.7244594 - log_v_k_nu)) ^ log_v_k_nu) + (log_v_k_nu + (-0.76102865))),-0.07581842,9
0,46,(abs((1.3712565 / 2.6698186)) ^ (1 / (-1.1354778))),-0.06317934,6
0,63,(((0.8893677 / log_v_k_nu) * 0.19972987) / (log_v_k_nu - log_v_k_nu)),-3.4028235e+38,9
0,48,(((1 / (-5.3375411)) * 3.197453) / (0.53016859 / (-1.5914395))),-0.06317931,8
0,62,((1 / 1.2232422) + 1.2119468),-0.116654545,4
0,67,((log_v_k_nu - log_v_k_nu) * (log_v_k_nu * 0.38436005)),-3.2967005,7
0,40,(abs((log_v_k_nu - (-10.575829))) ^ 0.23470125),-0.06261197,5
0,66,((log_v_k_nu * log_v_k_nu) - ((-0.41789028) + 0.87586296)),-7.8523374,7
0,4,(abs(((1 / log_v_k_nu) / log_v_k_nu)) ^ ((-0.11601771) / log_v_k_nu)),-0.6955896,8
0,12,(abs(((abs(log_v_k_nu) ^ log_v_k_nu) - (1 / (-0.75424039)))) ^ (abs((-0.58221608)) ^ log_v_k_nu)),-0.118320435,10
0,68,(61.053127 - 59.254906),-0.06317935,3
0,71,((abs(1.4562044) ^ 0.86105734) + (1 / log_v_k_nu)),-3.4028235e+38,6
0,73,(1 / (1 / 1.7981995)),-0.06317927,3
0,75,(1 / (1 / log_v_k_nu)),-0.66252,3
0,65,((abs((1 / log_v_k_nu)) ^ ((-2.0783739) + (-0.33768058))) + (log_v_k_nu * log_v_k_nu)),-80.43935,10
0,76,(abs((1 / log_v_k_nu)) ^ log_v_k_nu),-1.7665718,4
0,72,(((1 / log_v_k_nu) / (abs((-0.47644809)) ^ log_v_k_nu)) - (abs(log_v_k_nu) ^ log_v_k_nu)),-3.4028235e+38,10
0,77,(abs((log_v_k_nu - (-0.40296644))) ^ (1 / (-0.023718704))),-1.0663467e+31,6
0,60,((1 / 0.29237816) - log_v_k_nu),-0.6925051,4
