0;0;(1 / (0.34605572) + ((0.025488764 * log_v_k_nu) - 1.1328497));0.0627903
0;1;(((((0.025772508 * log_v_k_nu) - 0.38080105) + (abs(0.60937035) ^ ((-0.0010747919) * log_v_k_nu))) + (abs(1 / (0.15669759)) ^ 0.06896852)) + (abs(((0.27002233 * log_v_k_nu) - 0.29339829)) ^ 1 / (0.033981632)));0.0627907
0;2;(abs((1 / ((-0.88519287)) - (abs((-0.55096126)) ^ 0.090589821))) ^ (1 / (1.2923462) + (0.017806664 * log_v_k_nu)));0.0628234
0;3;(((abs(((-1.4572212) + 0.04683806)) ^ 0.13683945) / ((-1.8965722) + 0.24809292)) / ((abs((-1.8792844)) ^ (-0.91631383)) - (abs((-0.65713996)) ^ 0.21269983)));0.0631793
0;4;1 / ((abs(1 / ((-0.35340834))) ^ (-0.56415319)));0.0631793
0;5;1 / ((abs((-0.20284903)) ^ (0.16873015 * log_v_k_nu)));0.216621
0;6;(abs((((0.30015469 * log_v_k_nu) / 0.091712736) + (1.3296894 / ((-0.32778832) * log_v_k_nu)))) ^ (1 / (1.1393486) - 0.93756413));0.797945
0;7;1 / ((abs(((((0.63939208 * 0.48697585) / (((-0.78348869) * log_v_k_nu) + 0.031708587)) + 1 / (1 / ((0.53692842 * log_v_k_nu)))) * (((((-0.72028148) * log_v_k_nu) - ((-1.9105256) * log_v_k_nu)) / (((-1.4815929) * log_v_k_nu) + (-0.016575273))) + 1 / ((0.60206807 / 0.074729674))))) ^ (((abs((0.72441137 * log_v_k_nu)) ^ 0.74895686) - ((1.1059958 * log_v_k_nu) * 0.8022595)) - (((0.31447047 * log_v_k_nu) + (-0.06491679)) * ((-0.14785631) * (-0.90058029))))));1.08607
0;8;(((abs(((-0.21433271) * (1.0765759 * log_v_k_nu))) ^ (abs((-0.48772258)) ^ (0.89556473 * log_v_k_nu))) + ((abs(1.4803809) ^ 2.7564166) - (1.2526349 * (0.053330172 * log_v_k_nu)))) + 1 / (((abs(0.37005201) ^ 0.69739997) - (0.87134671 + 1.2370424))));1.20799
0;9;((((0.82488996 + (0.76937908 * log_v_k_nu)) + ((-0.75342613) * log_v_k_nu)) - ((-0.093935274) - 0.81880903)) / (1 / ((0.43184289 * log_v_k_nu)) + (abs(((-0.60432029) * log_v_k_nu)) ^ 1.5971844)));1.44375
0;10;(abs(1 / (((1 / ((-0.27059221)) / (1.5182904 * (-1.2563347))) * ((abs((-0.40693027)) ^ ((-0.057210967) * log_v_k_nu)) * (abs(0.15964355) ^ (-1.2202045)))))) ^ (abs((1 / ((abs(0.84693938) ^ (0.48505473 * log_v_k_nu))) * (1 / (((-2.6922121) * log_v_k_nu)) + ((0.23000507 * log_v_k_nu) - (-0.35842991))))) ^ ((((-0.044662498) + ((-0.90868104) * log_v_k_nu)) / 1 / (0.90087086)) + 1 / ((0.076686524 * log_v_k_nu)))));1.48674
0;11;(abs((1 / (1 / (0.28074166)) - 1 / (((1.0009333 * log_v_k_nu) - (-0.43932411))))) ^ ((1 / (0.58592665) - (abs((0.23226579 * log_v_k_nu)) ^ ((-0.32303876) * log_v_k_nu))) / (abs((1.3817334 - (0.92226219 * log_v_k_nu))) ^ ((0.8119486 * log_v_k_nu) - ((-0.46427989) * log_v_k_nu)))));1.87175
0;12;((abs(((0.92683637 * log_v_k_nu) - (-1.6858457))) ^ (((-1.0585573) * log_v_k_nu) * (0.30811378 * log_v_k_nu))) / ((((-0.62181199) * log_v_k_nu) * (0.31916198 * log_v_k_nu)) + 1 / (0.70572454)));2.23183
0;13;((((1.8868328 + (1.0126327 * log_v_k_nu)) * ((-0.25518245) - (0.58742273 * log_v_k_nu))) / ((0.0062965942 - 1.5445133) * (abs(((-0.6285705) * log_v_k_nu)) ^ (-1.2420168)))) / ((abs((abs((0.47257033 * log_v_k_nu)) ^ ((-0.079874553) * log_v_k_nu))) ^ 1 / (((-1.8241119) * log_v_k_nu))) - (((-0.63390082) * log_v_k_nu) - (-0.14517839))));2.26174
0;14;1 / ((((0.21521875 + ((-0.50194776) * log_v_k_nu)) / (1.8696355 / ((-0.45809174) * log_v_k_nu))) + (abs((0.54869729 * (-1.0319195))) ^ ((-1.4907875) * log_v_k_nu))));2.38158
0;15;(1 / ((((1 / (0.51196432) * ((0.17693751 * log_v_k_nu) - (-1.6469404))) + 1 / ((0.52306169 * log_v_k_nu))) * ((((-0.73502487) * log_v_k_nu) * (-0.42286059)) + (1.7064272 - (-0.70753807))))) * (1 / ((1 / ((0.62618285 * log_v_k_nu)) / (((-1.1848962) * log_v_k_nu) * (-1.6101646)))) / (((((-1.061658) * log_v_k_nu) - 1.0607052) / (abs(0.94498259) ^ (-0.0865715))) + (abs((1.1846995 / 1.2841957)) ^ (2.1334555 + ((-0.98294741) * log_v_k_nu))))));3.72952
0;16;1 / (((1 / (((-0.50310606) - 0.033312742)) - (((-1.3847817) + (0.55100524 * log_v_k_nu)) + 1 / (0.74061179))) - ((abs((1.3015572 / (0.88777566 * log_v_k_nu))) ^ 1.5752804) - ((-0.011619764) - (1.6120689 * log_v_k_nu)))));3.8448
0;17;(((abs(1 / ((-0.87402833))) ^ (0.37522057 / ((-1.0256413) * log_v_k_nu))) * ((1.4162258 * log_v_k_nu) * (-2.7385147))) * ((1.7260743 * 0.13785803) * 1 / ((-0.45132995))));4.51509
